premise,hypothesis,label,unique_id
A woman holds her newborn infant child.,There is a women holding a baby that was just born,1,0_13862c
Man wearing black glasses and v-neck t-shirt carries small girl in striped pants upside down.,The man is holding something.,0,0_13866a
Man wearing black glasses and v-neck t-shirt carries small girl in striped pants upside down.,The man is the girl's father.,1,0_13866b
Man wearing black glasses and v-neck t-shirt carries small girl in striped pants upside down.,The man is sitting in his bed alone.,2,0_13866c
A large group of people fly kites on a sunny day.,A beach with lots of people flying kites.,1,0_13880a
A large group of people fly kites on a sunny day.,A baby plays in the bath.,2,0_13880b
A large group of people fly kites on a sunny day.,A crowd of people are outside on a sunny day.,0,0_13880c
"Kids doing a soccer drill in the soccer field, they are all dress in soccer uniforms except for one boy which is wearing casual clothing.",Kids practicing soccer with one boy out of uniform.,0,0_14015a
"Kids doing a soccer drill in the soccer field, they are all dress in soccer uniforms except for one boy which is wearing casual clothing.",A woman bakes bread.,2,0_14015b
"Kids doing a soccer drill in the soccer field, they are all dress in soccer uniforms except for one boy which is wearing casual clothing.",Timmy's mom was drunk and didn't wash his uniform.,1,0_14015c
"A group of women are smiling, and posing for a picture together.",A child runs through a lush tropical jungle alone.,2,0_14039a
"A group of women are smiling, and posing for a picture together.",Women are posing for a yearbook picture.,1,0_14039b
"A group of women are smiling, and posing for a picture together.",Women are posing for a picture.,0,0_14039c
A group of four girls meets with a group of elderly women.,The people meets the group,0,0_14084a
A group of four girls meets with a group of elderly women.,The girls are talking,1,0_14084b
A group of four girls meets with a group of elderly women.,The girls are sleeping.,2,0_14084c
A group of men play soccer in the desert.,A group of men play soccer in the desert for change.,1,0_14087a
A group of men play soccer in the desert.,Men played soccer in desert also.,0,0_14087b
A group of men play soccer in the desert.,A group of men play soccer in swimming pool.,2,0_14087c
A group of Asian people stand and sit in ceremonial dress.,A group of Asian people wear a ceremonial dress.,0,0_14125a
A group of Asian people stand and sit in ceremonial dress.,A group of Asian people blend in with American life.,2,0_14125b
A group of Asian people stand and sit in ceremonial dress.,A group of Asian people wearing a ceremonial dress stand up and sit down.,1,0_14125c
"A young, fit man wearing short does a high right kick in the air.",A young man lies in his bed.,2,0_14133a
"A young, fit man wearing short does a high right kick in the air.",People practice maneuvers.,0,0_14133b
"A young, fit man wearing short does a high right kick in the air.",The man practices his karate.,1,0_14133c
A hockey player attempts to score a goal close to the net while a goalie strives to protect the net.,The goalie is laying down in the grass.,2,0_14240a
A hockey player attempts to score a goal close to the net while a goalie strives to protect the net.,They are playing a hockey match.,0,0_14240b
A hockey player attempts to score a goal close to the net while a goalie strives to protect the net.,The goalie is trying to protect the net.,0,0_14240c
a horse driven carriage running through a rainstorm.,The carriage is travelling outdoors.,0,0_14247a
a horse driven carriage running through a rainstorm.,A man in a large coat is driving the carriage.,1,0_14247b
a horse driven carriage running through a rainstorm.,The carriage is driving through the country on a bright sunny day.,2,0_14247c
Two people are talking at an art gallery.,The two people at the art gallery are ignoring each other.,2,0_14289a
Two people are talking at an art gallery.,Two men are discussing art at the gallery.,1,0_14289b
Two people are talking at an art gallery.,While at the art gallery two people are having a discussion.,0,0_14289c
The girls play in the pumpkin patch.,The girls are playing outside.,0,0_14300a
The girls play in the pumpkin patch.,The girls are playing on the farm.,1,0_14300b
The girls play in the pumpkin patch.,The girls are jumping rope in the backyard.,2,0_14300c
A woman in a pink shirt and knee pads is playing volleyball.,The woman is playing volleyball.,0,0_14356a
A woman in a pink shirt and knee pads is playing volleyball.,A professional volleyball player is practicing.,1,0_14356b
A woman in a pink shirt and knee pads is playing volleyball.,A woman practices her baseball swing.,2,0_14356c
Man in jeans and a sweatshirt using a handsaw to cut a tree branch in a wooded area.,A man cuts branches to make way for a new hiking path.,1,0_14359a
Man in jeans and a sweatshirt using a handsaw to cut a tree branch in a wooded area.,A woman starts a campfire.,2,0_14359b
Man in jeans and a sweatshirt using a handsaw to cut a tree branch in a wooded area.,A man cutting branches outdoors.,0,0_14359c
A little girl in a green dress with blue dots is carrying a box with a handle.,A little girl wearing a green dress with blue dots carries a box by its handle,0,0_14479a
A little girl in a green dress with blue dots is carrying a box with a handle.,A little girl wearing a green dress with blue dots swings a box by its handle,1,0_14479b
A little girl in a green dress with blue dots is carrying a box with a handle.,A little girl wearing a green dress with blue dots drops a box by its handle,2,0_14479c
A boy in a blue dress shirt dances in a courtyard.,There's a child in the terrace.,0,0_14521a
A boy in a blue dress shirt dances in a courtyard.,The kid sleeps soundly.,2,0_14521b
A boy in a blue dress shirt dances in a courtyard.,There's a kid dancing to rock music.,1,0_14521c
A couple stands in front of a brick wall holding shopping bags.,A couple is packing their suitcases to move out of town.,2,0_14701a
A couple stands in front of a brick wall holding shopping bags.,A couple is outside with some bags.,0,0_14701b
A couple stands in front of a brick wall holding shopping bags.,A couple just came from a trip to the mall.,1,0_14701c
People on a beach playing cricket.,A folks proffered to stay home today.,2,0_14720a
People on a beach playing cricket.,People are near by water.,0,0_14720b
People on a beach playing cricket.,This people are sportsmen.,1,0_14720c
A dark-skinned boy is walking a white dog on a pink leash down a sidewalk.,A boy is walking an animal.,0,0_14795a
A dark-skinned boy is walking a white dog on a pink leash down a sidewalk.,An African American child is walking their pet dog.,1,0_14795b
A dark-skinned boy is walking a white dog on a pink leash down a sidewalk.,A dark-skinned boy is sitting in the grass playing with his white dog.,2,0_14795c
A man in a blue jacket sitting at table reading in front of a restaurant.,He is blind.,2,0_14858a
A man in a blue jacket sitting at table reading in front of a restaurant.,He enjoys to read.,1,0_14858b
A man in a blue jacket sitting at table reading in front of a restaurant.,He is reading outdoors.,0,0_14858c
three men dressed in blue play guitar while a woman sings.,The people are giving a free concert.,1,0_14868a
three men dressed in blue play guitar while a woman sings.,Men are playing guitar.,0,0_14868b
three men dressed in blue play guitar while a woman sings.,A woman is playing a guitar.,2,0_14868c
A boy in his blue swim shorts at the beach.,The boy is in a grass field at a park.,2,0_14910a
A boy in his blue swim shorts at the beach.,The boy is about to go swimming.,1,0_14910b
A boy in his blue swim shorts at the beach.,The boy is wearing blue swim shorts.,0,0_14910c
Young children holding basketballs.,The children are on a basketball court.,0,0_14983a
Young children holding basketballs.,The young children are learing how to play basketball.,1,0_14983b
Young children holding basketballs.,The children are sitting on a baseball field.,2,0_14983c
A teenage boy putting up a shear tent in the hot sun.,A teenage boy putting up a shear nightgown,2,0_15018a
A teenage boy putting up a shear tent in the hot sun.,A teenage boy putting up a shear tent,0,0_15018b
A teenage boy putting up a shear tent in the hot sun.,A teenage boy putting up a shear green tent,1,0_15018c
A woman is bending down and looking into a stream through a wooded and mossy forest.,The woman looks at water,0,0_15036a
A woman is bending down and looking into a stream through a wooded and mossy forest.,The man drinks the stream,2,0_15036b
A woman is bending down and looking into a stream through a wooded and mossy forest.,The woman looks for a rock in the stream,1,0_15036c
"One child sitting on the grass, and the other child is holding a stick.","One child sitting on the grass, and the other child is holding a stick on the 4th of July",1,0_15055a
"One child sitting on the grass, and the other child is holding a stick.","One child sitting on the grass, and the other child is holding a stick and they are outdoors",0,0_15055b
"One child sitting on the grass, and the other child is holding a stick.",The children are in school,2,0_15055c
"A woman is writing in a composition book, focusing intently, and drinking coffee on her porch.",A woman writing in a book sits at her kitchen table.,2,0_15084a
"A woman is writing in a composition book, focusing intently, and drinking coffee on her porch.",A woman writes and consumes a beverage outside.,0,0_15084b
"A woman is writing in a composition book, focusing intently, and drinking coffee on her porch.",A woman wearing a scarf writes in a book and drinks coffee.,1,0_15084c
A man in yellow polo shirt is walking in the crosswalk.,A man is walking outdoors.,0,0_15148a
A man in yellow polo shirt is walking in the crosswalk.,The cars are stopping so the man can walk.,1,0_15148b
A man in yellow polo shirt is walking in the crosswalk.,The man is sitting down.,2,0_15148c
A man watching 4 computer screens in a closed office with a window in the background.,A man watching two tvs in a break room.,2,0_15160a
A man watching 4 computer screens in a closed office with a window in the background.,A man watching four computer screens in an office.,0,0_15160b
A man watching 4 computer screens in a closed office with a window in the background.,A man is working hard on his computer.,1,0_15160c
A blond woman holding a drink is looking at something.,There is a women holding a drink outdoors,1,0_15304a
A blond woman holding a drink is looking at something.,There is a women taking a drink,2,0_15304b
A blond woman holding a drink is looking at something.,There is a women holding a drink,0,0_15304c
Dog races through grass by lone tree.,A pup is chasing a squirrel that jumped from a branch.,1,0_15338a
Dog races through grass by lone tree.,An animal is running outdoors.,0,0_15338b
Dog races through grass by lone tree.,A dog sleeps with its feet in the air on a leather sofa.,2,0_15338c
The man in the black shirt is playing the electric keyboard.,The man is asleep on the bed.,2,0_15424a
The man in the black shirt is playing the electric keyboard.,The man is practicing a song.,1,0_15424b
The man in the black shirt is playing the electric keyboard.,The man is playing the keyboard.,0,0_15424c
"A man is surfing, halfway out of a wave.",A man is surfing.,0,0_15489a
"A man is surfing, halfway out of a wave.",A man is afraid of the wave.,1,0_15489b
"A man is surfing, halfway out of a wave.",A girl is swimming in a hot tub.,2,0_15489c
An asian family is waiting at an airport.,The family is waiting for someone.,0,0_15499a
An asian family is waiting at an airport.,The family is from Argentina.,2,0_15499b
An asian family is waiting at an airport.,The family hasn't seen their loved one in years.,1,0_15499c
The backs of the heads of two men that are plugging their ears while riding the subway.,Two men are pluggling their ears on a subway.,0,0_15575a
The backs of the heads of two men that are plugging their ears while riding the subway.,The two men riding the subway are coworkers.,1,0_15575b
The backs of the heads of two men that are plugging their ears while riding the subway.,Two women are covering their breasts riding on a subway.,2,0_15575c
spectators watching what appears to be a surfing contest,The people are sleeping.,2,0_15624a
spectators watching what appears to be a surfing contest,The people are surfing,1,0_15624b
spectators watching what appears to be a surfing contest,The spectators are watching,0,0_15624c
A color guard representing the various arms of the Armed Services march in a parade.,A color guard marching in a parade.,0,0_15774a
A color guard representing the various arms of the Armed Services march in a parade.,A high school band preforming at half time.,2,0_15774b
A color guard representing the various arms of the Armed Services march in a parade.,A color guard matching in the 4th of july parade.,1,0_15774c
A man in a gray shirt climbs a large rock wall.,A person is exercising.,0,0_15907a
A man in a gray shirt climbs a large rock wall.,A man wearing sunglasses is carefully gripping a climbing wall.,1,0_15907b
A man in a gray shirt climbs a large rock wall.,A man in a gray shirt is sitting on a couch in a room.,2,0_15907c
Sports fans are leaving a baseball game.,The fans are leaving.,0,0_15914a
Sports fans are leaving a baseball game.,The fans are walking in a parade.,2,0_15914b
Sports fans are leaving a baseball game.,The game is over.,1,0_15914c
A young man sitting next to an old woman.,Gina is sitting on her grandpas lap listening to him tell a story.,2,0_15925a
A young man sitting next to an old woman.,Jake is sitting on a park bench next to his grandma.,1,0_15925b
A young man sitting next to an old woman.,There are two people sitting.,0,0_15925c
Two girls in dresses run on a brick-paved street.,A boy and a girl talk outside.,2,0_15948a
Two girls in dresses run on a brick-paved street.,The girls are outside.,0,0_15948b
Two girls in dresses run on a brick-paved street.,Two girls see who can run the fastest.,1,0_15948c
A man leaning on a fence is playing the harmonica.,A man stands and plays a harmonica.,0,0_16009a
A man leaning on a fence is playing the harmonica.,A woman plays violin.,2,0_16009b
A man leaning on a fence is playing the harmonica.,A man plays a tune to a bird.,1,0_16009c
"A single man, riding his bike on the pier at sunset.",The man is sleeping.,2,0_16011a
"A single man, riding his bike on the pier at sunset.",The man is in the pier at sunset,1,0_16011b
"A single man, riding his bike on the pier at sunset.",The man is riding his bike,0,0_16011c
A crowded street in Italy.,A busy outdoor area.,0,0_16172a
A crowded street in Italy.,A lonely street in another country.,2,0_16172b
A crowded street in Italy.,The crowd in Rome to see the Pope.,1,0_16172c
A black dog holds a beat up soccer ball in his mouth on the grass in front of a home.,The soccer ball was just played with.,1,0_16359a
A black dog holds a beat up soccer ball in his mouth on the grass in front of a home.,A black dog is holding a ball.,0,0_16359b
A black dog holds a beat up soccer ball in his mouth on the grass in front of a home.,The dog is white.,2,0_16359c
A man is sitting on the top of a pole while holding on to big heavy wires.,The man has wires.,0,0_16404a
A man is sitting on the top of a pole while holding on to big heavy wires.,The construction worker is fixing the electricity.,1,0_16404b
A man is sitting on the top of a pole while holding on to big heavy wires.,The man is dancing.,2,0_16404c
Several people are walking around outside.,A small group of people are strolling outdoors.,0,0_16478a
Several people are walking around outside.,Some people are riding a bus.,2,0_16478b
Several people are walking around outside.,A family is talking a walk.,1,0_16478c
A baby is stacking rocks on the beach.,A baby is stacking black rocks on the beach.,1,0_16560a
A baby is stacking rocks on the beach.,A baby is not stacking rocks on the beach.,2,0_16560b
A baby is stacking rocks on the beach.,A baby is stacking rocks.,0,0_16560c
Vendors hawk their goods at an outdoor market.,Vendors are sleeping,2,0_16562a
Vendors hawk their goods at an outdoor market.,Vendors are selling their goods.,0,0_16562b
Vendors hawk their goods at an outdoor market.,Vendors are selling various types of clothing,1,0_16562c
A shirtless man with glasses and wet hair shaving facial hair.,A man is at a bar.,2,0_16577a
A shirtless man with glasses and wet hair shaving facial hair.,A man is trimming his hair.,0,0_16577b
A shirtless man with glasses and wet hair shaving facial hair.,A man is looking in a mirror.,1,0_16577c
A man wearing pink sunglasses and red t-shirt playing with musical equipment.,He is playing in a jazz band.,1,0_16618a
A man wearing pink sunglasses and red t-shirt playing with musical equipment.,A man is playing an instrument.,0,0_16618b
A man wearing pink sunglasses and red t-shirt playing with musical equipment.,The man is the tail end of a two piece halloween costume.,2,0_16618c
Man leads a black show horse as crowd observes.,Man leads a black show horse that can talk like Mr. Ed.,2,0_16636a
Man leads a black show horse as crowd observes.,Man leads a black show horse as crowd observes at a race track.,0,0_16636b
Man leads a black show horse as crowd observes.,Man leads a black show horse as crowd observes after winning the horse race.,1,0_16636c
A girl in a white dress walks toward the water and away from white boots on a beach.,A girl walks toward the water.,0,0_16641a
A girl in a white dress walks toward the water and away from white boots on a beach.,A man takes his son to the water.,2,0_16641b
A girl in a white dress walks toward the water and away from white boots on a beach.,A bride takes a moment by herself next to the water.,1,0_16641c
Family on hillside harvesting below the tree.,They are farmeres,1,0_16693a
Family on hillside harvesting below the tree.,the family is on the hillside,0,0_16693b
Family on hillside harvesting below the tree.,they are chopping down the treet,2,0_16693c
Two men standing in front of fountain while other people sit on the grass,The two men are sitting in front of the fountain.,2,0_16697a
Two men standing in front of fountain while other people sit on the grass,The two men are standing.,0,0_16697b
Two men standing in front of fountain while other people sit on the grass,The two men are brothers.,1,0_16697c
A man with a cellphone calling and two women are sitting on the beach,The women are alone at the beach.,2,0_16759a
A man with a cellphone calling and two women are sitting on the beach,The women are wearing bathing suits.,1,0_16759b
A man with a cellphone calling and two women are sitting on the beach,People are near the water.,0,0_16759c
A woman scratches her cheek as she walking down a sidewalk alone.,The woman is scratching herself on the sidewalk.,0,0_16848a
A woman scratches her cheek as she walking down a sidewalk alone.,The woman is sitting on the church pew.,2,0_16848b
A woman scratches her cheek as she walking down a sidewalk alone.,The woman is looking at her phone.,1,0_16848c
The little girl is opening her big present.,The little girl is opening a present.,0,0_16960a
The little girl is opening her big present.,The little girl is opening a present with a doll inside.,1,0_16960b
The little girl is opening her big present.,The little girl is hanging from a tree.,2,0_16960c
A young woman smiles as she strum the guitar outside.,The woman is eating at a indoor restaurant.,2,0_17037a
A young woman smiles as she strum the guitar outside.,The woman is making music.,0,0_17037b
A young woman smiles as she strum the guitar outside.,The woman is playing a song that she wrote.,1,0_17037c
A man standing on the street with a large bag on his back and holding several shopping bags in his hands,The man couldn't afford to buy anything.,2,0_17131a
A man standing on the street with a large bag on his back and holding several shopping bags in his hands,A man is on a shopping trip.,0,0_17131b
A man standing on the street with a large bag on his back and holding several shopping bags in his hands,The man just spent his entire paycheck.,1,0_17131c
"A red-haired person in a green shirt holds an ice cream cone up to the mouth of a man in a red shirt and yellow baseball cap, at the counter of an ice cream store.",A red-haired person is ordering chinese food.,2,0_17291a
"A red-haired person in a green shirt holds an ice cream cone up to the mouth of a man in a red shirt and yellow baseball cap, at the counter of an ice cream store.",A person is eating an ice cream cone.,0,0_17291b
"A red-haired person in a green shirt holds an ice cream cone up to the mouth of a man in a red shirt and yellow baseball cap, at the counter of an ice cream store.",The two people went to get ice cream together.,1,0_17291c
Two people look up towards a gold statue.,A gold statue has the attention of two people.,0,0_17333a
Two people look up towards a gold statue.,A 30 story gold statue has come to life and is terrorizing New York.,2,0_17333b
Two people look up towards a gold statue.,Two people look up at a gold statue at the Oscars.,1,0_17333c
A small girl with face paint paints a picture outside.,A cute girl paints a picture outdoors.,0,0_17339a
A small girl with face paint paints a picture outside.,A young girl palying outside.,2,0_17339b
A small girl with face paint paints a picture outside.,A young girl like to do painting.,1,0_17339c
An elderly woman is eating a burger while the man next to her touching his hat.,The elderly woman is sharing a burger with the elderly man.,1,0_17379a
An elderly woman is eating a burger while the man next to her touching his hat.,The couple is happy to be together.,0,0_17379b
An elderly woman is eating a burger while the man next to her touching his hat.,The man is eating a burger and the lady his touching her hat.,2,0_17379c
A boy in a costume sits across from a man smiling.,A boy in sweats stands across his smiling mom.,2,0_17404a
A boy in a costume sits across from a man smiling.,A boy is in a halloween costume and his dad smiles at him.,1,0_17404b
A boy in a costume sits across from a man smiling.,A boy sits across a man.,0,0_17404c
A man is biking down really rough terrain.,The man is sitting in a chair.,2,0_17456a
A man is biking down really rough terrain.,The person is outdoors.,0,0_17456b
A man is biking down really rough terrain.,The man is in a race.,1,0_17456c
A bicycle wielding youth strikes a pose for the camera.,A child is riding bike.,0,0_17503a
A bicycle wielding youth strikes a pose for the camera.,A little girl is posing for the camera.,1,0_17503b
A bicycle wielding youth strikes a pose for the camera.,The man is doing stunts on a trampoline.,2,0_17503c
African American kids playing on a marry go round.,Kids playing on a marry go round.,0,0_17571a
African American kids playing on a marry go round.,African American kids playing on a big marry go round.,1,0_17571b
African American kids playing on a marry go round.,African kids playing on a marry go round.,2,0_17571c
A man sits behind two young boys and two young girls.,The man sits behind the young people.,0,0_17572a
A man sits behind two young boys and two young girls.,The man sits in front of the kids.,2,0_17572b
A man sits behind two young boys and two young girls.,The man is talking to the children.,1,0_17572c
A woman in a white swim cap teaches a toddler how to swim in a swimming pool.,A woman is teaching her son how to float.,1,0_17574a
A woman in a white swim cap teaches a toddler how to swim in a swimming pool.,A female is in the water.,0,0_17574b
A woman in a white swim cap teaches a toddler how to swim in a swimming pool.,A woman is in a lake with her son.,2,0_17574c
Women wearing sandals and dress reaching into a produce fridge while holding onto a shopping cart.,there is a woman wearing clothes holding a car,0,0_17596a
Women wearing sandals and dress reaching into a produce fridge while holding onto a shopping cart.,there is a woman shopping for groceries,1,0_17596b
Women wearing sandals and dress reaching into a produce fridge while holding onto a shopping cart.,the woman is busking at a carnival,2,0_17596c
"a group of five guys, two on skateboards looking at a statue.",Two men are doing jumping jacks.,2,0_17618a
"a group of five guys, two on skateboards looking at a statue.",Two of the five guys are on skateboards looking at a statue.,0,0_17618b
"a group of five guys, two on skateboards looking at a statue.",Two of the five guys are on skateboards looking at a statue while looking for fairies.,1,0_17618c
One football player caught a pass while the two players from the opposite team attempt to tag him while he's on the ground.,The player with the ball outwits the players from the other team and scores the winning point,1,0_17644a
One football player caught a pass while the two players from the opposite team attempt to tag him while he's on the ground.,The opposing players tried to stop the player with the ball,0,0_17644b
One football player caught a pass while the two players from the opposite team attempt to tag him while he's on the ground.,The opposing team were beaten during the paintball game,2,0_17644c
A dog jumps and runs through tall grass with an orange rope under its legs.,A puppy runs excitedly.,1,0_17662a
A dog jumps and runs through tall grass with an orange rope under its legs.,An animal runs along the grass.,0,0_17662b
A dog jumps and runs through tall grass with an orange rope under its legs.,A dog sleeps in the sun.,2,0_17662c
A woman wearing a towel and drinking water is seen through a bathroom door.,"A woman is running around town singing ""Uptown Girl"".",2,0_17670a
A woman wearing a towel and drinking water is seen through a bathroom door.,A woman is using the restroom.,1,0_17670b
A woman wearing a towel and drinking water is seen through a bathroom door.,A woman is in the bathroom.,0,0_17670c
A blond woman with a ponytail and black high heels stands on the street.,The woman is jogging,2,0_17672a
A blond woman with a ponytail and black high heels stands on the street.,The woman is wearing a short skirt,1,0_17672b
A blond woman with a ponytail and black high heels stands on the street.,A woman is standing outside,0,0_17672c
A man is holding yarn or string.,A man getting ready to knit.,1,0_17675a
A man is holding yarn or string.,A man holding yarn.,0,0_17675b
A man is holding yarn or string.,A man holding a fish.,2,0_17675c
A seated man playing a small guitar next to a standing man plucking a bass.,Two men are performing music next to each other.,0,0_17714a
A seated man playing a small guitar next to a standing man plucking a bass.,The two men are singing an opera together.,2,0_17714b
A seated man playing a small guitar next to a standing man plucking a bass.,Two men are performing an avant-garde music piece for the local arts festival.,1,0_17714c
"Girl on a street using a hula hoop, with three people in the background.",She eats the hula hoop,2,0_17767a
"Girl on a street using a hula hoop, with three people in the background.",She spins her hips,0,0_17767b
"Girl on a street using a hula hoop, with three people in the background.",Her friends watch her use the hula hoop,1,0_17767c
Two men operating a sound system in a studio.,The men are professionals.,1,0_17801a
Two men operating a sound system in a studio.,Two people are working.,0,0_17801b
Two men operating a sound system in a studio.,The men are dancing.,2,0_17801c
A group of people admiring antique cars.,A group of people are near cars.,0,0_17857a
A group of people admiring antique cars.,A group of people are indoors admiring cars.,1,0_17857b
A group of people admiring antique cars.,A group of people looking at tv's.,2,0_17857c
A woman wearing a hat looks at a table filled with antiques.,The woman is wearing a hat.,0,0_17871a
A woman wearing a hat looks at a table filled with antiques.,The woman is indoors.,1,0_17871b
A woman wearing a hat looks at a table filled with antiques.,The woman does not have a hat on.,2,0_17871c
two young girls in colorful bathing suits shoot squirt guns.,Two girls get each other soaking wet.,1,0_17878a
two young girls in colorful bathing suits shoot squirt guns.,Two girls are eating cake.,2,0_17878b
two young girls in colorful bathing suits shoot squirt guns.,Two girls play with squirt guns.,0,0_17878c
i see a lot of people with hats and gloves on running a race.,People are sunbathing on the beach.,2,0_17955a
i see a lot of people with hats and gloves on running a race.,There are people running a race.,0,0_17955b
i see a lot of people with hats and gloves on running a race.,The people are running a marathon.,1,0_17955c
Two dogs are playing near water next to a deflated basketball.,Two dogs are close to water.,0,0_18016a
Two dogs are playing near water next to a deflated basketball.,Two dogs are sleeping on a bed.,2,0_18016b
Two dogs are playing near water next to a deflated basketball.,Two dogs are playing with the ball.,1,0_18016c
A baby girl with a mouthful of cereal.,A baby girl with a mouthful of pasta.,2,0_18034a
A baby girl with a mouthful of cereal.,A baby eating.,0,0_18034b
A baby girl with a mouthful of cereal.,A baby girl with a mouthful of sugary cereal.,1,0_18034c
Players are getting ready for a game of laser tag.,People are stranded on an island.,2,0_18078a
Players are getting ready for a game of laser tag.,People are about to play laser tag at a birthday party.,1,0_18078b
Players are getting ready for a game of laser tag.,People are about to play laser tag.,0,0_18078c
Two men wearing gray shirts and red hats are working with cement.,Two people are laying pavement.,1,0_18090a
Two men wearing gray shirts and red hats are working with cement.,Two laborers are working.,0,0_18090b
Two men wearing gray shirts and red hats are working with cement.,Two workers are on break.,2,0_18090c
A brown dog biting a horse's leg.,A dog biting a dead horses's leg.,1,0_18106a
A brown dog biting a horse's leg.,A dog and a horse interacting.,0,0_18106b
A brown dog biting a horse's leg.,A horse giving birth to a dog.,2,0_18106c
"There is lady with the white apron has an utensil standing over a wok, a man in blue shorts and blue shirt sitting down, a person in a pink shirt and others are in the background all in one place.",There is lady wearing a white apron holding a utensil over a wok and two other people are with her.,0,0_18129a
"There is lady with the white apron has an utensil standing over a wok, a man in blue shorts and blue shirt sitting down, a person in a pink shirt and others are in the background all in one place.",There is lady wearing a white apron holding a pair of tongs over a wok.,1,0_18129b
"There is lady with the white apron has an utensil standing over a wok, a man in blue shorts and blue shirt sitting down, a person in a pink shirt and others are in the background all in one place.",A man is frosting a cake.,2,0_18129c
"Several people are at a street corner by a building with curved windows; a man with a green shirt, a dark-haired woman, and an embracing couple.",2 people on the street are mourning a dead loved one and hugging,1,0_18151a
"Several people are at a street corner by a building with curved windows; a man with a green shirt, a dark-haired woman, and an embracing couple.",people on the street by a building are hugging,0,0_18151b
"Several people are at a street corner by a building with curved windows; a man with a green shirt, a dark-haired woman, and an embracing couple.",a dog is sniffing socks,2,0_18151c
A pair of hands taking apart a clock.,A woman is taking a clock apart,1,0_18167a
A pair of hands taking apart a clock.,Someone is disassembling a clock.,0,0_18167b
A pair of hands taking apart a clock.,A kid is catching fireflies.,2,0_18167c
A child walking on a fallen tree.,The child is at granma's house eating apple pie at the kitchen table,2,0_18174a
A child walking on a fallen tree.,The child is pretending he's on a high wire,1,0_18174b
A child walking on a fallen tree.,The kid is balancing as he walks,0,0_18174c
An Asian woman with her luggage in a train station.,A lady leaving her husband.,1,0_18212a
An Asian woman with her luggage in a train station.,An Asian lady in a train station.,0,0_18212b
An Asian woman with her luggage in a train station.,A black man on the way to see his kids.,2,0_18212c
A woman with a toddler in a striped dress,A woman is with a toddler.,0,0_18251a
A woman with a toddler in a striped dress,A mother is with her toddler.,1,0_18251b
A woman with a toddler in a striped dress,A mother looks for her lost toddler.,2,0_18251c
Two people are walking towards a group of people on the beach at sunset.,Two people are outside.,0,0_18347a
Two people are walking towards a group of people on the beach at sunset.,The two people are indoors.,2,0_18347b
Two people are walking towards a group of people on the beach at sunset.,Two people are going to a party.,1,0_18347c
A man climes out of a hole in the ice up a wooden ladder.,The man is ice fishing.,1,0_18380a
A man climes out of a hole in the ice up a wooden ladder.,A man lies on the ground.,2,0_18380b
A man climes out of a hole in the ice up a wooden ladder.,A man is on a ladder.,0,0_18380c
A woman with a headscarf on is riding a bike.,A girl wearing a helmet riding a bike.,2,0_18391a
A woman with a headscarf on is riding a bike.,A girl wearing a scarf to protect her hair style.,1,0_18391b
A woman with a headscarf on is riding a bike.,A girl riding a bike.,0,0_18391c
"A bunch of track runners leap over a hurdle, with 2 of them falling in the water beneath it.",A track is playing in the player.,0,0_18395a
"A bunch of track runners leap over a hurdle, with 2 of them falling in the water beneath it.",A man washing the car.,2,0_18395b
"A bunch of track runners leap over a hurdle, with 2 of them falling in the water beneath it.",Some tracks are too bad to hear.,1,0_18395c
Two young women sitting on a bench across the street from a nightclub.,Two people are waiting for their friend to leave the club.,1,0_18449a
Two young women sitting on a bench across the street from a nightclub.,Two women are outside a nightclub.,0,0_18449b
Two young women sitting on a bench across the street from a nightclub.,Two people are eating at a diner.,2,0_18449c
A man in a blue shirt sitting on a step and talking on the phone.,Someone is talking to someone else.,1,0_18522a
A man in a blue shirt sitting on a step and talking on the phone.,A man is on the phone,0,0_18522b
A man in a blue shirt sitting on a step and talking on the phone.,A woman is on the laptop.,2,0_18522c
The climber is wearing a red jacket as he climbs the ice.,The climber is freezing.,1,0_18586a
The climber is wearing a red jacket as he climbs the ice.,The climber is climbing.,0,0_18586b
The climber is wearing a red jacket as he climbs the ice.,The climber is swimming through a lake.,2,0_18586c
A dark colored dog running in a field with multilple birds in the background.,A dog is running in a field with birds in the background,0,0_18592a
A dark colored dog running in a field with multilple birds in the background.,A dog is chasing after a flock of birds in the background,1,0_18592b
A dark colored dog running in a field with multilple birds in the background.,The dog and the birds are playing a game with each other,2,0_18592c
Woman runs on kelp strewn sandy beach.,A woman is playing on the beach.,1,0_18649a
Woman runs on kelp strewn sandy beach.,A woman is wearing a red outfit.,2,0_18649b
Woman runs on kelp strewn sandy beach.,A woman is running on kelp.,0,0_18649c
a woman is in the pool with two young children wearing green floaties.,The woman is wet.,0,0_18668a
a woman is in the pool with two young children wearing green floaties.,The woman is in her kitchen making breakfast.,2,0_18668b
a woman is in the pool with two young children wearing green floaties.,The children are siblings.,1,0_18668c
A male DJ hooks up his microphone.,A man is hooking up his microphone.,0,0_18712a
A male DJ hooks up his microphone.,A dj sets up for the wedding party.,1,0_18712b
A male DJ hooks up his microphone.,A man sings at a concert.,2,0_18712c
Three safety workers standing by a manhole.,Three safety workers are standing.,0,0_18882a
Three safety workers standing by a manhole.,Three safety workers are standing by a manhole because their coworker just fell in and broke his back.,1,0_18882b
