premise,hypothesis,label,unique_id
Two shirtless men playing ping-pong.,The men are eating dinner.,2,1_13862a
Two shirtless men playing ping-pong.,The men are inside playing a game.,1,1_13862b
Two shirtless men playing ping-pong.,The men are playing a game.,0,1_13862c
Passengers at an airport carrying their luggage to and from the terminal.,Passengers at an airport are playing on their luggage,2,1_13866a
Passengers at an airport carrying their luggage to and from the terminal.,Passengers at an airport carrying their luggage to and from the terminal as they make their way to their destinations,1,1_13866b
Passengers at an airport carrying their luggage to and from the terminal.,Passengers at an airport lugging around their luggage at the airport,0,1_13866c
A man stands in a green garden with large flowers around him.,A man is standing in a garden,0,1_13880a
A man stands in a green garden with large flowers around him.,A man is next to the flowers,1,1_13880b
A man stands in a green garden with large flowers around him.,A man is sleeping,2,1_13880c
Several men and women are sitting around in a hut waiting for their turn to be next.,The men and women refuse to ever wait.,0,1_14015a
Several men and women are sitting around in a hut waiting for their turn to be next.,The hut has wild tigers and lions in it.,2,1_14015b
Several men and women are sitting around in a hut waiting for their turn to be next.,The hut is not empty.,1,1_14015c
A woman with orange hair is at a table with tye-dyed shirts with a can in front of her.,The woman tye-dyed a bunch of shirts to sell.,1,1_14039a
A woman with orange hair is at a table with tye-dyed shirts with a can in front of her.,The woman is sitting at a table full of shirts.,0,1_14039b
A woman with orange hair is at a table with tye-dyed shirts with a can in front of her.,The brown haired woman has a lot of pants in front of her.,2,1_14039c
The white dog looks happy running.,There is a white dog running.,0,1_14084a
The white dog looks happy running.,There are several dogs running aroudn together.,1,1_14084b
The white dog looks happy running.,There is a cat out in public.,2,1_14084c
Dog runs through trees toward camera,animans running through trees.,0,1_14087a
Dog runs through trees toward camera,dogs swimming in a lake.,2,1_14087b
Dog runs through trees toward camera,dogs running through trees.,1,1_14087c
A group of people sitting around a table playing some kind of board or card game.,Some people are writing police reports.,2,1_14125a
A group of people sitting around a table playing some kind of board or card game.,A group of people are playing.,0,1_14125b
A group of people sitting around a table playing some kind of board or card game.,Some people are playing poker.,1,1_14125c
A room filled with many officials who are taking a vote.,The officials are taking a vote.,0,1_14133a
A room filled with many officials who are taking a vote.,The room is empty.,2,1_14133b
A room filled with many officials who are taking a vote.,The people are voting for the President.,1,1_14133c
"two kids, one with green pants and the other with a white shirt and jeans are running down a street.",There are children running after someone outside.,1,1_14240a
"two kids, one with green pants and the other with a white shirt and jeans are running down a street.",There are kids running outside.,0,1_14240b
"two kids, one with green pants and the other with a white shirt and jeans are running down a street.",There are kids sitting on a stoop outside.,2,1_14240c
Two young boys practice Kick-boxing.,A girl kicks a boy in the face.,2,1_14247a
Two young boys practice Kick-boxing.,Two boys kick box.,0,1_14247b
Two young boys practice Kick-boxing.,A boy hurts another boy while kickboxing.,1,1_14247c
A child in a red shirt is sitting on his father's shoulders.,Child sits on fathers shoulders,0,1_14289a
A child in a red shirt is sitting on his father's shoulders.,Young boy sits on fathers shoulders,1,1_14289b
A child in a red shirt is sitting on his father's shoulders.,Old man sits on sons shoulders,2,1_14289c
Two women are conversing in an art gallery.,Two college professors debate the merits of the art on display,1,1_14300a
Two women are conversing in an art gallery.,Two women ignore each other at a supermarket,2,1_14300b
Two women are conversing in an art gallery.,A pair of women are at an art gallery,0,1_14300c
"A man and a woman, both pushing strollers with children in them, are stopped and looking at each other.",The man and the woman are on the sidewalk,1,1_14356a
"A man and a woman, both pushing strollers with children in them, are stopped and looking at each other.",The man and the woman are riding bikes,2,1_14356b
"A man and a woman, both pushing strollers with children in them, are stopped and looking at each other.",The man and the woman are looking after children,0,1_14356c
A man with a yellow vest and blue pants is walking through the dry grass.,A man is sitting on the subway.,2,1_14359a
A man with a yellow vest and blue pants is walking through the dry grass.,A man in a suit is walking through a field.,1,1_14359b
A man with a yellow vest and blue pants is walking through the dry grass.,A man is outside.,0,1_14359c
A young blond boy walks into the foamy water.,He likes to swim.,1,1_14479a
A young blond boy walks into the foamy water.,The young boy has brown hair.,2,1_14479b
A young blond boy walks into the foamy water.,He is outside.,0,1_14479c
A man bikes in a busy street during the day.,A man is riding his motor bike in the busy street,1,1_14521a
A man bikes in a busy street during the day.,A man is walking in the middle of the busy street.,2,1_14521b
A man bikes in a busy street during the day.,A man rides his bike in the busy street,0,1_14521c
The surfer wearing the blue suit on the colorful surfboard is catching a wave.,The surfer is swimming.,2,1_14701a
The surfer wearing the blue suit on the colorful surfboard is catching a wave.,The surfer is doing a trick.,1,1_14701b
The surfer wearing the blue suit on the colorful surfboard is catching a wave.,The surfer is on the beach.,0,1_14701c
Three young women mingling in a bench.,girl plays baseball,2,1_14720a
Three young women mingling in a bench.,three women gossip about boys,1,1_14720b
Three young women mingling in a bench.,three women on a bench,0,1_14720c
Man shoveling snow after a large snowstorm.,Bill digs his car out after a blizzard.,1,1_14795a
Man shoveling snow after a large snowstorm.,Bob builds a sandcastle at the beach.,2,1_14795b
Man shoveling snow after a large snowstorm.,A man shovels snow.,0,1_14795c
Group of people walking in the forest.,The people are all related,1,1_14858a
Group of people walking in the forest.,There are people walking in the woods,0,1_14858b
Group of people walking in the forest.,The people are eating squid in a mall,2,1_14858c
Many people run in a marathon through a city.,The people are all laying in the hospital.,2,1_14868a
Many people run in a marathon through a city.,The people are outdoors.,0,1_14868b
Many people run in a marathon through a city.,The people are hoping that they can finish the race.,1,1_14868c
A man wearing a black hat taking a photo in a busy street.,A man photographs the crowd.,1,1_14910a
A man wearing a black hat taking a photo in a busy street.,A man takes a photo.,0,1_14910b
A man wearing a black hat taking a photo in a busy street.,A man takes a picture of the field.,2,1_14910c
A boy jumps into a pool on a bright sunny day.,The boy is doing a canon ball.,1,1_14983a
A boy jumps into a pool on a bright sunny day.,The boy is playing outside.,0,1_14983b
A boy jumps into a pool on a bright sunny day.,The boy is sitting on a bench.,2,1_14983c
"Two men are performing, one is singing and both are playing guitars.",The men are sleeping.,2,1_15018a
"Two men are performing, one is singing and both are playing guitars.",The men are playing guitars for a living.,1,1_15018b
"Two men are performing, one is singing and both are playing guitars.",There are men making music.,0,1_15018c
A beautiful city shot with a fountain and a lady sitting on some steps.,There are no people by the fountain.,2,1_15036a
A beautiful city shot with a fountain and a lady sitting on some steps.,A woman is sitting on the steps of a fountain eating food.,1,1_15036b
A beautiful city shot with a fountain and a lady sitting on some steps.,A woman is sitting on the steps of a fountain.,0,1_15036c
A lady holds a baby in a hospital room.,The lady is the mother.,1,1_15055a
A lady holds a baby in a hospital room.,The lady is inside.,0,1_15055b
A lady holds a baby in a hospital room.,The lady is holding her puppy outdoors.,2,1_15055c
A man crouches over his plants with various plants and dirt in the background.,A man crouches in the desert.,2,1_15084a
A man crouches over his plants with various plants and dirt in the background.,A man crouches over his plants.,0,1_15084b
A man crouches over his plants with various plants and dirt in the background.,A man in overalls crouches over his plants.,1,1_15084c
A group of coyotes look away from the camera while standing in a dry field.,some coyotes having fun,2,1_15148a
A group of coyotes look away from the camera while standing in a dry field.,A coyotes in a dry place and posing for the camera,0,1_15148b
A group of coyotes look away from the camera while standing in a dry field.,some coyotes in a dry place,1,1_15148c
Two african women performing in front of a small audience.,Two women are in an audience.,2,1_15160a
Two african women performing in front of a small audience.,Two women performing in front of a small audience.,0,1_15160b
Two african women performing in front of a small audience.,Two ladies singing for an audience.,1,1_15160c
A person rides a bike in front of an elaborately painted building.,A person is riding a scooter inside.,2,1_15304a
A person rides a bike in front of an elaborately painted building.,A person rides their bike outside a building.,0,1_15304b
A person rides a bike in front of an elaborately painted building.,A man rides his bike past a cathedral.,1,1_15304c
A man in a blue shirt enjoys a plush beer bottle.,A group of kids swimming at the beach.,2,1_15338a
A man in a blue shirt enjoys a plush beer bottle.,A man with the stuffed beer bottle he won at the carnival.,1,1_15338b
A man in a blue shirt enjoys a plush beer bottle.,A man with a plush beer bottle.,0,1_15338c
A man sitting in a lotus position among several large baskets of vegetables.,A man is happily showing off his fresh vegetables.,1,1_15424a
A man sitting in a lotus position among several large baskets of vegetables.,A man is sitting down with his legs crossing with several baskets of grown vegetables.,0,1_15424b
A man sitting in a lotus position among several large baskets of vegetables.,A woman is happily showing off her fresh vegetables.,2,1_15424c
Various people walk through a city sidewalk in front of a green storefront.,People are walking on the sidewalk in front of a storefront.,0,1_15489a
Various people walk through a city sidewalk in front of a green storefront.,People are walking on the sidewalk in a popular part of a city.,1,1_15489b
Various people walk through a city sidewalk in front of a green storefront.,People are jogging on the road in front of a storefront.,2,1_15489c
A young girl is climbing a rock wall.,A little girl is on a climbing wall.,0,1_15499a
A young girl is climbing a rock wall.,A young girl fell down off the rock wall.,2,1_15499b
A young girl is climbing a rock wall.,A young girl is climbing a rock wall with her family.,1,1_15499c
A brown dog and a black dog are together in tall grass.,The dogs are white and red.,2,1_15575a
A brown dog and a black dog are together in tall grass.,The dogs are sleeping.,2,1_15575b
A brown dog and a black dog are together in tall grass.,The dogs are outdoors.,0,1_15575c
Three boys look at a laptop computer while a four talks on the phone.,"One boy is talking on the phone, at the minimum.",0,1_15624a
Three boys look at a laptop computer while a four talks on the phone.,Three boys are looking at pornography on a laptop computer.,1,1_15624b
Three boys look at a laptop computer while a four talks on the phone.,The laptop computers are made out of water.,2,1_15624c
A boy is pulling a wild face whilst waving cooking implements in his hands.,A boy plays at being a TV chef.,1,1_15774a
A boy is pulling a wild face whilst waving cooking implements in his hands.,A girl makes mud pies.,2,1_15774b
A boy is pulling a wild face whilst waving cooking implements in his hands.,A boy waves cooking utensils.,0,1_15774c
A man in a beret and a woman in a pink coat visit a woman selling baked goods from her tent.,There is a man in a fedora and a woman in a red coat.,2,1_15907a
A man in a beret and a woman in a pink coat visit a woman selling baked goods from her tent.,The man and woman are a newlywed couple.,1,1_15907b
A man in a beret and a woman in a pink coat visit a woman selling baked goods from her tent.,There is a man in a beret and a woman in a pink coat.,0,1_15907c
A driver is sitting in a Team Penske race car.,A driver is sitting in a Nascar.,0,1_15914a
A driver is sitting in a Team Penske race car.,There are no drivers on the track.,2,1_15914b
A driver is sitting in a Team Penske race car.,A driver is sitting in his opponents car.,1,1_15914c
Smiling toddler wearing a blue shirt smiles while sitting on a swing set.,A child is sitting on a swing.,0,1_15925a
Smiling toddler wearing a blue shirt smiles while sitting on a swing set.,An old man is swinging a bat.,2,1_15925b
Smiling toddler wearing a blue shirt smiles while sitting on a swing set.,A child is sitting on a swing set in his grandparents' backyard.,1,1_15925c
A girl with a large pink bow in her hair puts herbs into a clear plastic bag at a market.,The girl is a slave,1,1_15948a
A girl with a large pink bow in her hair puts herbs into a clear plastic bag at a market.,The girl is wearing a white bow,2,1_15948b
A girl with a large pink bow in her hair puts herbs into a clear plastic bag at a market.,A girl has a bow,0,1_15948c
Two people are in the water and splashing.,Two people are walking in an arid desert.,2,1_16009a
Two people are in the water and splashing.,Two people are swimming in the sea.,1,1_16009b
Two people are in the water and splashing.,Two people are in the water.,0,1_16009c
A man riding a bicycle along the waterfront.,A person is outside riding.,0,1_16011a
A man riding a bicycle along the waterfront.,A man is sitting on the sand.,2,1_16011b
A man riding a bicycle along the waterfront.,A person is cycling on the beach.,1,1_16011c
A woman rides a bike behind a safety barrier to a busy street.,woman rides bike,0,1_16172a
A woman rides a bike behind a safety barrier to a busy street.,boy looks at cow,2,1_16172b
A woman rides a bike behind a safety barrier to a busy street.,woman going to party,1,1_16172c
The man on the board uses the wave to jump high into the air.,A man on a board uses a 20 foot wave to jump.,1,1_16359a
The man on the board uses the wave to jump high into the air.,A man on the board is relaxing in mellow waters.,2,1_16359b
The man on the board uses the wave to jump high into the air.,The person on a board gets mad air from a wave.,0,1_16359c
Several people sitting on a bench before sunset.,Kids running around a bench after dark.,2,1_16404a
Several people sitting on a bench before sunset.,People sitting on a bench after sunset.,1,1_16404b
Several people sitting on a bench before sunset.,People sitting on a bench before sunset.,0,1_16404c
A woman in a crowd lifting up her camera to take a photo.,she is taking a picture of the trees,1,1_16478a
A woman in a crowd lifting up her camera to take a photo.,she is eating lunch,2,1_16478b
A woman in a crowd lifting up her camera to take a photo.,she is taking a picture,0,1_16478c
A boy in a orange shirt is sitting on a rock near water.,A boy on a rock.,0,1_16560a
A boy in a orange shirt is sitting on a rock near water.,A shirtless boy standing on a rock.,2,1_16560b
A boy in a orange shirt is sitting on a rock near water.,A boy on a rock overlooking the San Francisco Bay.,1,1_16560c
A young boy pulls on both of another young boy's ears.,A boy is teasing his friends,1,1_16562a
A young boy pulls on both of another young boy's ears.,A boy is hanging from a tree,2,1_16562b
A young boy pulls on both of another young boy's ears.,A young boy pulls another boy's ears,0,1_16562c
A child in white and pink is picking a white flowered tree next to a fence.,A child in white and pink is picking at the white flowered tree.,0,1_16577a
A child in white and pink is picking a white flowered tree next to a fence.,A child in a white and pink dress is picking at the white flowered tree.,1,1_16577b
A child in white and pink is picking a white flowered tree next to a fence.,A child runs past the tree.,2,1_16577c
An elderly man paints a picture of a bird.,An elderly man is painting.,0,1_16618a
An elderly man paints a picture of a bird.,The man is painting a parrot.,1,1_16618b
An elderly man paints a picture of a bird.,There is a man painting a picture of a cat.,2,1_16618c
Two girls are walking by a car wash that has two cars and two men outside it.,a zebra runs,2,1_16636a
Two girls are walking by a car wash that has two cars and two men outside it.,two girls walking,0,1_16636b
Two girls are walking by a car wash that has two cars and two men outside it.,two girls pass a new car wash,1,1_16636c
A young child in a navy blue hat sitting next to a steaming pot.,A kid has a hat,0,1_16641a
A young child in a navy blue hat sitting next to a steaming pot.,The kid is one year old,1,1_16641b
A young child in a navy blue hat sitting next to a steaming pot.,The pot is emptyu,2,1_16641c
Men with numbered shirts jog through the grass in a race.,Men competing in a half marathon.,1,1_16693a
Men with numbered shirts jog through the grass in a race.,Men running a race outside.,0,1_16693b
Men with numbered shirts jog through the grass in a race.,Men posing in a bodybuilding competition.,2,1_16693c
Military trainees in a rubber raft hook a ladder onto a larger boat.,The zombies are floating.,2,1_16697a
Military trainees in a rubber raft hook a ladder onto a larger boat.,The officers are training.,1,1_16697b
Military trainees in a rubber raft hook a ladder onto a larger boat.,The militants have a raft.,0,1_16697c
Several people of various ages are sitting in a semi-circle are holding gifts.,"Old people and young people are sitting down together, holding presents.",0,1_16759a
Several people of various ages are sitting in a semi-circle are holding gifts.,A group of people are exchanging Christmas gifts with each other.,1,1_16759b
Several people of various ages are sitting in a semi-circle are holding gifts.,A group of women are quietly meditating together.,2,1_16759c
Ice hockey players are sitting on the sidelines.,The players are sitting on the sideline.,0,1_16848a
Ice hockey players are sitting on the sidelines.,The players play hockey on the sidelines.,2,1_16848b
Ice hockey players are sitting on the sidelines.,The Players sits on the sidelines.,1,1_16848c
A small boy following 4 geese.,a boy following a dog,2,1_16960a
A small boy following 4 geese.,a boy with geese,0,1_16960b
A small boy following 4 geese.,a boy seeing geese for the first time,1,1_16960c
A man attaching various colors of sponges to his body.,A person getting ready to clean,1,1_17037a
A man attaching various colors of sponges to his body.,A person attaching sponges to himself,0,1_17037b
A man attaching various colors of sponges to his body.,A person eating sponges,2,1_17037c
Man with a camera jumps in excitement.,A man has fallen down.,2,1_17131a
Man with a camera jumps in excitement.,A man is excited for the photo opportunity.,1,1_17131b
Man with a camera jumps in excitement.,A man has a camera.,0,1_17131c
"A man, in a blue shirt, lifts a weight bar.",The man is lifting a weight bar that is heavy.,1,1_17291a
"A man, in a blue shirt, lifts a weight bar.",The man is lifting a cheeseburger.,2,1_17291b
"A man, in a blue shirt, lifts a weight bar.",The man is exercising.,0,1_17291c
A man in a red shirt is holding an infant on his shoulders.,A father is with his infant.,1,1_17333a
A man in a red shirt is holding an infant on his shoulders.,A man is going on a walk with his baby on his shoulders.,1,1_17333b
A man in a red shirt is holding an infant on his shoulders.,A man is sitting next to an infant in crib.,2,1_17333c
A group of girls wearing dresses and skirts gathers outside.,A group of girls are outside.,0,1_17339a
A group of girls wearing dresses and skirts gathers outside.,They are all friends.,1,1_17339b
A group of girls wearing dresses and skirts gathers outside.,The group of girls are inside eating brunch.,2,1_17339c
"a man relaxing on the beach, in a colorful tent.",a man is relaxing,0,1_17379a
"a man relaxing on the beach, in a colorful tent.",the man is at home sleeping,2,1_17379b
"a man relaxing on the beach, in a colorful tent.",the man is a farmer,1,1_17379c
The three dogs are standing in the sand.,Three pups at the beach.,1,1_17404a
The three dogs are standing in the sand.,The dogs are running in the water.,2,1_17404b
The three dogs are standing in the sand.,Three canines with sandy feet.,0,1_17404c
A donkey carting greens and two people on a street.,A donkey is carting fruits.,2,1_17456a
A donkey carting greens and two people on a street.,A donkey is carting greens and people.,0,1_17456b
A donkey carting greens and two people on a street.,A huge donkey is carting vegetables and people.,1,1_17456c
"2 males, one in a red shirt and one in a yellow shirt, cleaning a room.",The men are listening to music while cleaning.,1,1_17503a
"2 males, one in a red shirt and one in a yellow shirt, cleaning a room.",The men are wearing different colored shirts.,0,1_17503b
"2 males, one in a red shirt and one in a yellow shirt, cleaning a room.",The men are washing the car.,2,1_17503c
A man rides on a unicycle down the sidewalk.,the Mayor was in court,2,1_17571a
A man rides on a unicycle down the sidewalk.,the man is on the sidewalk,0,1_17571b
A man rides on a unicycle down the sidewalk.,he is performing while people watch,1,1_17571c
Man in a black hat and green jacket.,A man is naked taking a bath.,2,1_17572a
Man in a black hat and green jacket.,A man wearing a jacket.,0,1_17572b
Man in a black hat and green jacket.,A security guard wearing a black hat patrols the building.,1,1_17572c
A boy in a red shirt is bent down looking at firework he has lit.,The boy is celebrating the Fourth of July.,1,1_17574a
A boy in a red shirt is bent down looking at firework he has lit.,The boy has lit fireworks.,0,1_17574b
A boy in a red shirt is bent down looking at firework he has lit.,The boy is jumping in front of the firework he lit.,2,1_17574c
A black and white dog returns a Frisbee.,A dog is returning a frisbee to his owner.,1,1_17596a
A black and white dog returns a Frisbee.,A dog is moving with a frisbee.,0,1_17596b
A black and white dog returns a Frisbee.,A dog is sitting on a couch.,2,1_17596c
A lady cooking a cake for her family.,the lady is flying,2,1_17618a
A lady cooking a cake for her family.,the lady is making cake for everyone,0,1_17618b
A lady cooking a cake for her family.,she is gettting ready for christmas,1,1_17618c
Looks like a man dressing in a orange flowered bikini with a mime face riding a bike.,A man in pants rides a bike.,2,1_17644a
Looks like a man dressing in a orange flowered bikini with a mime face riding a bike.,A person with a painted white face rides a bike.,0,1_17644b
Looks like a man dressing in a orange flowered bikini with a mime face riding a bike.,A mime riding a bike.,1,1_17644c
A young blond child shoots from a slide at high speed.,The kid is a redhead.,2,1_17662a
A young blond child shoots from a slide at high speed.,The kid is white.,1,1_17662b
A young blond child shoots from a slide at high speed.,The kid is blonde.,0,1_17662c
A black man stands next to a large wooden wheel on a boat.,A black man stands next to a large wooden wheel on a boat preparing to take it out on the water,1,1_17670a
A black man stands next to a large wooden wheel on a boat.,A black man stands on a boat,0,1_17670b
A black man stands next to a large wooden wheel on a boat.,A white man sits on the deck of a boat,2,1_17670c
A man in a brown suit jacket is standing beside the ship's helm.,A man is off to a business trip.,1,1_17672a
A man in a brown suit jacket is standing beside the ship's helm.,A lady is waiting for a limo.,2,1_17672b
A man in a brown suit jacket is standing beside the ship's helm.,A person dressed nice is next to a boat.,0,1_17672c
A dog turning to look at the camera.,A dog has his picture taken.,1,1_17675a
A dog turning to look at the camera.,A dog turns to look at the cat.,2,1_17675b
A dog turning to look at the camera.,A dog turns.,0,1_17675c
A musician is playing an instrument on stage.,a musician is on stage playing his saxaphone,0,1_17714a
A musician is playing an instrument on stage.,a musician is sleeping in his bed,2,1_17714b
A musician is playing an instrument on stage.,a musician is singing with a friend,1,1_17714c
"A man in a red shirt, holding a sign and protesting.",A worker protested in a red shirt outside his employment.,1,1_17767a
"A man in a red shirt, holding a sign and protesting.",A man stood holding a sign for the protest.,0,1_17767b
"A man in a red shirt, holding a sign and protesting.","A woman in a blue shirt, holding a hot-dog and dancing.",2,1_17767c
Man sings as a guy in a fur jacket plays guitar in the background.,"Two guys, one with a cute jacket are jamming at the park.",0,1_17801a
Man sings as a guy in a fur jacket plays guitar in the background.,Two people with jackets on are singing at the event.,2,1_17801b
Man sings as a guy in a fur jacket plays guitar in the background.,A lady is combing her hair.,2,1_17801c
Two people are posing for a picture in front of city lights.,People posing for pictures in fron of city lights.,0,1_17857a
Two people are posing for a picture in front of city lights.,People taking a picture on a beach.,2,1_17857b
Two people are posing for a picture in front of city lights.,Two people posing for pictures.,1,1_17857c
Four adults examine a head wound.,Four kids prepare to jump rope.,2,1_17871a
Four adults examine a head wound.,A wound on a head is looked at.,0,1_17871b
Four adults examine a head wound.,Four doctors prepare to stitch a head wound.,1,1_17871c
"A partially bald man wearing jeans, a t-shirt and sunglasses is raking up debris off the ground next to a set of stairs among three other person, from what appears to be the aftermath of a natural disaster.",a man is raking,0,1_17878a
"A partially bald man wearing jeans, a t-shirt and sunglasses is raking up debris off the ground next to a set of stairs among three other person, from what appears to be the aftermath of a natural disaster.",there was a tornado recently,1,1_17878b
"A partially bald man wearing jeans, a t-shirt and sunglasses is raking up debris off the ground next to a set of stairs among three other person, from what appears to be the aftermath of a natural disaster.",the kitten is sleeping in a boc,2,1_17878c
A little girl with black sunglasses drives a 4x4 red Jeep while a little boy stands in the background dressed in blue.,a boy in blue blows bubbles,2,1_17955a
A little girl with black sunglasses drives a 4x4 red Jeep while a little boy stands in the background dressed in blue.,a girl in sugnlasses is driving a jeep as a young man in blue stands behind her,0,1_17955b
A little girl with black sunglasses drives a 4x4 red Jeep while a little boy stands in the background dressed in blue.,a young lady with black glasses speeds in a red jeep nearly running over a boy in blue,1,1_17955c
A seminar in an auditorium., A seminar in the auditorium.,0,1_18016a
A seminar in an auditorium.,A seminar on a beach in the water.,2,1_18016b
A seminar in an auditorium., A seminar in an large open auditorium.,1,1_18016c
A gymnast wearing a black and orange suit in midair.,A gymnast falls to the ground.,2,1_18034a
A gymnast wearing a black and orange suit in midair.,A gymnast flies through the air.,1,1_18034b
A gymnast wearing a black and orange suit in midair.,A gymnast in midair.,0,1_18034c
An elderly man riding his bike with a large white building behind him.,An old man parks his bike in front of a large white building.,2,1_18078a
An elderly man riding his bike with a large white building behind him.,An old man is riding a bike.,1,1_18078b
An elderly man riding his bike with a large white building behind him.,An old man is riding his bike with a white building behind him.,0,1_18078c
A concert with many people in the audience taking place at Jewels Square.,Jewels Square is empty.,2,1_18090a
A concert with many people in the audience taking place at Jewels Square.,The audience enjoys the concert.,1,1_18090b
A concert with many people in the audience taking place at Jewels Square.,The concert has an audience.,0,1_18090c
A woman and two children sightseeing.,Funny humans sightseeing,1,1_18106a
A woman and two children sightseeing.,Humans sightseeing.,0,1_18106b
A woman and two children sightseeing.,Nobody is sightseeing.,2,1_18106c
People walk outside of a building that has many murals painted on it.,People walk outside of a building that has murals painted on it.,0,1_18129a
People walk outside of a building that has many murals painted on it.,Men walk outside of a building that has many murals painted on it.,1,1_18129b
People walk outside of a building that has many murals painted on it.,Dogs walk outside of a building that has many murals painted on it.,2,1_18129c
A man and a woman wearing shorts are standing in an alley.,They are standing between two buildings.,0,1_18151a
A man and a woman wearing shorts are standing in an alley.,The alley is empty.,2,1_18151b
A man and a woman wearing shorts are standing in an alley.,They are a married couple.,1,1_18151c
Two construction workers leaning against the guard rail of a construction site.,The workers are sitting on the ground.,2,1_18167a
Two construction workers leaning against the guard rail of a construction site.,The people are leaning against the railing.,0,1_18167b
Two construction workers leaning against the guard rail of a construction site.,The workers are wearing orange safety vests.,1,1_18167c
A man wearing a black suit is playing a brown guitar.,A man in a suit is playing an instrument.,1,1_18174a
A man wearing a black suit is playing a brown guitar.,A man playing guitar while wearing a suit.,0,1_18174b
A man wearing a black suit is playing a brown guitar.,A man in his swimwear playing an instrument.,2,1_18174c
A man wearing slacks and a red shirt dances with a woman wearing a tight red dress.,A man and a woman both wear red.,0,1_18212a
A man wearing slacks and a red shirt dances with a woman wearing a tight red dress.,A man's pants match his shirt.,1,1_18212b
A man wearing slacks and a red shirt dances with a woman wearing a tight red dress.,A man and a woman are sitting down.,2,1_18212c
A roller girl skirts the edge of the track while her teammates look on.,A girl skates by herself.,2,1_18251a
A roller girl skirts the edge of the track while her teammates look on.,A bunch of women are playing roller derby.,1,1_18251b
A roller girl skirts the edge of the track while her teammates look on.,Girls are skating.,0,1_18251c
A man is getting a haircut.,A man getting a haircut.,0,1_18347a
A man is getting a haircut.,A man at the barber shop.,1,1_18347b
A man is getting a haircut.,A woman getting her nails done.,2,1_18347c
A boy sitting and playing in the sand.,The toddler attempts to build a sandcastle on the beach.,1,1_18380a
A boy sitting and playing in the sand.,The child plays outside.,0,1_18380b
A boy sitting and playing in the sand.,The adults jump into the ocean.,2,1_18380c
A man in dress clothing playing a brown piano.,the man is playing bnajo,2,1_18391a
A man in dress clothing playing a brown piano.,the man is good at piano,1,1_18391b
A man in dress clothing playing a brown piano.,the man is making music,0,1_18391c
"A man wearing a plastic bib with a crab on it, holds up a wooden hammer.",A man is eating crab.,1,1_18395a
"A man wearing a plastic bib with a crab on it, holds up a wooden hammer.",A crab is eating a man.,2,1_18395b
"A man wearing a plastic bib with a crab on it, holds up a wooden hammer.",A man holding a hammer.,0,1_18395c
A guy on a motorcycle outside in india.,The biker is in his garage.,2,1_18449a
A guy on a motorcycle outside in india.,The biker is outdoors.,0,1_18449b
A guy on a motorcycle outside in india.,The biker is wearing a leather jacket.,1,1_18449c
A drawing artist sitting down to eat at a cafe after a long day of hard work.,The artist has food,0,1_18522a
A drawing artist sitting down to eat at a cafe after a long day of hard work.,The artist is painting,2,1_18522b
A drawing artist sitting down to eat at a cafe after a long day of hard work.,The artist sits down to eat with friends at a cafe,1,1_18522c
An older man dressed in black and covered in tattoos is playing guitar on stage.,The lead guitarist for the rock band is playing on stage.,1,1_18586a
An older man dressed in black and covered in tattoos is playing guitar on stage.,The man is playing guitar.,0,1_18586b
An older man dressed in black and covered in tattoos is playing guitar on stage.,The man dressed in black and covered in tattoos is playing the violin on stage.,2,1_18586c
Two dogs playing in the grass with an adult nearby.,Two dogs playing in the grass.,0,1_18592a
Two dogs playing in the grass with an adult nearby.,Two dogs playing with a ball in the grass,1,1_18592b
Two dogs playing in the grass with an adult nearby.,Two dogs lay in the sun.,2,1_18592c
A man is holding his beach umbrella as he smiles for the camera.,man welcomes a woman at a restaurant,2,1_18649a
A man is holding his beach umbrella as he smiles for the camera.,a man wearing white shorts is hokding beach umbrella,1,1_18649b
A man is holding his beach umbrella as he smiles for the camera.,a man is holding his beach umbrella,0,1_18649c
A baby is sitting on the bed smiling with a stick in their hands.,A baby is crying because she wants to be picked up.,2,1_18668a
A baby is sitting on the bed smiling with a stick in their hands.,A baby is happy to have something to play with.,1,1_18668b
A baby is sitting on the bed smiling with a stick in their hands.,A small child is playing with a stick indoors.,0,1_18668c
A man wearing a blue jacket jumping from one concrete wall to the other.,A man is standing still next to a concrete wall.,2,1_18712a
A man wearing a blue jacket jumping from one concrete wall to the other.,A man is doing parkour on concrete walls.,1,1_18712b
A man wearing a blue jacket jumping from one concrete wall to the other.,A man is jumping near a concrete wall.,0,1_18712c
A beige and dark brown dog plays in the swimming pool with his mouth open.,A dog is in the swimming pool.,0,1_18882a
A beige and dark brown dog plays in the swimming pool with his mouth open.,The pictures hang on the wall at odd angles.,2,1_18882b
A beige and dark brown dog plays in the swimming pool with his mouth open.,The dog is large.,1,1_18882c
A young baby crying for a diaper change.,A baby is in deep sleep.,2,1_18894a
A young baby crying for a diaper change.,A baby is crying in its crib.,1,1_18894b
A young baby crying for a diaper change.,A young human is bawling.,0,1_18894c
Two young children wearing winter coats and hats are playing in the melting snow.,two young children wearing coats and hats playing in molten snow,0,1_18919a
Two young children wearing winter coats and hats are playing in the melting snow.,two children playing video games indoors,2,1_18919b
Two young children wearing winter coats and hats are playing in the melting snow.,two young children dressed for the weather playing outside,1,1_18919c
A man is removing a garter for a lady.,The man and woman just got married.,1,1_18971a
