premise,hypothesis,label
Four men are standing outside in front of a fence.,The women are standing in front of the fence.,2
An elderly gentleman attempting repairs on an inverted bicycle next too a silver vehicle.,A man is working on a bicycle.,0
A group of men in wetsuits carrying instruments are walking in a parade.,A group of men progressing in a parade wearing wetsuits.,0
People are walking down a sidewalk where there is an outdoors market.,The people are riding in a car.,2
Kites attached to wheeled devices in a field,The kites are in the kitchen.,2
2 female babies eating chips.,There are babies eating.,0
A little girl is holding up a yellow water hose and water is pouring out and the big brown dog is drinking the water.,a little girl going to give water to brown dog,1
A crowd of children point towards an object to the right of the frame.,Children have their fingers pointed.,0
A man in a top hat playing the accordion.,The violinist performs for the crowd.,2
A man pulling a boat rope along the dock.,A woman pulling a boat rope along the dock.,2
An older woman is checking her watch.,The woman is late.,1
"A middle-aged woman with middle length brown hair in khaki pants, a long-sleeve blue shirt, and a long long gold jacket is walking in the subway station.",A Women is walking to catch a rid on the subway.,1
Two people walking down a lane in the woods.,Two people are tired of walking.,1
"A man in a blue shirt is standing in front of a colorful picture, holding a newspaper and looking over his left shoulder.",A man breaks the picture.,2
Cyclist at the start of a velodrome race.,The Bicyclist is at the beginning of the race.,0
Army person squatting in the rain.,There is a woman outside in the rain.,1
A huge crowd has gathered in front of McDonald.,There is a crowd in front of Taco Bell.,2
Two men playing soccer in a grassy field.,The men are playing baseball in a grassy field.,2
A black dog is running through the snow.,The dog is chasing a person through the snow.,1
Five people playing string instruments in public.,Five people are playing instruments.,1
A group of people with instruments are standing in the middle of a street.,The group of people are waiting to play music in a parade.,1
"A biker in motorcycle trials runs through the mud of the circuit, eyes focused on the road ahead.",A biker travels through mud with his eyes focused on the road.,0
A bearded man in a gray cap and a yellow apron is changing the tire on a red bicycle.,A man is changing a tire on his red bicycle at the street,1
A man with overalls and a hat standing next to another man.,The man is next to his friend.,1
A woman is walking with a stroller in front of a building.,The baby is asleep.,1
Several people at a ski area with the pine trees and a large snowy mountain in the background.,There are people inside.,2
People are riding an escalator up and down a subway station tunnel.,"near a subway, people play around on an escalator",0
Man standing inside a room under construction.,The man stands outside and looks at the sun.,2
a boy in blue shirt splashing in water under a dock,Boy trying to remove dirt from duck,1
Two woman kissing by a river in a city.,The two women feel affectionate to one another.,0
Workers are serving up customers lined up in front of a Martins famous louisiana sausages vendor tent,Workers are serving sausages to customers lined up in front of a Martins famous louisiana sausages vendor tent,1
An Arab man leads three camels across a sand dune with a rocky background.,An arab man leading three camels back home.,1
A young woman with purple dreads hula-hoops while wearing furry purple leg-warmers and hot blue Nikes.,She has no earrings on.,2
An elderly man is dancing with a young lady.,An elderly man and young lady dance at a wedding.,1
A young girl with dark hair and wearing a red shirt plays the clarinet standing next to other young musicians also wearing red shirts.,A young girl sits in silence while other young people destroy her clarinet.,2
Three men are standing and talking on a porch.,People standing and silent.,2
A girl with a knit dress and leg warmers using a computer.,Her dress is red.,1
"A baby girl, wearing a white sweater, pink blouse, blue pants, and black shoes, is sitting on a green and white striped blanket on grass.",A baby is dressed in her favorite outfit.,1
"A blindfolded man is on his knees in front of a chair where a second man sits, wearing a garter belt above his left knee.",A blindfolded man is on his knees.,0
A woman in white and woman in black are standing by each other talking on cellphones.,Two women are on the bus talking on their cellphones.,1
Two women on a construction site.,Two women are wearing hard hats.,1
a girl in a bikini jumps into a pool,The girl is climbing out of the pool.,2
a dog drinks the sprinkler water.,The water is clean,1
People observe animals in a covered exhibit at the zoo.,The people are at the history museum.,2
a young girl reads a book while another lies down in a bedroom.,A girl reads while another is in a bedroom.,0
Two fishermen are launching themselves out to sea.,Some fishermen are excited about the day's catch.,1
A man in black shirt singing into microphone.,A man is singing into a mic.,0
An Asian man in a purple bandanna and dress shirt stands outside a restaurant nearby crates.,An Asian man is looking for scraps to eat.,1
"people, outside, throwing stuff over the top of them.",The animals threw their food outside their cages.,2
"A man wearing a shirt that says ""money talks"" is drinking water while leaning against a Verizon truck.",a man is drinking water.,0
With a roll of toilet paper in reach a male is asleep at his desk.,The man is outside.,2
"A man sitting on the ground is playfully kicked by a young woman, while a man in the back observes.","A women playfully teases a man by kicking him, as a man in the background worries if a fight is about to break out.",1
A skier is jumping off a steep hillside covered with snow.,A skier goes off a steep jump.,0
Four workers pose between beams of a house.,Workers posing between homes,0
A corner store displays brightly colored goods.,The library was on the corner of the street,1
An older man and woman exercise on treadmills.,The older man and woman are sweating profusely.,1
A white dog wearing a christmas reindeer headband plays with a brown dog in the grass among some stuffed animals.,Two animals are outdoors.,0
An old asian woman is sitting in front of a subway train and passengers are walking by her.,An old woman sits in an empty subway station.,2
People listen intently in a conference room.,people listening to the radio,2
A man with sunglasses on his head poses for a picture near the wharf.,Man taking a photo,0
"An elderly women is sitting and leaning against a wall, holding a photo and a plastic glass.",A man runs naked down the beach.,2
A man in a white hood holding a cat.,The man is holding his dog close.,2
Two people stand before a spinning wheel at a carnival.,People standing in the waiting room of a hospital,2
"Boy in shorts, face down in shallow, reflective water.",The boy is in deep water.,2
"Two children, a boy in a blue shorts suit and a girl in a blue jumper, have a conversation in the hallway of a church.",A brother and sister are in a church.,1
Young woman in a cafe checking her cellphone.,The woman is knitting.,2
"Two men juggling red, blue, and green blocks.",Three men are washing their hands.,2
A child is inside a room with his hands covering his face.,A child is covering his face with his feet.,2
A blond child sliding down a metal red slide into a yard.,The child is outside on her slide.,0
a man sits in a chair while holding a large pole.,The man is standing up.,2
A man is in the ocean and jumping around.,A drowned man is floating on the water.,2
A damaged black color car on the street.,An overhead light in the ceiling illuminates a car.,2
A man does bike jumps in the dark in an empty pool.,A woman is washing her hair.,2
A man is sitting in a race car near a woman with an umbrella.,The man is standing on top of a race car.,2
Onlookers stand behind a metal barricade while an Asian man and a black man wearing a nun outfit and red tennis shoes run down the street.,People watch as two men run down the street.,0
A person spins a sparkler around at night and sparks fly through the air and across the ground.,A person is celebrating the 4th of July by lighting sparklers and playing with them.,1
A man and woman wearing sunglasses sitting on a rock.,A couple lies on a blanket to star gaze.,2
three girls tug a rope.,Three girls push a car.,2
A dark-skinned man in a straw hat playing guitar and a man in sunglasses listening and smiling.,The dark-skinned man was playing the piano.,2
A rugby match in progress is shown with the referee watching.,There are athletes playing a game.,0
A one-armed man in a brown shirt sits in a chair facing the camera.,The man is clapping.,2
An old man was outside digging in the dirt on a summer day.,An old man decided to dig a hole in the dirt on a warm summer day,0
A man wearing a blue hat is calling someone over the phone.,A man uses the phone.,0
A man walks across a road with his tie flipped over his shoulder.,A man walks across a busy road with his tie flipped over his shoulder.,1
Five people are gathered in a parking lot under a tree.,People are under a tree.,0
A girl wearing a pink shirt is writing near open water.,A girl is writing in her journal by the lake.,1
Some ponies and people walk on a busy sidewalk.,The ponies and people are outside walking.,0
A man in a white shirt at a stand surrounded by beverages and lots of lemons.,A man stands next to a beverage stand.,0
A woman in a race turning a corner.,A woman is racing around the corner.,0
A young girl jumping on an enclosed trampoline,A girl is jumping on a trampoline,0
A girl in a black and blue wetsuit is surfing.,A girl is eating a hamburger.,2
A crowd of people closely watching a rollerskater;at the summit of his run.,A crowd watches a roller skater.,0
In this photo we have two soccer players going for a header.,Some soccer players are playing on a sunny day.,1
A man holding a cane dressed in gray clothing has his hand to his head as he slouches over outside.,a man with a cane,0
Person in a bright green jacket jogs on a road along a field.,Person in a blue jacket running.,2
A group of people are wearing crowns at a long dinner table.,The horse is juming a fence.,2
A man wearing blue jeans and a young boy wearing a brown shirt are playing in the backyard.,The man is eating a taco inside the cafeteria.,2
"Two people, one with a bright orange shirt and green pants, the other with a green shirt, are running side by side in lane three on a track.",Two people are running on a track.,0
"Two cage fighters, both shirtless, fight against each other in a cage.",Two people cage fighting.,0
Woman sitting in tree with dove.,A woman climbed a tree.,1
A man wearing brown shorts and a tan shirt stands in the grass holding 2 nerf jousting toys watching his son crawl in the grass toward another nerf joust toy.,A man is holding his son in his arms.,2
A young woman in a park talking on a cellphone.,Woman cooks dinner for her family.,2
A black woman holding a flannel jacket and paper bag walks down the street.,A woman is carrying her purse along with a jacket as she walks down the street,1
A guy sitting outside on top of a bucket playing a banjo.,A guy sitting playing music on a stringed instrument.,0
A blond girl in a green patterned shirt has her hand raised.,The girl is at a dance party.,2
"A local musician up on stage, playing guitar.",An international superstar is playing his accordian in a town he's never heard of.,2
The skinny brown dog is running through the tall green grass.,The skinning brown dog is strolling through the tall green grass.,2
"A person is jumping up in the woods, they are wearing a red sweater and yellow pants, they are surrounded by trees and leaves.",A person is jumping over a puddle in the wood.,1
A group of people walk past a lake in the background.,The group of people are sitting at a table.,2
Runners running a marathon.,There are people running a marathon for charity.,1
"One man stands along a wall holding out his hand to show another man wearing all blue and glasses working a pottery wheel, while some drying pottery pots dry on a table nearby.",a pizza maker flips a pie in the air,2
"One man in a uniform standing inside a school bus with the backdoor open, while another man sits on top of the boss wearing a similar uniform.",One man in a police uniform is standing.,1
A man in a white button up shirt smiling and laughing at the camera.,A man is smiling.,0
a man and a woman dressed in bright orange attire,a couple dressed in orange,1
"A boy in a red shirt with stripes standing near a blue, brick wall with handicap signs.",An upset boy in a red shirt is standing against the brick wall,0
Two men with helmets on a motorized vehicle in the desert.,Two men riding a dirt bike in the desert.,1
A person with drawn moustache and beard wearing a scarf and beads in his hair.,A person with no hair.,2
A man is guiding the hockey puck across the ice while an opposing player races towards it.,A man is playing hockey.,0
A woman in an orange windbreaker waits with a woman in a navy blue shirt for the bus.,Two women are waiting on the bus.,0
A woman in a polka dotted shirt waits for a safe moment to cross the street.,A woman is giving birth along the street.,2
"A child approximately 7-10 years of age, dressed in winter clothes, pulls a younger child in a red sled along a snowy street.",the two children are best friends and neighbors,1
"This man is practicing kickboxing, where there is at least one other guy practicing as well.",A man kickboxes with himself.,0
A man is on a bike in front of Eddies sweet shop.,A woman is sitting on a box.,2
A young man sitting at a table in a long room with food counters and customers.,A young man is standing behind a counter and selling food.,2
A woman gasps while opening a present.,A woman is opening a present.,0
A balding man in a brown jacket pushes a brunette child past the display window of an adult video store.,The man is inside watching videos.,2
It appears to be late fall or early winter.,Today is the hottest day of the year.,2
Children on tricycles.,The children are riding bicycles.,2
a tan dog runs through a field with his ears flying in the air,The dog is running fast through the corn field.,1
a baseball player swings his bat to hit a baseball.,A team member swings his bat at a baseball that is being thrown to him.,1
A man in a gray t-shirt is sitting against a sidewalk tree.,The man is outside.,0
Players in the red and white uniforms and bystanders are standing on a soccer field.,Players in green jerseys are starting a fight with the referees.,2
little girl standing on a wall,The girl is standing on the wall with her family.,1
The back of a blond woman with braided hair playing tennis.,Two men are wrestling.,2
"A man dressed in white overalls with a red cap, juggling a green ball and flaming torch, in front of a crowd of onlookers.",A man juggles for a crowd at night.,1
A family waits next to some portable toilets in the city.,A family waits in the city.,0
A man in a yellow shirt and jeans is walking down the street drinking a beverage from a bottle.,A man is doing a dance on top of a glass bottle.,2
A man is sitting on a bench in front of water fountain.,A man is sitting on a bench waiting on a person.,1
A man in a Hawaiian shirt takes a photo of a woman wearing white.,A man is taking a picture,0
A man on a green bench is talking on his cellphone.,The man is sitting on a bench outdoors.,0
"Outside asian festival with white words on red banners, a stage of judges behind a row of red flowers with lots of asian people standing by.",there is a big celebration for chinese new year,1
A woman stands inside of a colorful storefront.,The person stands inside of a store.,0
redheaded girl in the backyard sitting on a seesaw.,The seesaw is made of wood,1
A runner is being handed a water bottle from a woman in a teal jacket holding an umbrella.,A runner is given water by a woman standing near his course.,0
A woman in a red dress next to a large wall of bricks.,A woman is standing next to a wall.,0
A group of people all dressed in black jackets stand outside of a business establishment.,People are waiting for pizza.,2
A bridal party poses for a picture.,People in a wedding post for a picture.,0
One girl is playing a recorder and another girl is playing the guitar.,They are both playing flutes,2
A man is bowling using empty spray cans as pins in front of a wall covered in graffiti.,No graffiti can be seen.,2
A boy with red shorts is holding a basketball in a basketball court.,A boy with blue shorts is holding a baseball.,2
a woman holding a fan at a martial arts event,A woman is practicing martial arts by herself.,2
a black dog walking out of the water with a white ball in his mouth.,The dog is a poodle.,1
A frightened little boy on a climbing wall.,boys are enjoying,2
"Young boy wearing waders standing on a dock fishing, other people are in the background.",The boy is outside.,0
A small blond child with a yellow sweatshirt is sitting in a tree.,The small child is running in a field.,2
An old man named Jim is knitting.,Old man smoking cigar,2
A child is sitting behind a makeshift table.,The child is lying in bed.,2
A man landing in a pool.,A man landed roughly in a pool because he was pushed.,1
"People eating outside of a restaurant, enjoying themselves and drinking beer and other drinks.",people are eating after a wedding,1
Two children posing for a picture wearing water wings and sitting on a rock.,The children are swimming outdoors.,0
A child's palm is up against the palm of a crash test dummy.,A child is playing with a crash test dummy.,1
A field with some Scottish marching bands and many spectators sitting on the stadium behind.,A crowd watches some Scottish marching bands.,0
An oriental woman smokes a cigarette.,A woman is smoking.,0
A man with a beard who wears a black knit hat and a gray vest stands by a building.,A male in a hat is standing up.,0
Child dressed in blue shirt lying on the road,The child is ironing his shirt with the pavement.,1
Businessman standing in street holding an umbrella.,"A businessman is outside, holding an umbrella.",0
"WWII Victory Day parade with soldier marching down street, dressed in vintage gear and holding rifles.",People with rifles and are marching in unison down a city street with banners in the background.,1
Construction workers are working on a construction project.,The men are playing football.,2
BMXer in the air with motion blur on the forest background.,The BMXer is very skilled at riding bicycles.,0
"A busy city scene with many different types of vehicles either parked, or moving along on the freeway.",A busy city freeway.,0
Women being spattered by red paint.,The boy likes to use pastels.,2
Five young men huddle around a fire outside where it is snowy and cold.,Men are huddled inside.,2
A young girls is laying in a snow cave,A little girl throws snow balls at her dad.,2
An asian man rides a horse and performs a gesture while extending a sword from his right hand.,A man riding a horse with a sword in one hand.,0
Three men near the water with yellow vests and hard helmets.,Three men are arguing over dinner.,2
An older man poses near wooden bowls on display.,An old man is eating soup in a deli.,2
Many people in colorful clothing are enjoying a day outside in the sun.,Some people are throwing a football in the sun.,1
"A man and woman sitting, with a man standing to the left.",Two people sitting and one standing.,0
A man playing an instrument.,the man is playing piano,1
A bunchh of people dressed up stand around talking.,Dressed up people talking.,0
A man and a woman are running a race.,People running a race.,0
Young girl wearing gray and pink sweater and leather boots shields her face from the camera.,Young girl is in the middle of a photoshoot.,2
A man in a red shirt and a helmet sits down next to his bicycle which has one tire blown out.,Some mechanical device in the shot is not working perfectly correctly.,1
A man playing Santa Clause with glasses on his nose.,A man is driving a car.,2
"A street performer strumming on his guitar, waiting for people to toss him tips.",The street perfomer has received many tips.,1
A man in a hat and a man in glasses talk on the side of the road as a man walks past them.,Two men are sitting on a yacht,2
A man in blue jeans and a woman in pink top on stage for Good Morning America.,The man and woman are laying on the beach getting a tan.,2
A girl in bright clothes dancing with a hula hoop.,The girl in bright clothes does the hula hoop.,0
A woman is kneeling on the ground taking a photograph.,A man is taking pictures.,2
A dog is running away in the grass,A cat is running towards the ocean.,2
A boy wearing a knit cap is laying the grass.,the boy is watching the sky,1
a woman in a green shirt is fishing while a man in a blue shirt is looking backwards,A woman caught a fish.,1
A skateboarder skating up a cement ramp.,There is a skateboarder skating.,0
A man in a suit is sleeping in a chair near a street.,A human being is sleeping.,0
A woman in a gray sweater and black baseball cap is standing in line at a shop.,A woman is waiting in line.,0
An old man with arms outstretched sits against a wooden wall between a woman and another man.,An old man sits against a wall wanting help up.,1
People are gathered at a business conference.,The people are all men.,1
A brown dog and a gray dog play in the grass.,Two dogs play outside.,0
A man sits in a boat on a lake.,a man is indoors,2
A fit man drives into a lake wearing a white bathing suit.,A fit man drives a golf ball into a lake wearing a white bathing suit.,1
"An Asian man, woman and child looking at food products in a display.",People are shopping.,0
Several people are standing at wine exhibit booth.,People are tasting wine.,1
"Two elderly woman, both in long-sleeve jackets with white hair, holding hands near wall with graffiti.",Two women with white hair hold hands near a wall,0
A man on the phone surrounded by stacks of books.,A person talks on the phone while in the library.,1
A man in a fire suit is looking at an orange truck on a busy street.,There is a truck on the road.,0
two surfers are riding waves in open water.,Two people are sitting on the beach watching waves pass by,2
A young man performing a skateboard trick.,man on skateboard,0
A boy stands alone in a classroom.,The boy is in trouble at school.,1
a man is playing the accordion on the sidewalk in front of a store.,The man is playing the accordion outside.,0
Two women hug while a third gets out of the car.,The two women are on the airplane.,2
Many people crowded on some sort of public transportation.,there are children on the bus,1
NYPD officers are watching woman at a beach.,police are looking for a suspect,1
"Woman and child walking on a path covered in leaves, while two people on horses come towards them.",Two people on a horse walk towards a woman and a child to help them,1
Three young girls are sitting on a bench swing in a park.,Three girls are dancing together at a party.,2
A tanned woman is riding a bicycle while wearing a white bikini.,The woman is walking.,2
A man stands at the top of a flight of stairs at the entrance to a stadium.,A man is attending a game at his favorite stadium.,1
A woman in a headscarf is weaving a rug on a hand loom.,A woman is doing something in handloom,1
Seven Asian youths joyously gather at the Pokemon Center in Nagoya.,Some kids are getting together.,0
A white dog is standing in mud up to its neck,The dog is in the mud.,0
A stadium crowd in red shirts claps and looks on.,A crowd in redshirt gained attention towards them from public.,2
This dish is very tasty and I enjoy this dish,The food is spoiled rotten.,2
A man in a black hat standing next to a uncompleted structure.,There is an incomplete structure next to the person wearing a black hat.,0
two basketball teams playing a game on the court.,Players are playing basketball.,0
Party goers at a rave dancing by a table with glow sticks on it.,People are at a party,0
A man in a wetsuit is surfing a huge wave.,The man is on a surf board.,0
A snowboarder in the air above snow.,The snowboarder is a male.,1
"A boy playing with a yellow toy boat in brown, murky water.",A boy is playing with his yellow toy boat in clean bathtub water.,2
An athlete who is covered in dirt grabs onto the jersey of player number 30.,A crowd of people are ordering food at a restaurant.,2
A man is swinging a strike in a baseball game.,The man strikes out in the game.,1
Two guys wear athletic clothing taking a jog through the woods.,The men are sitting,2
A child smiles as he plays in an inflatable gym.,A child smiles as he plays in a meadow full of flowers.,2
A man walks past a red building with a fake rocket attached to it.,Boy went to the firehouse to ask why there is a rocket attached to it.,1
A street vendor eats lunch while watching over her fresh meat stand.,A street vendor is eating a ham sandwich on his lunch break.,1
Few people sitting aside a path below a statue.,The people are playing basketball.,2
a man riding his bike in traffic,A man riding his bike is in traffic.,0
The dog is in the yard.,The dog is outside.,0
A man in a blue shirt and blue jeans wearing a backpack is crossing a city street.,A man is crossing a city street on his way to work.,1
Two children and an adult play in the streams of water shooting up from a sidewalk.,Two children and their father play in the streams of water shooting up from a sidewalk.,1
Several people are playing in the fountains.,People are inside the kitchen at home,2
The man is sitting on the seashore as he watches the sunset.,A man is sitting on some rocks with his feet in the water.,1
Several people are walking past a store with a sign that says Hello Berlin.,Several people are walking past a store at the mall with a sign that says Hello Berlin.,1
Two hockey players trying to get the puck.,two hocky players are asleep in each other's arms... Awwwwwww,2
This person is riding a BMX bike on a clifftop.,the person is a woman,1
The brown dog with the white chest is carrying a ball.,A dog is playing fetch with his owner.,1
Two men walking in the street looking at something.,two women are walking in the street,2
A young girl in a crowd of people spinning two hula hoops at once.,A girl is playing on a Pogo stick.,2
This is beautiful evening with the river and the setting sun.,The sun is setting in the west.,0
A man sits in a chair on a bus or plane reading a newspaper.,A male passenger flips through the sports section.,0
"At a street festival, a boy and a man cook some sort of ""Texas Smoked"" meat while pedestrians pass by.",A man and a boy cook award winning food.,1
A man is sitting in grass with a little boy laying in his lap.,A woman is sitting in grass with a little boy laying in her lap.,2
A young woman plays on a swing set while trees sway in the background.,A young woman is playing in her back yard.,1
A boy eating at a table.,"At home, a boy eats his lunch.",1
"Four men sit cross legged on top of a blue, yellow, and white rug, smiling at the camera.","Four men sit cross legged on top of a black, crimson, and green rug, smiling at the camera.",2
A baby girl is sitting in a highchair playing with a toy.,A baby girl is asleep in her crib.,2
A group of people is sitting together at a long table.,A group of people are sitting closely together at the table.,0
A person riding a gray horse who has just jumped.,a person on horse,0
A brown dog is splashing water in a yard.,A dog is splashing,0
Two people sit on a bench on a city street.,Two people are sitting in a restraunt in the city.,2
Two men are here and working together at the John Deere 7200 type of machine or vehicle outside in the open air.,ONE MAN IS WORKING ON A MACHINE,1
"A man is holding two hats, one in his hand and one hanging from his elbow, in front of a crowd.",A man is showing off hat tricks to a crowd.,1
Dog training on the mountain,A dog is taking a class.,1
A man and woman both wearing hats and carrying backpacks.,A woman carrying a backpack.,1
Four young adults sit on the floor and work on a project.,Four people are tired,1
A man with a black shirt and microphone performs a demonstration at an event.,A man is at an event.,0
Two women are reaching with sticks for a ball during a sports game.,Two cats are playing with a mouse.,2
"A man with a mustache who is driving a Mercedes-Benz, is looking over his shoulder and smiling.",A clean shaven man is driving a BMW and angry.,2
The child in the green one piece suit is walking past a store window.,The kid is a female,1
A girl picking dandelions in a grassy meadow.,The girl is in her kitchen cooking.,2
A guy in black shirt and shorts and dog outside.,A man and an animal are together.,1
"Three children, wearing green, yellow, and blue uniforms, are sitting and standing near two women.",Three old men sit by two women.,2
A group of people are walking through a city street.,there are pigs everywhere,2
A profile of a young person with a punk hairstyle and pierced ear and nose in a cowboy shirt.,A picture of a young man who is bald.,2
Three young boys sitting outside are looking at something obscured between them.,Boys are looking at a bug on the ground,1
An employee stands in front of computer monitors at Best Buy.,An employee stands in front of a cow at Best Buy.,2
A woman in red speaks through a megaphone.,The woman is giving instructions through the megaphone.,1
Several people standing in a circle clapping their hands.,The people are encouraging a dancer in the center of the circle.,1
A person in a red shirt and black pants rock climbing.,A person is rock climbing.,0
"Minivan drives down wet urban street at night, splashing water.",A van drives down a wet street after a heavy rain.,1
A young black woman holds a sign offering free hugs among a crowd of people.,"The woman is offering free hugs, but also kissing the people.",1
Multiple men and woman are sitting against a wall and holding strings.,A group sits against the wall as they wait for the kite flying contest to start.,1
The three friends were enjoying refreshments outside their car.,There are three friends.,0
Two men sit on a street bench together.,Two people sit on a street bench together.,0
Left-handed kid throwing a pitch with an umpire staring on in the background.,The umpire has his eyes closed.,2
"There are two workers, one on a ladder, against a blue wall with a yellow-and-black stripe.",Ladders are invaluable tools.,0
Two blond-hair girl eating and one is using chopsticks.,The girls are going clubbing.,2
"A man surfs, wearing a wetsuit, in crystal blue waters.",The man is surfing and looking for his favorite fish.,1
three men are playing a game of basketball,Three men play basketball.,0
A woman is touching a large man on the cheeks while at the beach.,There are two people on the beach.,0
There is a big dog looking at a little dog.,A big dog is looking at a small dog.,0
A blue train collides with a small car on the tracks.,A blue train collides with a small car.,0
Passengers at an airport carrying their luggage to and from the terminal.,Passengers at an airport lugging around their luggage at the airport,0
One man is eating while laying down.,A man eating quickly.,1
A man with a white hat and plaid shirt behind a woman with a red headdress.,A man with a red hat and polka dot shirt in front of a woman.,2
Observers stare at a giant christmas tree on the sidewalk.,A crowd is on the road.,1
"A man dressed in a red t-shirt and blue jeans eats food he's holding in his hand, as he walks along a busy sidewalk, with an antique-style sign advertising wedding rings on the right-hand side of the picture.",A man in a suit holds a briefcase as he walks along an empty sidewalk.,2
Many of the chairs are empty with only a few people enjoying the sun.,Some people are sitting outside at night.,2
"Five musicians, holding the instruments on their backs, look out over a body of water.",The people are outside.,0
A man climbs up a mountain.,The man is climbing.,0
Two women with their arms around each other smile into the camera.,Two men are high-fiving each other.,2
A woman in a white top and jeans promoting for CYFD by the street.,A woman promotes something.,0
A greyhound dog race is happening at the track.,A cat race is happening at the track.,2
A young girl in a red shirt and gray pants is leaning over a kitchen counter laughing.,A human in red and gray clothing is indoors laughing.,0
A walk on the beach after a storm.,A man is walking his dog.,1
A group of eight people pose for a picture while eating a meal together.,A group of eight people pose for a picture,0
A brown cat is sitting on top of an old car.,There is a brown cat on top of the car.,0
People are running down a tree lined street.,A few people are waiting in line at the bank.,2
Two women carrying grain on their head.,Two women are chatting while they carry grain.,1
two people sit on a bench.,One person lies on a bench.,2
Three people are walking on a green area down a path between a forest of trees.,Ten people playing basketball.,2
a boy and a girl bouncing on a ball,Two kids are playing tag in the yard.,2
A man on a construction site.,A man in his kitchen making lunch,2
A child naps on a rock in the middle of a steam.,The child is with other people,2
A black dog running after his rope toy.,The cat is running after the toy.,2
The black dog is running though the water with a pink ball.,Dog splashing through water holding a ball.,0
A football player wearing green and gold is running the football.,the Australian national soccer team first wore green and gold,0
There is a man with a bandage around his head on a carrier surrounded by men in yellow jackets.,Emergency workers evacuating wounded from an accident.,1
A male and female sit on a bend outside with reading material.,A man and woman are jogging in the park.,2
A man in traditional orthodox Jewish dress is seen alone from behind.,A man is about to attend church,1
A black and white dog is swimming through some water.,A black and white dog is swimming to grab the stick his owner threw.,1
A gentlemen wearing brown pants and shirt is talking to a man with a white shirt in front of a sewing machine.,Nobody is talking,2
A small boy wearing a white shirt pushes a gray shopping cart.,"A boy asleep, naked.",2
"Thin woman dressed in navy blue pants and light blue thin parka with a top to cover her head, seems to be floating in a kitchen at 1:55 pm, according to the clock on the wall and she has a glass in her left handheld up from the bottom of it",a woman looks as if shes floating in a kitchen,0
"People walking down the street in costumes, including one of a hospital gown that exposes the buttocks.",The people are dressed for halloween.,1
A soccer net at sunset.,A basketball hoop at sunrise.,2
"A bicycle event with a rider rising above a crown of onlookers, dressed in a yellow, white and black outfit with a blue and white helmet.",They raising money for a good cause.,1
A construction worker in a white shirt walking towards a fence.,A construction worker is at a job site,1
Two dogs are playing in the white snow.,Two dogs are happily playing,1
A person pole-vaulting at the beach in a jacket and khakis.,Someone making a pole-vault jump on the beach.,0
A guy is skateboarding.,A man riding a skateboard at a skatepark.,1
People walk and stay out of the sun under the building structure.,People use the buildings for shade as they walk.,0
A man wearing swim trunks and a woman wearing a bikini are holding hands while jumping off of a boat into the water.,the man and woman held hands as they lept off the boat,0
Six with helmets workers are walking on a balcony through the snow.,Six men are working in the snow.,1
A baby is wearing an adult life jacket whilst sitting in a dinghy inside the house.,an old man asks for more morphine from his nurse at the hospital,2
A football player in a white uniform is holding a football.,The man is sleeping.,2
"An older man with a long white beard, glasses and black fedora sits in front of a white door with a portrait painting of him smoking right by his side.",A famous painter poses alongside his self-portrait.,1
Two men are standing under a large work of art by a brick building.,The men are standing under the art.,0
Two smiling women pose for a picture.,The two Amish women live without cameras.,2
"A black, brown and white dog running through a field.",dogs running though field,0
A black dog running through water.,The black dog is soaking wet.,1
People wearing patterned t-shirts celebrating some festivals with colorful eye wear,The people are attending a city counsel meeting.,2
A dental patient is examined by a man and a woman in blue scrubs.,A man is examined by a man and a woman.,1
A man in a black shirt with a pattern on the left shoulder listens to another man holding a drink.,A man listens to another man.,0
a group of people dancing on a beach in front of a truck,The people are drunk,1
Two people are sitting on the bus at nighttime.,Three people are waiting at a bus stop.,2
People walking in a street.,A street is nearby.,1
A young man in a striped shirt with a gas mask on.,A man holding a gas mask.,2
Two people standing at the edge of a snow covered cliff.,the cliff was bathed in warm sun.,2
A little Asian boy in a sweatshirt playing with a small dog who is also in a sweatshirt,There is one boy and one dog in this scene.,0
A person in a yellow shirt is stretching while on a bridge.,A man in a red shirt is stretching on a sidewalk.,2
Three people watch a woman dressed in all black act.,Nobody is watching,2
Children in a group interacting.,The kids were told to sit quietly and wait on the teacher to get done.,2
Two people and two horses watching a fire.,The fire is being viewed by a couple people and animals.,0
"American soldiers play in a marching band with drums labeled Fort Lewis, Washington.",The drums came from California,2
A man falls asleep with his head on a table while listening to headphones.,Class and sleeping are cool,2
The baby is sitting in a highchair.,A baby sitting in a highchair in a resturant as it's being fed food.,1
A person in white clothes and a yellow safety vest is riding a bike along a road.,The person is walking on the sidewalk.,2
A jazz band performing at the 55th Monterey Jazz Festival.,The band is performing at Revival of Woodstock.,2
A male ballet dancer in black poses on a rooftop in front of a brown building.,A ballet dancer gets ready behind stage.,2
The lady at the gym is lifting weights.,A woman is sitting on a couch.,2
A singer singing on stage at a concert.,A performer lip synching onstage at a concert.,1
Two men in suits laugh and hold drinks.,The two men are not wearing pants,2
Hispanic people sitting on the beach in the sand talking on the phone.,People are at a beach.,0
A girl is on her knees shoveling dirt at the beach.,a girl cleaning  dirt at the beach,1
A group of friends talk around a table.,A man sits in silence,2
