premise,hypothesis,label
"A large crowd of people, mostly wearing either red or black jumpsuits are standing together in separate groups under a canopy of sparks.",The people are standing separate from each other.,2
Dogs are pulling a sled across the snow.,Dogs are pulling a sled across the snow in a sledding competition.,1
Two young children huddle around a woman on the street between two green and yellow trolleys.,the woman is taking her kids for a ride,1
A young woman is ready to eat the pizza.,The lady is hungry,0
A snowboarder is making a jump over a hillside with deep powder located in the woods.,A snowboarder about to fall on a slope,1
A man in a hat sits on a rock to fish.,a man is fishing for the fish that ate his dollar,1
Old man in tan jacket and black cap sitting on bench,A naked man stands on a bench.,2
A young Asian girl wearing a dress running.,She is in a marathon,1
A man sitting on a bench in front of a building.,A child is standing on a bench.,2
A boy in blue is blowing bubbles.,The boy is making bubbles.,0
A woman in a short red dress and black boots stands while playing an electrified red cello.,Some women are outdoors,1
A man with a red helmet kayaking.,A man riding a bicycle.,2
A girl in a white skirt is playing tennis on a grass court.,A girl in a white skirt is playing tennis on a grass court outside.,1
The child is sticking paper letters to a wooden wall.,A child is taking a nap.,2
a social event taking place in the grass.,A social event outside.,0
Two dogs are fighting in the snow.,Dogs outdoors engaging in rivalry.,0
Two dogs running near a line of tall trees.,Two animals are running.,0
A dog stands next to a man in shorts and a blue and white shirt.,A man poses with his cat.,2
"A person is sliding down a slide with a coat, jacket, gloves, and boots on.",A man is having fun.,1
A hockey player in white tries to steal the puck from another player in red.,They are playing on ice.,1
A West Highland Terrier runs across the dirt.,There is an animal running.,0
"A man wearing only a cowboy hat, cowboy boots, and underwear talks to a woman on a city street.",The man is chasing the woman on a city street.,2
Four people in black pants stand in front of a museum.,The people are visiting the Museum of National History.,1
A group at a restaurant decide what they want to eat from their menus.,child orders food blindly on the street,2
People walking down sidewalk next to a line of stores.,There are people walking down a street.,0
An older man sits back and relaxes on a patio outside an adobe building where many bicycles are propped.,An old man relaxes on a patio.,0
A little girl is watching a little boy roll a ball on the pavement.,Two children playing a game with turns.,1
A barefoot girl in swim goggles and a flowered bathing suit rides a plastic train pedal toy.,The girl is riding the train by the pool.,1
The boy and a brown dog are standing in the snow.,The sad boy and a brown dog are standing in the snow.,1
Musician with fender guitar looks on before his next performance.,A musician have a pair of drums.,2
People ride a bus or trolley.,The people are tired,1
Four kids are climbing on a fake black bear.,Four siblings are climbing on a fake black bear.,1
Cargo is being loaded onto a ship.,Cargo is being examined on the dock.,2
"The very tired black lady was wearing her new red blouse, as she rode home on the bus.",The black lady was driving a car.,2
"A man sitting on a cliff face, looking at the water.",A man is thinking about his life.,1
"Girl standing in front of a musical band, playing for a party.",Lucifer is a peacenik.,2
three people using the crosswalk to cross the street.,Three people hurry across the busy intersection in a city,1
A young man doing a skateboard jump over concrete.,A young man is rollerskating.,2
Men working construction hold up the frame of a wall.,Men are riding a cat.,2
Man in shorts painting graffiti on wall.,A man in shorts is installing a neon sign for a business.,2
Two kids play in a pool.,Two kids splash around in a pool.,0
A little girl in a red shirt with apples on it is cutting a piece of paper that she drew on.,A classroom of children are playing during recess.,2
A large football player tackling and taking down another player from the opposite team in the middle of an action packed play.,There is a baseball player running into the catcher at home plate.,2
A family enjoys the outside.,A family sitting outside on their porch.,1
Three dogs are playing.,dogs play together,0
A dancer posing for the camera in a red and white dress.,A ballerina in a leotard stretches in front of the mirror.,2
A woman in a green shirt and a woman in a plaid shirt walking down the sidewalk.,The women are laying in the gutter and sleeping.,2
A crowd is watching a lady give a demonstration of KitchenAid products with the help of an overhead mirror.,An infomercial crowd watching a product demonstration.,0
A large group of people surrounding a bride and groom taking photos.,One person is standing by the sea,2
An elderly woman collects recyclable trash.,A female has garbage.,0
A statue of a big pink pig.,A STATUE OF PIG.,0
A man and a woman wait at a bus stop.,A man and a dog wait at a bus stop.,2
A group of people watch someone play with fire.,People are watching an animal.,2
An older man wearing a brown coat is standing and waiting.,A man is standing outside in the cold.,1
A man is sitting next to a woman with his legs on her thighs and two bicycle helmets behind him.,A man and a woman sit together.,0
Four men in fatigues ride across a dry field on the back of a John Deere Gator while a woman sits at the wheel.,There are people doing yardwork.,1
There is a large crowd of runners.,The group is moving at an expedited pace.,0
"A man is standing next to a woman, with his arm around her waist.",There is a married couple who are standing.,1
A beach scene with three boys in swim shorts each holding paddle ball racquets but no ball in sight.,Three boys are playing a lively game of racquet ball.,2
A group of people walking on a street in front of an AMC building.,A group of people walk on the street.,0
Two women are swinging in a carnival ride.,Two young women are swinging in a carnival ride.,1
Egg yolk comes out of an egg after the egg is broken by one hand.,The egg is small.,1
Four Asian people standing by the street curb.,The four asian people are sitting by the street curb.,2
A woman checks her cellphone while sitting at a table with another woman.,A woman is writing a letter.,2
A cyclist riding a bicycle on a road.,A person is driving a car on the road.,2
A man falls off a cow at the cattle drive.,a cow laughs as the man falls off,2
a man doing tricks on a bmx bike,The man is laying in the grass beside a tree.,2
"Some people in blue shirts are standing up at an even with big letters spelling out the word ""KRUNCH"".",A group of fans hold up a sign spelling out the name of their team.,1
Two men in orange work on train tracks.,Two men are working.,0
The little girl sits on top of a rock.,A girl posing for a picture.,1
A yellow van driving down crowded city street.,A yellow van drives down the street in new orleans.,1
"Four people near a body of water, one sitting and three standing, while two people walk on a nearby sidewalk.",People are near water.,0
Man singing and being accompanied by a concert ensemble in an elegant room.,A man sings in an expensive room.,0
Young boy with goggles swimming in a pool.,A young boy in a pool.,0
A woman uses a cultivation tool to tend to crops in a field.,a woman is cultivating crops,0
A man smoking a cigar poses with another man in front of cigars in a display case.,The owners of a cigar store pose for a photo.,1
A young girl is sitting in a purple fold up chair reading a book.,A young girl is reading.,0
A group of people are outside a building singing songs from a book.,A group of people are outside signing songs.,0
a man on the street holding a sign while holding a small tan dog on a lease.,A man is holding a cat.,2
A skateboarder in a black t-shirt and jeans skating threw the city.,A man is riding a bicycle.,2
Kid in yellow and shirtless kid tossing fabric in the air.,They are adults.,2
People walk down the busy sidewalk.,people are walking to work,1
"Two men, one with a blue bag & one with glasses, chatting with a young woman with a backpack at a gathering with other men & women.",Two men chat with a young woman.,0
Small black and white dog wearing a red harness is running around with a ball in its mouth.,A dog is outside.,0
A guy on a city electric pole watching over.,The man on the telephone pole is taking a nap.,2
Bird's eye view of a man ascending a staircase outdoors.,A man ascsends an outdoor staircase to his home.,1
A young girl asleep on a woman's lap after a day at the beach.,She will sleep for nearly 10 hours after this,1
woman looking through telescope.,Woman looking through a microscope.,2
Three men sit outside a cafe.,Four men perform a dance routine outside a cafe.,2
Busy city street scene displaying pedestrians and automobile traffic.,There is a road with cars on it.,0
"A man and a much younger boy, both wearing hats, taking a stroll through nature.",There are people sitting outdoors,2
Costumed girl playing with a hula-hoop in a crowd.,A girl is playing with a hula hoop.,0
A male jumping into a swimming pool.,A man jumps into a swimming pool to catch some fish,1
A woman stands with two young girls in dresses looking at bubbles.,Woman taking her girls shopping,1
Small crowd standing on an ocean beach in the evening.,humans outdoors,0
A man appears to be cutting a cake platter while others are by his side.,People are tasting cake that the man cut for them,1
Little girls who are dressed up play in the falling autumn leaves.,The sisters play a game of house in the backyard.,1
A man in a British shirt is standing with a cane.,A man in a British shirt is sitting with a drink.,1
A cleaner worker is cleaning the walls of a subway.,A worker is cleaning the Subway walls.,0
A man and a woman walk past a red car with a silver hood ornament,Two brothers are breaking into a black truck.,2
a group of people sitting on the ground on the sidewalk,The sidewalk is next to a park,1
a woman with a gray shirt and blue jeans sitting by the water,The woman is sleeping.,2
Two firemen in yellow helmets spraying foam.,There are firemen cooking.,2
A male is holding several Tehelka newspapers about a murder.,A man is holding paper.,0
A brown dog runs down a beach.,A dog is being active.,0
A woman is about to descend on the escalator.,A man is about to ascend on the elevator to go to the basketball game in the ocean.,2
Two women and a man are working in the garden.,The peolple are planting flowers.,1
A man in a jacket is looking at some oranges in the grocery store.,A man is shopping.,0
Two blonds are trying to hail a taxi cab.,A pair with light-colored hair is trying to catch a cab.,0
"Two men, dressed in business suits, wearing long black coats, sharing a blue plaid umbrella, standing against a graffiti painted brick wall.",Two thugs done with their graffiti job.,2
A man dressed in a vest is holding a binder and walking across the street.,The man is holding balloons.,2
A slender young caucasian female walks while listening to music through her headphones and iPod during a bright sunny day.,A woman is listening to contemporary jazz.,1
A group of people in matching native costume are assembled and appear to be participating in a ceremony.,People dressed in homeland garb are gathered together.,0
A small child dressed all in blue for winter stands holding a red snowshovel with a snow covered mini van behind him.,There is a girl near a car in New York.,1
A snowmobile rider flies through the air on his or her machine in front of tall pine trees.,The snowmobile flew out of control.,1
Two men are standing under a large work of art by a brick building.,The man stand under a painting.,1
This is a young boy looking to be jumping on the trampoline in a very beautiful neighborhood.,A young boy jumps on a trampoline.,0
Several men are sitting by a river conversing with one another while a boat drifts by them.,A boat floated by some men.,0
a young girl hugs a little boy.,The young girl and little boy are outside.,1
A child rides on a man's shoulders.,A child with a man.,0
Several people wading in the water at the bottom of a ravine.,People are in the water in a ravine.,0
Many children are playing at an outdoor water park.,An outdoor water park has many children playing at it.,0
A man in a gray hat pushes some type of equipment over ice.,The man in the gray hat is tired and wants to go home.,1
A young man is presenting another woman with a cake with three candles on top.,A guy is giving a girl a birthday cake.,1
A man seriously working on something on a desktop.,A man works at the computer,0
A man walking a dog puts his arm around the shoulder of a woman with pink pants.,The woman is wearing blue pants,2
A blond woman playing volleyball on a sunny day at the beach.,The woman is sweating.,1
A man in jeans is riding an ATV over sand.,The ATV is blue.,1
A dirt bike racer jumping off a hill with another racer not far behind.,The person on the motorcycle is jumping in the air.,0
People walking past graffiti.,A man painting a picture.,2
Two young girls are sitting in the living room playing video games and drinking canned soft drinks.,an all boys sleep over gets out of hand,2
Two individuals on a beach jumping up with their arms and legs spread wide open.,People are on the beach.,0
A young boy smiles as he hangs from monkey bars.,The boy is smiling,0
Two girls wearing sandals are standing by the water.,Two girls are standing in front of the monongahela.,1
A group of students and professors are assembling inflatable red stars.,The group of people are assembling gold stars.,2
A woman with blond-hair kisses the face of a mixed-race child in a black shirt who's smiling.,The woman is the mother of the child,1
A man in red swim trunks dives into the water off of a rocky ledge.,Someone jumps off a cliff in a cannonball position.,2
A child is holding a red umbrella in the dirt.,A man reaches for his gun.,2
Woman in orange jacket and jeans walks on a trail.,A person is outside.,0
seven men wearing construction helmets are working on the railroad track.,Men doing a line dance.,2
The boy in swim trunks is laying face down on a watery pavement.,Girl laying on dry pavements,2
"A snowboarder balances on an obstacle, with a bright light in the background, while snowboarding at night.",The snowboarder is on a ramp.,1
The firefighters are trying to get the car apart because something horrible happened.,There are some people in this picture,0
"A band consisting of a guitarist, saxophonist, and a trumpeter.",The women have champagne.,2
"A woman sitting on the train, doing a crossword puzzle, as the train whizzes by a train platform.",A woman on a train missing her mom she lost the night before,1
"Three women in pink dresses, standing on grass, are holding flowers on a sunny day.",Three women are drinking in a bar.,2
Two young boys play on a merry-go-round at the park.,The mother's watch as their children play at the park.,1
Two men in colorful uniforms bike past a crowd of people.,Two men are patrolling a crowd of people.,1
Four people in protective clothing standing next to garbage bags.,The people are outside,1
Man in a Grateful Dead shirt looking at a bubble with others in background.,The man is wearing a Taylor Swift shirt.,2
A man shakes his arm at a group of people seated on a bench.,"the man p,\",2
Construction workers working on a highway at night as people look to see what they are doing.,Construction workers are working on a boat.,2
A group of workers working on a metal framework similar to scaffolding.,A group of workers work on their tans.,2
A person wearing a hat riding in a red car and looking out the window,"A man wearing a top hat, driving a red Camaro and looking out the window.",1
"An apparently homemade pontoon boat with five people is seen approaching the bank of a river or lake shore on a cloudless, calm day.",A homemade boat appraoches a river bank.,0
Two people wrapped in blankets in an alley.,Two people are wrapped,0
A baby on the floor laughing at an older another child.,The child makes the baby on the floor laugh.,0
"A man and woman are standing in a kitchen, the man is mixing something in a yellow bowl while looking back at the woman behind him who is looking directly at the camera.",a man and woman stand in kitchen,0
A woman in the Royal Air Force inside of a kitchen using a grater.,A woman in a kitchen.,0
A man in a brown shirt setting up an electric guitar.,A man wearing no shirt is setting up a guitar.,2
A uniformed rider is riding an endorsement-covered motorcycle.,The rider goes to Target.,2
A young boy is standing next to a sand sculpture of a pyramid.,The youngster is riding a bicycle.,2
A man in a pink shirt is standing next to two younger men in a dark room.,A man stands next to young guys in a dark room.,0
A mural of a man and women on the side of a building.,There is a mural on the side of a building.,0
Through the truck's rear window you can see the back of the seats as well as the rear view mirror.,The inside of the truck is visible.,0
Woman in a pink shirt and wearing glasses.,The woman is wearing a blue bikini.,2
A group of nicely dressed people sitting at a long table with several bottles of wine on it.,No one is sitting at the table.,2
Three men are wearing safety yellow jackets and hard hats on the sight of a construction project; one is in a hole and the other two are looking at the man standing in the hole.,Three men are wearing black safety jackets.,2
A girl wearing a t-shirt is taking notes in a spiral notebook with a pink pen.,a girl takes notes,0
A man in a cap and white shirt is cutting some fish on a boat that is floating on water next to a wooden dock.,The man is sitting in the library on the college campus.,2
A person trying desperately not to be photographed by putting their sweater over their head as they compute.,This person is a woman,1
A child is looking through a telescope,A child is using his dad's telescope.,1
A man in blue and black shorts and a green hat lying down in the sand.,The man has sand for hair.,2
A man in a black wetsuit surfs on a whiteboard.,The elderly man was surfing on a whiteboard.,1
A family of four watches an air show.,Some people watch a show.,0
A man is in a dance club posing for a picture and throwing up some sort of hand signs.,A woman poses for a picture and gestures with his hands,2
Several young men in t-shirts sort through CD's on a table.,A bunch of young women wearing band T-shirts sorting through CDs.,2
someone is cutting an onion,Someone is near an onion.,0
Man sits among bicycles while adjusting the tire on one.,The man is working on a bike.,0
"An older, white woman stands along a crowded street wearing a swimsuit, holding a yellow sign with black letters that states, ""Secure Borders, Legal Immigration.""",A young man in a suit on an empty street,2
Some men are attending a meeting.,There is more than one man.,0
A view from above of a young woman sitting behind a green both under a sign offering programs and ice cream.,A young woman is sitting.,0
"There is a woman holding a baby, along with a man with a save the children bag.",A group of people are possing for an add.,0
An African American woman looking at a poster.,A women has found a poster.,0
"A BMX biker in the air, following a jump off of a constructed dirt hill in a forest setting.",A Harley rider catches air off of a dirt hill.,2
A boy is fixing the wheel of his bike.,A person is fixing the wheel of his bike.,0
A black and tan dog jumping in the air in a grassy area in front of a fence.,A dog is jumping.,0
A guy in a blue shirt is trying to block the guy in the red shirt.,There are two men near each other.,0
Two men in robes are engaging in a fierce martial arts fight.,People fighting.,0
A narrow stream runs between leaf-covered hills.,Cityscape at night,2
An African american is looking at his phone.,An African American has a phone.,0
Two men in hard hats and work coveralls look at the docked ship one of them points at.,Two construction workers look at a docked ship that one of them is pointing to,0
A man dressed in pink and white performing with his female partner dressed in pink in a dancing contest,Three children ice skate on a frozen pond.,2
A woman in a black skirt suit is speaking with another woman in a boat.,"Two women are stranded in a boat, and discuss their options.",1
Two men are instructing others in martial arts.,Only one instructor is present.,2
A man in a white shirt and tie sings into a microphone while a woman wearing a white shirt and tie plays the guitar at a concert.,There are two musicians playing for their fans.,1
Kids rafting down the river.,There are ten kids rafting down the river.,1
"Three boys pose on sidewalk, one boy holding a camera.",The boys are sleeping in a plane on their way to a rugby match in Rome.,2
"An African woman with piercings, lots of necklaces and corn on her head.",A portrait of an African woman.,1
A girl with glasses is blowing out smoke while holding a joint in her left hand.,The boy is smoking a joint.,2
A family standing on a sidewalk smiling.,A group op people on the sidewalk.,0
A man with a mustache and black hat holds a small yellow item up to the camera.,Charlie Chaplin holds up a duck to the camera for a short film,1
A bicycler jumping over a barrier with his bike.,The cyclist is a female.,1
A businessman in a suit and tie looking up at the Infineon technologies logo.,A man is wearing a suit and a tie.,0
A smiling Caucasian male wearing a blue and black striped shirt it about to take a photograph.,There is a man taking photographs.,0
A man sitting under an umbrella.,The man is running in the hallway.,2
"Six Hispanic males are moving a giant fishing net with fish inside the net, with a jetty of rocks and a beach with the waves washing in the background.",Six males are getting their biggest haul in a while..,1
"A middle-aged red-haired woman, smiling, while drying her hair.",A woman is cooking dinner.,2
Two dogs playing in the water.,The dogs are sleeping.,2
Construction workers are standing by a railway.,Construction workers can see a train,1
Four people are in the water holding hands in a circle.,A group is standing in the water together.,0
An old man is sitting on a rock in a courtyard eating.,The man is sitting inside eating.,2
One boy in a striped shirt and one girl in a green shirt each riding on bicycles with training wheels.,Two people are riding on bicycles with training wheels.,0
"A guy in a brown shirt, a girl in a black shirt, and a guy in a plaid suit are playing in a band.",The people are sitting on a couch at home.,2
Three people singing into a microphone.,Four people are dancing to the music.,2
Three girls happily jumping.,Three girls are happily jumping on a trampoline.,1
"two men in white helmets, standing outside a building.",Two crewmen admiring their work.,1
A man on a cellphone by the fountain.,The man is on a cellphone.,0
a small child sleeding down a snowy hill wearing a blue helmet,A child sledding down a hill while wearing protective gear.,0
Two men in dress shirts and holding drinks are standing next to a guy in a pale blue sweater over a blue dress shirt.,Three men were hanging out at a party.,1
Mass of police gathered in one area next to a bus labeled command post.,There are police officers gathering together.,0
Five women work and carry baskets on their heads,The women are working hard.,0
A group of friends posing by a guard rail.,people near a metal fence,0
Six children in a row with small musical instruments.,The children are lined up.,0
"A woman is digging a hole in a garden, using a shovel.",A woman is shoveling dirt in her garden.,0
"A smiling young child runs through the fountain that comes out of the ground in the city, while folks watch him run through the water.",A smiling child runs througn a floor fountain in a city as other people around him watch outside.,0
A man and a young boy are sitting on a step eating oranges.,A balloon is floating into the sky.,2
A young boy smiles as he hangs onto bars at the playground.,A boy is happy,1
A man in a costume entertains four kids.,A man dressed normally is trying to entertain adults.,2
A person wearing a Red Bull ski helmet and ski suit snowboard.,A person is wearing equipment endorsed by Red Bull.,0
A person is paddling on a board toward the bank of a body of water with sunshine reflecting on the ripples of water.,A man with an umbrella walks down the street in the rain.,2
Boy and his family celebrating his birthday with a brightly lit cake.,The boy had a birthday party.,0
A man in a blue collared shirt plays an instrument and sings.,A man plays an instrument.,0
A young couple are at the beginning of playing Jenga on a living room coffee table.,The couple is playing monopoly outside,2
A man with a black sweatshirt and an earring is sitting in a car in front of a girl with a white shirt.,A man wearing white and a woman wearing black are in the same car together.,2
The economy is shacking and affecting China.,The Chinese people are unaffected by the economy.,2
There are several people and children looking into water with a blue tiled floor and goldfish.,Several people and kids look at a goldfish in the water near a tiled floor.,1
The adult is covering their face with a piece of clothing outside,The adult is outside.,0
Zebra stripes in front of a red building.,Zebra colored stripes next to a building.,-1
A woman dancer in a black tutu and nude hose dances with her arms over her head in front of a darkly painted background with dried leaves on the floor.,A woman is sitting in a wheelchair wearing pants.,2
A woman eats a salad in a stadium.,A woman eats a salad in a baseball stadium.,1
"An African American family picking vegetables from the garden, while mom holds the baby and supervises.",Family picking meat,2
A female archer focusing before releasing a shot.,afemale archer is is focusing,0
A woman in a helmet poses by her bicycle.,A woman stands by a bicycle.,0
A female long-jumper in mid-jump at the course.,A female jumper is in mid jump at a course.,0
"Five Boys Walking Along The Shore, All Dressed In Shorts.",The boys are outside.,0
two people with a dog sitting in front of the ocean,Two people take their cat to the beach,2
"A white man in a white and black t-shirt, white khaki pants, and black shades is waving his arms and standing in front of a white fence of what looks like an Asian property with pointy roofs, a red flag on a tall pole, and pink flowers.",A white man is wearing brown khakis,2
A tan dog is prancing over grass.,A cat is napping by the open window.,2
A man in a kilt is tossing a large pole while other men in kilts watch on the side.,A bunch of men are wearing kilts.,0
A person is jumping using rollerblades.,The person is a professional rollerblader.,1
People are walking around an urban area.,All of the people are riding in a horse drawn carriage.,2
A woman in pajamas hangs laundry on a clothesline.,a woman hangs laundry,0
A little Asian girl holds two trophies.,Asian girl won competition,1
They are feeding the tortoise water and the baby boy is excited to see it.,It's feeding time at the zoo,1
A man carrying a giant banana toy walks in street fair with toddler holding his hand.,The man won the giant toy in a game booth.,1
An elderly man and women walk together past a jewelery store on the sidewalk.,The man are woman are in the park eating lunch.,2
"Five musicians, a man and four women, practicing sheet music(using flutes) in a living room.",Many musicians are inside.,0
A man is standing behind a black gate.,A man closes a gate.,2
A man skiing through a wintry wooded area wearing a red jacket.,A man is wearing a red jacket.,0
A couple waits to cross the city street at night.,The couple is a man and a woman,1
Seven people wearing green T-shirts are walking on the beach and one of them is waving.,Seven women wearing light green T-shirts are walking on the beach and one of them is waving.,1
Little girl holding a kitten.,the girl is holding a rat,2
Two musicians are playing a duet one on a harp and the other on a violin.,Two musicians are swimming.,2
A woman opens a present while taking a break from her beer.,The woman is taking a nap.,2
A dolphin above water,A dolphin is doing a trick.,1
People are walking down a sidewalk where there is an outdoors market.,The people walk by the vendors.,0
Child dressed in blue is smiling underwater.,The child is underwater,1
A white and brown dog rolls on its back in the sand.,The cat rolled in the mud.,2
A man with an angry expression is drinking a large glass of beer.,The man is about to start a fight.,1
A bicyclist doing a trick on a ramp.,The bike has two round wheels.,0
Two women are waiting outside a building while a man in black carries a large bouquet of flowers somewhere.,A man walks with a bouquet of flowers in his hand.,0
A boy with glasses holding a pumpkin in a patch,A boy with glasses is holding a pumpkin.,0
Seated man looks out at the ocean.,A tall human sitting.,1
A boy and a girl doing something in the woods.,A boy and girl are between trees.,0
"A woman on a shoreline wearing pale jeans and multicolored jacket, is squinting through a telescope.",A woman is looking at something far away.,0
Four boy scouts are on a stage in front of their green tents.,A group of girls braid each other's hair.,2
"Some women talk outside, one with purple hair and red pasties.",One of them has blonde hair.,1
A counter in a restaurant featuring Maruga's tomato pies and the back of a Coca-Cola soda fountain.,restaurant with tomato pies,0
A group of people standing on rocks in a stream of water.,There are rocks in the water and people are stopped on them.,0
a man reading a late night book on the couch.,A man is sleeping on a couch.,2
Young man with long dark hair plays a guitar on stage.,A comedian tells jokes on stage.,2
"Two people dressed in athletic clothing walk down the street, while the taller of the two is holding a basketball.",Two people like basketball.,0
Four people in bright blue water with a child in a pink inter tube.,the boys were angry,2
Two women float in a Busch Gardens barrel through a winding water ride.,The woman are enjoying themselves.,1
A person wearing a long-sleeved white shirt is weaving with yellow thread.,A person is wearing a t-shirt.,2
A group of people hold hands on the beach.,A group of people lock hands.,0
A girl in white pants and a blue tank top jumps.,A girl is wandering through a mall looking for her child.,2
A woman in an orange shirt is taking part in physical activity on the beach.,A woman is inside watching TV.,2
a older man tilling is farm with a two horse drawn tiller.,The old man is working a farm.,0
Three men in white shirts dance and sing on a stage as a group of women watch from the sidelines.,The men flying kites through the fields of Romania.,2
A Caucasian male jumping behind a graffited wall.,A black male jumping behind a graffited wall.,2
A man wearing a uniform and hat at an amusement park with people around.,The man is in a hat.,0
"A group of people outside, a girl in white and 2 guys facing forward.",There is a girl wearing white clothes outdoors.,0
A man and a woman are talking to a man in a room filled with people.,Some people are talking,0
Here is a picture of people outside waiting for the great lakes bus to take them somewhere.,Here is a picture of people outside.,0
Two young children (one boy and one girl) are playing in the watter by a brick wall.,Two men are fishing.,2
Two women and a man are singing into one microphone.,Three people are singing,0
This young Asian woman munches on some meat on a stick.,The girl was playing tennis with her friends,2
two kids are shoveling snow and one is sitting next to the pile of snow,The kids are sleeping.,2
An older woman dressed in the garments of an African tribe has her right hand in a cracked brown pot and holds her left hand over another brown pot.,The woman is in an empty room.,2
A older lady is sitting on some steps.,Older lady sitting on steps.,0
A child stands on a step stool in the kitchen while making dough.,A child is helping in the kitchen,0
a woman wears her glasses.,A woman is unhappy about her glasses.,1
A man holding a flag is standing on a busy sidewalk.,A man sits on a quiet bench with a flag.,2
A person has ridden their bicycle into the air.,The person is jumping over a rock.,1
A bald man walks amidst a group of pigeons.,A bald man and pigeons are together.,0
A boy wearing a white shirt and green shorts kicks a soccer ball.,A boy kicks a soccer ball outdoors.,0
A man with a hand truck looks at yellow graffiti.,A man is looking at television in his home.,2
A group of cyclists ride in the rain along a road with a red BMW driving by.,A group of people are on bicycles.,0
Rear view of a choir group standing on risers with a chair filling a space between the risers.,A group of singers is standing on a platform.,0
people are standing around staring at something wearing different color of clothing.,People have different attire.,0
A man playing an instrument seated next to a boy on the street.,A street performing is playing an instrument,0
A newlywed couple is taking a picture outside on the steps of a building while other people are walking up and down the steps.,A newlywed couple is on their honeymoon.,1
"A woman walks past a garage door that says ""no parking any time.""",A woman is walking home.,1
A man approaches a street corner with carrying a basket of fruit on his head.,A man is sprinting.,2
A man sits outside on a wooden fence amid a large grassy field in the morning sun.,It is dark outside.,2
Some construction workers doing their job.,The construction workers are taking a break.,2
a man looks at a sculpture in a large empty room.,hundreds of people are looking at the sculpture.,2
Security guard at a art museum.,Security guard apprehending a subject at a museum.,1
Guy throwing baseball wearing blue jersey and red hat.,The guy is playing alone.,2
A man is holding a woman in a poofy dress up over his head.,A man and woman are dancing.,1
There is a boat in the background to the left of the orange utility truck.,The boat is waiting for the orange utility truck,1
"Two workers, one climbing a telegraph pole",Two workers are trying to fix a telegraph pole.,1
Man is doing a trick while skiing on the lake.,A guy is practicing for the upcoming xgames.,1
Four crosscountry skiers climb uphill.,Four crosscountry skiers climb their favorite mountainside.,1
A man in blue jumps his dirt bike in a misty forest.,A man rides his dirt bike in the forest.,1
Two dogs are running around in the water.,The dogs are playing.,1
A woman with pigtails is riding a yellow and blue bicycle in the dirt while wearing a blue outfit.,A woman with pigtails is joyously riding a yellow and blue bicycle,1
A man dressed in black dances with a woman in a red dress outside.,a couple are dancing.in a club.,2
Two young children running down a busy walkway.,The babies are crawling in the floor.,2
A blond boy crouches in a cardboard box.,a little boy is playing,0
A man wearing sunglasses sitting next to a table full of beverages.,A couple stands by the food table.,2
a lady looks at the art on the wall.,The lady is reading a newspaper at the beach.,2
The person poses for a picture on a cliff overlooking a valley.,A person posing by the beach.,2
A baby looking up at a leafy branch above her head.,The branch has leaves.,0
A dog with a frisbee in its mouth.,A dog fetching,1
Three construction workers are standing on a boat while one of the men points at something.,Three workers are swimming next to sharks,2
"It's a giant, packed stadium, and the two teams of the soccer game border the edge of the field.",A packed stadium watches a soccer game.,0
The two dogs with clothing are in a flat uncut field.,there are no dogs,2
"There are two workers, one on a ladder, against a blue wall with a yellow-and-black stripe.",There are two workers.,0
A local market boasts a wide variety of fruits and vegetables.,There is a selection of produce for sale.,0
Middle-aged man in shorts and a hat sits while reading a book.,A man in shorts is reading a book at a cafe.,1
Women standing around holding bouquets.,Women were holding flowers for the wedding.,1
A man painted orange in orange pants is standing with a person painted red with black and gray wings.,The man was watching television.,2
"A black dog emerges from the water onto the sand, holding a white object in its mouth.",A dog is playing fetch with his owner and found the white ball in the water.,1
A man locking his bicycle to a metal pole.,The man is in his bathtub.,2
Someone in a red shirt and no shoes is sitting with their possessions on the road.,Someone in a red shirt and no shoes is sitting with their stuff near the road.,0
A big man in a black t-shirt is holding onto a beer with one hand and a microphone with the other.,the man is flying,2
A crowd of young people are dancing at a wedding reception.,A crowd of people are at the movies.,2
A construction worker waiting for orders from his engineer in a hot summer day in the city of Long Beach.,The construction worker is taking a break for a moment.,2
A man is bent over near a hockey goal.,A man is near a hockey goal.,0
A group of Event Staff move in and around two stalls covered in target logos in front of a building with arched windows.,"The Event Staff are riding on a bus, travelling to the next event.",2
A man wearing a blue tank top in front of a truck with flower pots in front of it.,A man is standing in front of a truck.,0
A man wearing a blue shirt is sitting on a brick planter next to some paintings.,A man is sitting down.,0
A worker uses a jackhammer on the street.,A worker is using a jackhammer in the morning.,1
A large group of kids in a room sitting on front of there computers with orange barriers separating them.,The computers are old.,1
A black dog and a woman in a red shirt playing tug-of-war.,A girl is training her dog for obedience.,1
A man in a red collared shirt talks enthusiastically into a microphone.,The man is giving a motivational speech.,1
Two boys cutting some meat.,A person is holding a knife.,0
five little girls are playing in a water fountain.,the girls are playing,0
Four people are in the woods taking a hike.,Four people are outside.,0
Some children playing in a pit full of colorful balls,Kids are playing in a pit of balls inside the restaurant.,1
Young kids are playing in the snow.,Snow has recently fallen.,0
the dog in the picture does n't like blowing dryer.,the dog is playing with the air dryer,2
A group of hikers traveling along a rock strewn creek bed.,A group of hikers are packing their bags.,2
A man in a khaki jacket rides a bike down the street.,A man is riding a bicycle outdoors.,0
