premise,hypothesis,label
Three people are walking on a board placed over a hole in the sidewalk due to construction.,There is a perfect sidewalk with no holes,2
A blond woman offers a platter of food to another blond woman while sitting at a white table.,A waitress offers a platter of food to a woman at a wedding,1
A lot of police in riot gear are surrounding one man in a white shirt.,A lot of dogs are surrounding one man in a white shirt.,2
A man in yellow grimaces.,A man is frowning at a poor joke.,1
There are tall windows and small windows that make up the majority of the building.,The building has different sized windows.,0
A man relaxes in a sauna.,A man relaxes nude in the sweat room.,1
A group of people in a circle clap their hands while others are sitting in the background.,The group of people are clapping.,0
A man in a blue shirt is kicking a soccer ball very high in the air.,The man is wearing shorts.,1
A father and son looking at a funny looking Santa.,A two people looking at a funny looking Santa.,1
A man in a yellow suit is holding up a cup while standing in snow.,A man is outside in the snow.,0
Two women are jogging and three men are walking on a dirt trail.,Two women are jogging toward three men.,1
Two babies are sitting in a play mat.,Some babies are sitting in a play mat with toys.,1
There is a man and woman seated at a table with red chairs outside on a street corner while a man in a navy jacket walks by carrying bags.,Three people are out on the street,0
There is a boat in the background to the left of the orange utility truck.,The utility truck is orange.,0
A group of people some are standing and some are lying on the ground outside.,people are outdoors,0
A skinny person wearing and Mondesi jacket and jeans dress shoes is walking down the cemented bridge,A person is walking to an art show.,1
These people are sitting outside on a sunny day.,The sun is out,0
Two men are looking at meat that is set out on a table while taking notes.,Two butchers looking at meat to buy.,1
Two ladies walking on a street with a stroller,Two ladies with a stroller.,0
A photographer takes a picture of a man in white who is raising a straw hat as he stands next to a car.,A man holding a hat.,0
Two young women enjoying ice cream.,It is a warm day.,1
a military guard is wearing a ceremonial gold helmet and is holding a sword.,A guard holding a sword stands in front of the luxurious temple.,1
Two Asian people are making faces at each other on a subway platform.,Two people try to make each other laugh.,1
A man in a striped polo shirt stands on stage in front of a chalkboard while holding a microphone.,A teacher is teaching his students.,1
A dark-haired woman on her cellphone holds a little girl wearing a bright pink dress.,A mother holder her daughter.,0
A man is standing in front of a cart.,A man is sitting in front of a cart.,2
A woman in black leggings and beige cowboy boots.,The woman is old,1
"Two people standing in front of a yellow building with a painted mural of an athlete, a rock group, and graffiti.",People stand in front of a building,0
A lady in a light blue kimono is walking with another lady who is holding an umbrella.,A woman in a blue outfit is walking with another lady who has an umbrella because it's going to rain.,1
People standing outside in a field.,The people stood in the field and looked up at the stars.,1
A kayaker is battling waves in a purple boat while wearing rain gear.,A kayaker battles the waves.,0
A custodian is talking to another man by an elevator.,The women are standing at the counter.,2
A woman doing a jump on a bike,A woman does not know how to jump with a bike.,2
Two people standing outside of a restaurant.,People standing in front of a restaurant.,0
A woman in a bowler hat and magenta shawl stops at the window of a red car.,"A woman in a bowler hat and magenta shawl stops at the window of a red car, doing tricks and asking for money.",1
A man in a white shirt and tie points to an image in a children's book while a small girl watches.,The man is socializing with the child.,0
An attractive young couple dances in front of a bright colorful mural.,Couple dancing salsa by a mural.,1
The dog ran in the field.,The dog is playing fetch.,1
A person riding a bike on a snowy road.,A girl kayaks down a river.,2
Man on skis attempting to jump over a snow pile,A man is skiing.,0
"A white male, wearing a khaki shirt, singing passionately at a concert.",A man is throwing ketchup at a concert.,2
A row of people sitting on the ground wearing matching heeled boots.,people of a village wearing matching heeled shoes,1
Two kids who look almost alike are under the covers of a bed on display in a linen store.,kids in a bed,0
Twp children dig holes in the dirt.,Two children are playing together.,0
"They are gliding through the air, backed by a low sun.",It is night time.,2
"Two toddlers, in a stroller, are placed in front of a firetruck.",Two toddlers are put in front of a firetruck while their moms talk.,1
Two women in bikini tops are talking to each other while walking.,Women in bikinis stroll down a beautiful beach.,1
A man is sitting on a bench while he is working.,A man is underneath a car working.,2
A surgery being performed by two surgeons who are operating being a pale blue sheet.,Two surgeons are performing an operation.,0
"A young boy wearing white and a shirt reading ""85"" is in midair, doing a martial arts kick.",A young boy meditates alone in his martial arts studio by sitting cross-legged on the floor.,2
Tattooed young woman chains her bicycle to a signpost while juggling a guitar on her back.,A man rides his bike to the post office.,2
Five young women sitting on a green bench wearing headbands with feathers in them.,Women are wearing accessories.,0
A woman and a man getting closer.,The man and the woman are walking away from each other.,2
A man in a button down shirt looks through a telescope in the city.,The man is wearing a sweat shirt.,2
4 nerds sitting down posing for a picture.,There are 4 people taking a photography for their website.,1
a white and tan dog holding paper in its mouth while on tile floor,A dog running across grass.,2
Team Great Britain cycles to the finish line.,great britain has never competed in cycling,2
People with a large pink inflatable made of star shapes.,People with a pink inflatable raft in a large pong.,1
A large crowd of people surround a colorfully dressed street entertainer.,the peoples are surround a multi color dressed,1
A man wearing a dark suit looks down as another person dressed in black and white does the same.,Someone is looking down.,0
Children in jackets hopping across water on rocks.,The  jumped  across the  rocks.,0
Man helps another person reach the top of a rock they are climbing.,People are enjoying lunch.,2
"Two men sit at a picnic table with beer, while another shoots a photo with his camera.",Two men are sitting at a picnic table.,0
The girl in the gray shirt has very dark hair.,The girl with dark brown hair has on a gray T-shirt.,1
A lady wearing a tank top and skinny jeans is sitting down on the grass drinking a beer.,She is drinking her favorite beer,1
A closeup of a very excited young boy.,A young boy shows excitement.,0
The group makes faces and hand gestures for the camera.,There is a group running away from a photo outdoors,2
Two women in colorful dresses are sweeping water out of the street while a man watches.,A couple of tipped over buckets sit on the street.,1
Shirtless man leading a small horse-drawn covered wagon down a road,A jockey is racing a horse.,2
A person with scissors shapes a list to be placed in front of a bottle.,A person crumbles up and throws away a list.,2
Two bald men in a bedroom with one man working on a desktop computer and the observing while seated on the bed next to him.,The men are roommates.,1
A person is walking up outdoor stairs between two buildings.,There are outdoor stairs between two buildings and there is a person walking on them.,0
Construction workers in yellow and orange work on a city street.,Construction workers on the job,0
A boy jumps on his skateboard while a crowd watches,A skater is performing a trick.,0
Some women with short black hair are drinking beverages.,The women are lesbians,1
Woman eating a bowl of soup with chopsticks while selling raw slabs of meat.,A woman is eating soup while selling raw slabs of pork.,1
The boat is pulled up to dock and a man is pulling something out of the water.,The ocean is made of chicken soup,2
"Young children are learning a local custom by watching adults, and it appears to involve pretending to be asleep.",Some children are learning how to pretend to be dead from adults who are afraid of bears.,1
A bunch of kids playing with water.,kids playing with water,0
A woman in a lab coat is looking through a microscope.,A man peering through a microscope.,2
A man fishing near a large tree.,A huge tree providing shade for a fisherman.,0
"A family stands for a picture, holding frames to their faces.",A family holds up frames while posing for a photo.,0
A man underwater with a funny face.,A man is enjoying a day at the pool with his family.,1
Six children in lacrosse uniforms and helmets run on a field.,The children are playing a game.,1
Two kids eat corndogs outside.,The children are snacking.,0
A man in a black jacket reaching into a blue bucket.,a man reaching into a bucket,0
A hand is holding flippers.,A person has something used for swimming.,0
A boy on a swing wearing a green shirt is making hand gestures.,A boy is planning to jump from a swing.,1
People walking down suburban street lined with light poles.,People are going to the park.,1
Military personnel patrol an area.,The area was was monitored by military personnel.,0
A man tosses a child in camouflage into the air.,A dad is pushing his child on a bike.,2
A man in a black shirt plays an acoustic guitar.,A shirtless man is playing the drums.,2
Girl playing mini golf with flowers in the background.,A girl goes fishing on a boat.,2
A young girl is playing outside her house.,A young girl is sleeping in her bed.,2
A man with a guitar and a microphone stands on stage.,A child is playing the drums on a stage.,2
A woman is surprised to have her picture taken on this fall day outside Spaulding's women's store.,A women is caught by surprised as her photo is taking outside a women's store,0
The man in boarding shorts is rock climbing with a red rope.,A man is rock climbing.,0
Three Asian men run while holding hands on a track.,The men are racing.,1
Migrant workers working for the government on its big plantation.,Some people are working outside.,0
Two men siting down and having a beer.,Two children siting down and having a beer,2
A man in orange is bent over welding something on the ground.,A man plays with a yoyo.,2
A woman in a University of Rottingham hoodie playing with a little boy in a blue and white shirt.,The woman in the hoodie is walking to class.,2
Two men and a woman sit near the front of a bus with religious artifacts around.,These people are walking,2
"A man, with a red sports jersey, looks on at a football match.",The sports jersey the man is wearing is red.,0
The boy is jumping into the large pool.,The boy is running away from a pack of lions into a bubblebath.,2
A man in a burnt red shirt carrying a shoulder bag walking along a city street.,A cat chases a rat.,2
old man in navy jumpsuit sweeps floor as women in red hijab walks in the other direction.,Old man is in an arab country.,1
"An open, low density street with a few residents observing the side of a building.",The people are in the Sahara Desert.,2
A woman in a red shirt plays a cello.,A man is playing the piano.,2
Pedestrians walk down a street with bags in hand.,"The people are on their way home from the farmer's market, fresh vegetables in tow.",1
Two women dressed professionally and wearing name tags eating a meal at an event.,Two businesswomen are having a meeting at the event.,1
"A woman in a blue and brown parka with matching hat is in a snow-covered forest on either crosscountry skis or snowshoes, which are obscured by the ruts in the trail she is following.",A woman in a parka wears snowshoes as she heads home.,1
A young woman in a black shirt appears to be engaged in conversation over her drink.,A person in conversation,0
A young lady is colorfully dressed in native costume and possibly performing a dance.,The dance performed by the lady is good.,1
A man strolls along a palm treed walkway.,a man riding a bicycle on walkway,2
A crowd of women are involved in an advocacy walk.,Women walk for advocacy.,0
A boy is pulling the ears of his friend who sits in front of him.,A boy is sitting alone.,2
"The blue jersey softball player is sliding on to base kicking up sand, while the red jersey softball player is trying to tag her out.",there are players playing softball,0
Several people outside the summer concert series.,There are people outside.,0
A hiker walking near a waterfall.,The hiker is drinking from the waterfall.,1
A snowboarder with red pants does a maneuver in the air.,A person in red pants is sitting inside by a fire.,2
A dog bounds across the sandy beach with a stick in his mouth and water splashing off his paws.,A dog is playing fetch with his owner at the beach.,1
A guy is doing a skateboard trick over stairs.,A guy is skateboarding.,0
A dog playing in the grass.,An animal enjoying its time outdoors.,0
Children in uniform walking to school.,The children are in first grade.,1
"A group of children playing on the street, some on bicycles, and one on a scooter, and one in a blue shirt walking.",some children are playing,0
A boy in a pink T-shirt is riding a bike over a sand pile while two others are riding in the street.,The three boys are having a race.,1
"Two workers are on a cherry-picker, one leaning out with a safety harness and the other smiling at the camera.",The two workers are working.,0
A motorcycle is stopped to wait for a man crossing the street with a guitar.,The man is not carrying anything.,2
"A man in a blue-plaid shirt and white hat, backdropped by a stone wall performs an unknown task while standing atop a platform.",A man is on a platform.,0
A couple watch as two young boys show them an item outside a barn while two young girls stand off to the side.,There are people around a barn.,0
A team of girls competing on rollerskates.,A group riding on skates.,0
A very young girl is sitting in a grocery cart near a grocery store deli.,A young girl is sitting inside a food store.,0
"A man in black attire shovels snow into the street, disregarding all public safety.","A woman in black attire shovels snow into the street, disregarding all public safety.",2
A young girl with overalls and crazy hair sitting in a green field while eating a red and white object,A little girl sits in the grass while eating a snack,0
People are fishing on the beach.,People are swimming.,2
A window artist stops for a quick break as she decides on her next set of strokes.,A woman is  painting a sale on a window,1
After being thrown in the air a young man dressed in a blue t-shirt and black shorts is getting ready to be caught by other young men in the same type of t-shirt and black shorts in a gym with Softball Championship Banners hanging high in the background.,A cheer team is practicing for a national competition.,1
Two young men competing in an arcade shooting game,The two young men are rivals from two downtown gangs.,1
Two young boys play in the sand as one jumps in the air.,Two children are enjoying their summer vacation.,1
Swimmer in the water takes time to contemplate the race.,The person is nervous about the race.,1
Two soccer players wait to compete on an outdoor field in front of a crowd of people watching in the stands in the background.,The crowd is indoors.,2
The man is walking with a draft horse,A man is about to horse race.,1
A woman with a large purse and boots walking in a marble-looking hall.,The woman is walking inside with a large handbag.,0
2 people playing basketball both in midair.,There are people playing basketball.,0
A lady standing in front of a lot of elementary school aged children who are sitting on the floor.,The lady was standing in front of the elementary school with aged childeren,0
A young boy with blue hair and eyes is brushing his teeth with a toothbrush in the bathroom.,A blue-haired boy brushes his teeth in a bathroom while looking in a mirror,1
Two toddlers posing for the camera.,The kids are in a park,2
The three rock stars are members of a band who are playing at a concert where the colors red and black are prominent.,A crowd watching a band.,1
Women swinging very high with a missing shoe.,The woman is in a park.,1
A street scene with two women sitting in front of a shop window while a man is taking pictures.,Few woman walking on the wet street,2
Kids playing softball.,The kids are playing video games.,2
A group of children are playing brass instruments.,A group of young humans.,0
A pale man with blond-hair stands on stage covered in silver paint and wears white pants.,A man is performing rock music.,1
A British concert band seated and playing under a canvas awning across from a crowd of spectators gathered on the lawn.,A concert performance is being given by the members of the local secondary school's music program.,1
A girl in a white gi with red gloves and a red belt holds her chin while an older male looks on.,A girl is wearing red gloves and belt.,0
Two feet wearing yellow ski boots on ski,A person is learning how to ski downhill.,1
A young Asian boy is standing between to women while they cook meat on sticks.,A boy is on the roof.,2
An Asian man wearing a white shirt and sitting on a wood bench playing a musical instrument with a bow.,An American man is playing hopscotch.,2
An older man is walking past writing on a wall.,A man is walking past a wall filled with graffiti.,1
"An aerial view is on the top of two women, one older, one younger, who seem to be making something to eat at a public showcase.",A group of women are jogging.,2
A mountain bike racer jumps his bike as spectators watch.,A bike racer is trying to hype up the crowd for the show.,1
A girl running outside playing with a pink soccer ball.,A man sleeping in a chair.,2
There are four people dressed in orange clothes walking down the street.,Some inmates are cleaning up the litter.,1
A motorcyclist dressed in green with a green motorcycle is jumping over a row of green motorcycles,A person rides a motorcycle over other vehicles.,0
"Two men, one with a mohawk, are standing together on the street.",the men are bald,2
A woman in a pink outfit and a woman in an orange shirt walk across a street.,A woman is wearing a blue outfit walking with a woman in a pink outfit.,2
A barefooted woman in a white tank and blue shorts puts her feet in the water spray.,A woman is soaking her feet.,0
Closeup shot of a military man and woman in a blue dress dancing at a military ball.,A man and a woman in dress uniform are dancing together.,0
Bicycles lined up along a boardwalk.,Bikes in a giant pile.,2
A man is leaning on a counter.,The man is touching the counter.,0
Athletes who are wearing numbered outfits are preparing to enter the water for a sporting event.,Polo players are getting ready.,1
Middle eastern dessert setting with many people participating in a soccer match.,People are playing softball.,2
A boy in an orange shirt and baseball cap sits in a grassy field next to a black ball.,Young boy playing video games in his room.,2
"Two young boys, both wearing purple belts, are practicing martial arts.",They are practicing punches.,1
A little girl covered in paint sits in front of a painted rainbow with her hands in a bowl.,Someone painted the rainbow.,1
kid doing tricks on a skateboard,The kid is swinging on a playset.,2
A man wearing a green shirt is playing his blue guitar and singing.,A man playing his guitar and singing.,0
Man on skis looking at artwork for sale in the snow,A dog is on skis.,2
A brown-haired man with a scruffy beard and a green shirt using a camera,A man is reading a book.,2
a little girl pushes a little boy on the swing.,The little girl and boy are siblings.,1
A street scene of people in a town with mountains in the background,people are ina  town,0
Dark colored dog leaping down a path.,A dog is leaping.,0
The three dogs are running down a snowy track.,Three cats are resting.,2
A crowd of people wait to board a train.,People are waiting on a platform.,0
A little girl with braided pigtails riding a pink bike.,A little girl riding her brand new pink bike she got for her birthday.,1
A black dog has just jumped into a swimming pool.,A cat jumped into a pool.,2
A middle-aged woman talks on her cellphone outside.,A young woman drops her cellphone outside.,2
"A woman in a red, white and blue checkered dress, leans on a wall, as she looks down at the street.",The woman is standing up straight.,2
"A group of Asian men on a busy and congested pedestrian thoroughfare, eating ice cream cones.",There are people relaxing.,0
There are five little boys spinning on a merry-go-round.,The five boys are getting dizzy at the carnival on the merry-go-round,1
A woman and a man talking on his phone are at a train station,A group of businessmen at a restaurant.,2
Woman getting out of a cab downtown.,The woman is fast asleep in her bed.,2
A woman with a ponytail wearing a uniform talking to a man in a red shirt with food in his hands.,A woman with a ponytail wearing a uniform for her work.,1
A young woman wearing a bikini jumping into a pool,A young woman wearing a white bikini is jumping.,1
A woman in a purple shirt and a brown puppy sit near a fountain,A lady is sitting outside.,0
A toddler in a red jacket and jeans pulling another toddler wearing a green hat and jacket and red paints in a red wagon.,The kids are sleeping.,2
"A representative of the Museum of Modern Art discussing something with a tourist or benefactor, while a woman in the background goes toward the exit.",A car is parked indoors.,2
Girl with blue shirt at a protest.,A protesting girl.,0
"The older male wearing a green shirt and shorts with black hair is teaching the younger male, wearing a graphic tee with blond-hair how to play a game, called bump off.",The younger man will soon be better than the older man.,1
A man standing up in the middle of a filled restaurant where red light fixtures are hanging down from the ceiling.,There lays the man.,2
A little black girl is holding rocks in her hand.,The budding paleontologist hoped these rocks would contain fossil samples.,1
A man watching a person diving into a swimming pool.,A man plays pool in his gameroom.,2
A baby takes a bath while grownups watch.,A baby is being cared for by adults.,0
A brunette child with glasses holding a blond child wearing a red sweater and yellow boots.,The blond child is wearing high heels.,2
A small brown dog is wearing a denim skirt.,A small brown dog is wearing a blue hat.,2
A group of people inside a stadium watch a sporting event.,These people are watching a football game,1
A man and a woman are walking away from bicycles while walking two brown dogs with shop buildings in the background.,People are their dogs.,0
"An attractive blond woman in a white tank top, jean shorts, sunglasses and carrying black flip-flops is walking along a sidewalk surrounded by sand and barricades.",An attractive woman with shorts walking on the sidewalk,0
Young black kids dancing with three doing a pyramid.,The kids are dancing while three kids are doing a pyramid in the grass.,-1
A person in a hard hat is doing some work on a train track.,Someone is on the grass,2
"A blond-haired boy, wearing blue patterned shorts, running through the water, as a wave recedes.",There were kids in the water.,1
Two guys use leaf blowers to blow a pile of fallen leaves.,Two guys are cleaning up leaves.,0
A group of people sitting at some sort of gathering.,the woman sat at the table alone,2
Workmen under a freeway manipulating a metal cover on roadwork.,Workmen are working under the freeway with a metal cover.,0
"One person, smiling broadly, holds another person wearing a blue shirt; both are soaking wet, and it is nighttime.",The person in the blue shirt is walking in the sunshine.,2
A cyclist dressed in blue is riding up a road.,A man riding a cycling machine in a gym.,2
A Japanese boat is sailing on dark waters.,A Japanese boat at night.,1
People walk under trees as their purple leaves fall and cover the ground.,Purple leaved trees have people walking under them.,0
Three girls and one man are loitering outside of a building next to a concrete structure.,Four people are are standing outside of a building at night,1
Man secures a large block of concrete.,A construction worker holds a large block of concrete.,1
Four women participating in an ice-skating race.,Huge humans participating.,2
A bunch of cowboys are awaiting their challenge of catching a live animal.,Cowboys are waiting to catch a live animal.,0
A boy in a red shirt is standing on a dock beside a boat.,A boy about to go sailing.,1
A group consisting of two men wearing religious garb and a woman wearing a black leather jacket and jeans all ride vintage bicycles on a street.,Two men wearing robes and a woman with leather ride green vintage bicycles down a sloped street.,1
One person in a long hall is walking.,One person is sleeping at home.,2
Two people in a dark room look carefully at their computers.,Two people are making money on mechanical turk.,1
"Five men, two of them wearing glasses, talk at a table.",A group of people talk.,0
A smiling little boy jumps up to a toy basketball hoop.,A boy cries after falling.,2
I am really not sure what this group is doing.,The group is all girls.,1
A man wearing glasses and a white dress shirt looks intensely at a glass of beer as he lifts it to drink.,A man thinks about his day as he prepares to take a drink of his beer.,1
Four women covered in tattoos are holding small flags.,There are women holding things.,0
A train is full of packed full of passengers.,The passengers are on a boat.,2
People mingle at a carnival.,People enjoy themselves at the town fair.,1
A large group of people fill a street.,There is a crowd outside.,0
Two women in skirts and baseball caps pass another woman in a skirt on the street.,All three women in the scene are wearing skirts.,0
A man in a beige shirt and white hat stands looking at the bottom of a brown staircase which is decorated with colorful images of animals and designs.,A man is looking at the top of the staircase.,2
A guy in shorts and a white t-shirt sits on the ground in front of a grill with hotdogs on it.,There is a guy sitting inside making pasta.,2
A group of people are listening to a presentation,A group of people are in attendance.,0
"An African child with a wooden stool on his head, and another African child behind him",African child is sitting on stool.,2
"A man in a red tracksuit and in a wheelchair is holding a torch while being pushed by a man in a red tracksuit, with flags waving in the background.",The flags are static.,2
A brown and white dog stands on the sand to look at another dog.,dog with his master watching tv,2
A young man doing a skateboard jump over concrete.,A young man is about to trip on his skateboard.,1
Two men in the ocean surfing on the boards trying to catch some waves.,There are two men surfing.,0
A group of four people is walking down a snowy street.,The group of four are outside.,0
A woman in a black coat is riding a bike while a man looks at her over his right shoulder.,A woman is riding her bike in the rain.,1
A lean dog races along a dirt track.,the fat dog sits on the bed,2
Three brown and black dogs are splashing in the water.,Animals are playing,0
A group of young men in colorful uniforms playing with a white ball.,Some young ment in colorful uniforms are playing baseball.,1
A young sweaty man with facial hair hits a symbol.,The young man is hot.,1
Two children play with a ball on the floor.,The children are singing.,2
Two groups of swimmers wade out.,two groups are in the water,0
A number of people are gathered in a plaza at the foot of the steps to a building.,a group of people are posing for a picture.,1
A man wearing a purple shirt and a backpack talks to a woman carrying a box.,A man talks to a woman.,0
A person wearing a sweater looks at a spill on some brick steps outside.,A person notices that he has left his keys at home.,2
A woman wearing a pink sweatshirt walks carrying signs.,She is not carrying anything.,2
A man riding a brown horse poses in front of a mountain scene.,A man is filming a movie on a horse.,1
A bride and groom are dancing with each other with their backs turned to one another.,A bride and groom dance together.,0
"A man in a pink plaid shirt, holds a blue object, a green object and a red object that are often used for juggling.",A man is about to starting juggling three objects.,1
Two little boys in uniforms play soccer.,Two girls are sitting on a bench.,2
One older man interviews another in a racing suit.,One older man interviews another in a business suit.,2
A mountain climber with a yellow backpack is walking on the side of a mountain.,The mountain climber is an old man.,1
The children are playing in the water.,There are children walking on a pier.,2
Two little boys are throwing stones into a pond.,A dog eats a bone.,2
Two men are on a vehicle in the snow,Men are on a vehicle in the snow.,0
"A group of people is sitting in a large room, and many of them have their hands raised.",A group of people is sitting outside in a stadium.,2
A man in a black outfit are tossing up toy balls.,A man is sleeping.,2
"A man with a purple hat, two drumsticks in hand sitting next to a cymbal.",A man is sitting with percussion instruments.,0
A man performs a wrestling move on the wrestler in the rink.,Two men are having lunch together.,2
A little girl is opening a birthday gift bag excitedly,The girl is wrapping a gift.,2
A lady dressed in blue running a marathon.,A woman runs,0
Men playing a basketball game.,The basketball game is in overtime.,1
"A woman works on a piece of computer equipment, while surrounded by a variety of mechanical and computer equipment, in what appears to be some type of laboratory workroom.",A woman works in a laboratory workroom.,0
Soccer players dressed in red and white uniforms walking on a field.,A soccer team is walking outside.,0
A professional bicyclist wearing a yellow shirt and black shorts rides by an old building.,The biker is in a race.,1
A man in a wetsuit is surfing on a green surfboard.,A man is fishing from a boat.,2
"Two martial artists, one wearing mainly white and one wearing mainly black, fighting while a spectator with red-hair watches in the background.",Two people in a physical fight.,0
People are drinking and walking in front of a brick building.,There is a brick building.,0
A woman gestures at a party.,A woman at a party.,0
"Five musicians hold violins while looking up into the camera, which is directly overhead.",Five musicians pose for a picture.,0
A white dog in a brown collar drinking from a spigot.,"A white dog drinking water, as it is parched from activity.",1
A player in white uniform is jumping to get the soccer ball while a player in burgundy uniform is holding his arms out to stop him.,The boys are playing basketball.,2
Two people stand before an ambulance.,Two people are in front of an ambulance,0
A man stands on top of an elephant in the water.,The man here is in India.,1
two women dancing at night outside.,Two women dancing together underneath the starlight outside.,1
Three men wearing orange and green cleaning uniforms sit on a bench behind their cleaning carts which have their broom handles showing.,The three cleaners are mopping the cafeteria.,2
A little girl hugs her brother on a footbridge in a forest.,A pair of siblings are walking across a long bridge.,1
A person is riding a bike through a forest.,A man eats a sandwich.,2
"There is a driver in back, soda bottles in front, and a blue barrel in the middle.","There is a driver in back, soda bottles in front, and a red barrel in the middle.",2
Two young men riding on a very small horse-drawn wagon full of potatoes.,potatoes near a open field,2
"A teenage boy is sitting on a dock in a chair, with a fishing pole in his hand.",The boy is all set up to spend the entire day fishing with his best friend.,1
"A man resting in a blue hammock, boots and pack off, as he looks out over a flowing river.",The man is outdoors,0
A little red-haired girl wearing a blue life jacket is fishing from a boat.,A girl is standing on the shore holding a fishing rod.,2
A little boy in an apron helps his mother cook.,A young boy is operating a forklift.,2
A bearded man wearing no t-shirt fixes his bicycle.,A man is topless.,0
A snowboarder wearing a red jacket is boarding down the snowy hill.,A snowboarder is dressed in red.,0
A small group of Asian women wearing redhead scarves and black shirts are shopping.,The group of women are shopping.,0
A little child with a shovel is walking on a beach.,A child holds a shovel.,0
A woman dressed in blue sweeps a brick walkway near a step ladder on a city street.,The woman on the street is a zombie.,2
Various men are working out in a gym.,The men are working out together.,1
Two mallards are swimming in a polluted river.,The river is polluted with radiation.,1
"A woman with a yellow backpack, a tattoo, a green dress and spandex walks past a couple.",The woman is dressed as a clown.,1
A person in a blue shirt is on the tiled ground showing his paintings and reaching into a box of supplies.,A person is displaying his are work to benefit a charity for young children.,1
A group of people stand below black and white patterned decorations.,The group is dancing at the party.,2
"A man is preparing fish in an indoor market in Asia under lights and plastic bags, and is surrounded by other people and food vendors.",A man is preparing fish in a market.,0
Four warmly dressed children sit by a cement wall covered in a blue blanket.,Four children are sitting.,0
A woman with a head covering and traditional clothing is reading into a microphone from a piece of paper.,A woman is keeping silent.,2
A crowd is standing and waiting for the green light.,Men at the beach,2
A crowd of people walking on a sidewalk in a city.,A crowd of tourists walking on a sidewalk in a city.,1
A group of men playing and singing music while a crowd watches.,Men are performing for a crowd.,0
Two men walking down the sidewalk where cars are parked.,Tall humans walking,1
A man riding a horse and jumping over a hurdle in a ring.,the man is practicing for a competition,1
Two women huddling under an black umbrella while it rains.,Two women under an umbrella in the rain.,0
"A man with brown dreadlocks who is wearing a dark blue, flowing tunic, plays electric guitar in front of a bald man in a yellow shirt who is playing drums.",The man is playing the electric guitar at the bottom of the ocean.,2
"A wet, smiling child without a shirt poses with arms raised.",A young boy is posing for the camera.,1
A gang of people are performing on a street.,People are watching a movie.,2
"A man posing with four girls in formal attire, probably at a wedding.",A man being filmed while giving a classroom lecture.,2
A night street scene with a line of people waiting for something in a dome.,Tall people in line.,1
A boy wearing a blue helmet rides a bike with his feet on the handlebars.,A boy with a helmet is going to fall off of his bike because he is not riding it properly.,1
Here is a man with a mustache and glasses and working on a bicycle wheel.,the man is asleep,2
A man with black hair sits in a restaurant with a glass of beer.,The man has glasses.,1
"a person in a red hat, tie-dye purple shirt and black pants stands on a walkway.",A person standing.,0
The man in the blue shirt is looking in the direction to which the little boy is pointing.,A man and a boy riding on a bike together.,2
A woman talked over cellphone on a street in a city.,A woman is drinking coffee.,2
Woman in white dribbling basketball.,A woman dressed in all red is watching a movie,2
"A woman and girl wearing traditional clothes, sits on the front lawn, reading from a book.",a woman reads her daughter a story,1
A bearded man gestures with his hands in a kitchen.,A beared man yelling at somebody.,2
a group of young naked children showering outside,The children are getting cleaned off.,1
A man in orange snowboarding away from the camera.,A man is snowboarding on water.,2
A person wearing skis makes a jump over the snow.,The person is riding a chair lift.,2
A street vendor is adjusting the grill on a bicycle-mounted brazier.,A street vendor with a bicycle.,0
A small black girl in a bathing suit,There is one child in this picture.,0
An elderly women buying shampoo and conditioner at a store.,A woman was in a store.,0
A dog holds a large stick in its mouth in the woods.,The dog is laying on its back.,2
A woman is standing in front of an amusement park ride.,The woman is waiting for her children in front of the amusement park ride.,1
A woman wearing a red backpack is sitting on a rock overlooking the water.,A woman with a red bag is sitting in nature.,0
A seamstress's work area.,A work area in a building.,1
A vehicle has just released a boat into the water as a man in red stands on shore.,A man is near the water where a boat has been released.,0
Four children are playing on their front porch while their father looks on.,there is a group of children being observed by their father.,1
A little boy is playing with a ball while sitting on a rug that is on the grass.,A little boy is playing outside,0
Two Asian women wear kimonos in front of an oriental building.,Two women show off kimonos as they walk down the street,1
A man with brown hair hanging in his face stands over a grill as he is cooking meat.,A man is outside,0
"A person in a black jacket and jeans crouching down while taking a photo of a fish sculpture in grass, with a small white dog watching.","The person is a first-time surfer, and is catching her first big wave.",2
A young woman lays in the middle of a walkway talking on the phone among a group of people.,A young woman talks to her friends as they sit in the bleachers.,2
Kid standing and looking determined in the playground,The child is next to the swings.,1
A woman in an all black outfit holds her glasses while she stands in the street in front of a sandwich board advertising menu items.,Woman painting subway shop,2
Two columns of people make their way across a bridge.,The people are crossing a bridge on Mars.,2
A woman in a blue and white shirt is wearing a cowboy hat.,the woman is going to a concert,1
A young child playing in a Lexmark box and using it as a fort.,A young child is building a fort with boxes his family has discarded.,1
A group of girls on a beach.,There are no females on the beach,2
"A crowd of people standing and walking down the streets, some are holding their country flags.",A group of people protesting inside the courthouse.,2
A person in a red and black outfit climbing the side of an icy mountain.,the dog eats pigs,2
"A teenage girl is holding a young boy, both are sticking out their tongues.",A babysitter is entertaining the children she is watching,1
A group of people committed to getting the job done in synergy.,The people are rushing to job.,1
A man is carving a strangely-shaped figure out of stone using a long-rodded tool.,The man is sculpting soft clay.,2
A woman in an orange shirt and a man in a brown patterned sweater wave at someone in the distance.,Some people are acknowledging another person up ahead.,1
