unique_id,difficulty_score,premise,hypothesis,true_label
2_9536a,0.5,A spotted dog butting a white dog with his head.,A spotted dog is kicking a white dog.,2
2_9536b,0.25,A spotted dog butting a white dog with his head.,two dogs are playing.,0
2_9536c,0.75,A spotted dog butting a white dog with his head.,Two dogs are wrestling.,1
4_4565a,0.75,Dark-skinned male in leather jacket sleeping.,A black guy is pretending to sleep.,1
4_4565b,0.5,Dark-skinned male in leather jacket sleeping.,A black guy sleeps in a leather jacket.,0
4_4565c,0.0,Dark-skinned male in leather jacket sleeping.,An Asian man sleeps in a leather jacket.,2
1_2368a,0.25,A policeman looks at an advertisement in a window,The officer is reading the ad taped to the window.,0
1_2368b,0.0,A policeman looks at an advertisement in a window,The man is looking in the window.,1
1_2368c,0.25,A policeman looks at an advertisement in a window,A policeman is looking at a broken window that a citizen is making a report about.,2
2_16165a,0.75,Men in orange suits look at a red truck.,Men standing by a truck.,0
2_16165b,0.75,Men in orange suits look at a red truck.,Men admiring their truck.,1
2_16165c,0.5,Men in orange suits look at a red truck.,Men in suits looking at food.,2
3_15958a,0.25,A horse rider struggles to stay on their mount.,A rider getting on a horse.,2
3_15958b,0.0,A horse rider struggles to stay on their mount.,A rider positions themselves on a horse.,1
3_15958c,0.0,A horse rider struggles to stay on their mount.,A rider almost falls off their horse.,0
2_15153a,0.5,a guy in a blue shirt is pulling something.,A guy drags a giant shoe around.,2
2_15153b,0.0,a guy in a blue shirt is pulling something.,A person pulling something.,1
2_15153c,0.25,a guy in a blue shirt is pulling something.,A man pulls an oject.,0
1_9852a,0.75,A man and a woman standing by a building next to some trolley tracks.,A couple is passing away from a building .,2
1_9852b,0.5,A man and a woman standing by a building next to some trolley tracks.,A couple is standing near some trolley tracks.,0
1_9852c,0.5,A man and a woman standing by a building next to some trolley tracks.,A couple is standing by a building.,1
3_18996a,0.25,Construction workers are putting up a building foundation.,The construction workers are using specific floor plans.,0
3_18996b,0.75,Construction workers are putting up a building foundation.,The construction workers are working outdoors.,1
3_18996c,0.0,Construction workers are putting up a building foundation.,The construction workers are all untrained.,2
3_6999a,0.75,A man is mashing something between two pieces of wood.,A man is carving the wood into a figurine.,2
3_6999b,0.0,A man is mashing something between two pieces of wood.,A man is pressing flowers with the wooden blocks.,1
3_6999c,0.5,A man is mashing something between two pieces of wood.,A man is looking at the wood.,0
4_22318a,0.5,a little girl is sticking her hand out to give marathon runners a high-five,A child gives the high five to a competitor in a race.,0
4_22318b,0.5,a little girl is sticking her hand out to give marathon runners a high-five,A child yells at passing people.,2
4_22318c,0.5,a little girl is sticking her hand out to give marathon runners a high-five,A child greets people at a race during the day.,1
0_6571a,0.0,Three shirtless boys are playing in the water.,children playing in a pool,0
0_6571b,0.75,Three shirtless boys are playing in the water.,properly clothed children swimming,2
0_6571c,0.75,Three shirtless boys are playing in the water.,children playing hockey,2
4_17164a,0.0,A young girl walks among vegetation and flowers.,martial arts demonstration,0
4_17164b,0.25,A young girl walks among vegetation and flowers.,they are girls there too,2
4_17164c,0.75,A young girl walks among vegetation and flowers.,the skateboard was black,1
3_14248a,0.0,The white dog is on its back in the sand with paws in the air.,The white dog is taking a walk with his owner.,2
3_14248b,0.75,The white dog is on its back in the sand with paws in the air.,The white dog is in the sand sleeping.,1
3_14248c,0.0,The white dog is on its back in the sand with paws in the air.,The white dog is in the sand lying face up.,0
3_23669a,0.0,A logger cutting down a large tree trunk in barren woods.,The man cuts logs for a living.,0
3_23669b,0.75,A logger cutting down a large tree trunk in barren woods.,The trees are all luscious and green.,2
3_23669c,0.5,A logger cutting down a large tree trunk in barren woods.,The trees are all dead.,1
0_22577a,0.5,Jets perform an aerial show complete with skywriting.,Jets crash during an aerial show,2
0_22577b,0.75,Jets perform an aerial show complete with skywriting.,Jets perform a stunning aerial show with writing,1
0_22577c,0.25,Jets perform an aerial show complete with skywriting.,Jets perform an aerial show writing letters in the sky,0
4_11826a,0.25,Man serving beer from tap as woman stands by.,The man spilled the beer,1
4_11826b,0.0,Man serving beer from tap as woman stands by.,The woman is waiting for her beer,0
4_11826c,0.75,Man serving beer from tap as woman stands by.,The man drank the beer,2
4_16753a,0.75,A bunch of people at a campaign listening to a speaker.,The people are listening to a rock concert.,2
4_16753b,0.5,A bunch of people at a campaign listening to a speaker.,The people are at a campaign rally.,0
4_16753c,0.25,A bunch of people at a campaign listening to a speaker.,The group of people are listening to him campaign.,1
4_8499a,0.5,"Two centers, one wearing white and the other yellow, face off in a National Hockey League game.",Two players are put in penalty after fighting at a hockey game.,2
4_8499b,0.5,"Two centers, one wearing white and the other yellow, face off in a National Hockey League game.",Two players are fighting with each other at the hockey game.,1
4_8499c,0.25,"Two centers, one wearing white and the other yellow, face off in a National Hockey League game.",Two players are trying to get the puck in a hockey game.,0
3_10024a,0.0,A man in a green sweater pushes a toddler wearing red boots on a swing.,The park was full of kids.,2
3_10024b,0.0,A man in a green sweater pushes a toddler wearing red boots on a swing.,The toddler was being pushed on the swing.,1
3_10024c,0.0,A man in a green sweater pushes a toddler wearing red boots on a swing.,The daddy was pushing his daughter on the swing.,0
4_23741a,0.0,A man jumps into a bed that is set up on a public walkway.,A woman falls asleep on a bed in a public walkway.,1
4_23741b,0.0,A man jumps into a bed that is set up on a public walkway.,A female leaps on a bed in a public walkway.,0
4_23741c,0.25,A man jumps into a bed that is set up on a public walkway.,A man jumps on to a bed in a public walkway.,2
2_23043a,0.5,Monks are gathering for a ceremony.,The monks all are drinking beer.,2
2_23043b,0.75,Monks are gathering for a ceremony.,The monks are preforming the ceremony.,1
2_23043c,0.0,Monks are gathering for a ceremony.,The monks all have they're head shaved.,0
1_26155a,0.0,A taxi driver rests one of his hands on his forehead and another on the head of the passenger seat.,Taxi driver looking over his shoulder to go in reverse,-1
1_26155b,0.0,A taxi driver rests one of his hands on his forehead and another on the head of the passenger seat.,Taxi driver waiting on someone,0
1_26155c,0.25,A taxi driver rests one of his hands on his forehead and another on the head of the passenger seat.,Taxi driver crying,2
4_26810a,0.5,"Man in straight jacket trying to get loose, standing in front of child with Jenga blocks.",A maniac is out of his stright jacket.,2
4_26810b,0.75,"Man in straight jacket trying to get loose, standing in front of child with Jenga blocks.",A lunatic is trying to break free as a child plays.,1
4_26810c,0.5,"Man in straight jacket trying to get loose, standing in front of child with Jenga blocks.",A lunatic is attempting to break free to kill a child.,1
4_22251a,0.25,A man with a mustache sits in front of a small computer.,A man working on a computer.,0
4_22251b,0.5,A man with a mustache sits in front of a small computer.,A man making coffee.,2
4_22251c,0.75,A man with a mustache sits in front of a small computer.,A man using a laptop.,1
4_11398a,0.5,A group of children watching a man do a bicycle stunt.,Children riding cycles,2
4_11398b,0.0,A group of children watching a man do a bicycle stunt.,Children watching  cycles,1
4_11398c,0.25,A group of children watching a man do a bicycle stunt.,Children like stunt,0
4_9570a,0.5,Asian children playing by a rail.,There were a group of kids from another country running around.,1
4_9570b,0.75,Asian children playing by a rail.,There were children that were unattended playing in an unsafe area.,1
4_9570c,0.25,Asian children playing by a rail.,"There was a group of small, oriental kids messing around by a banister.",0
2_1535a,0.75,A very happy looking young woman preparing a snack.,A lady is enjoying her snack,0
2_1535b,0.25,A very happy looking young woman preparing a snack.,Snack preparing her,2
2_1535c,0.75,A very happy looking young woman preparing a snack.,A lady is enjoying her snack she prepared for herself,1
2_17611a,0.75,a climber is reaching for a large crack in the rock face.,A cragsman scales a large rock.,0
2_17611b,0.75,a climber is reaching for a large crack in the rock face.,A climber stands on top of a big rock,2
2_17611c,0.25,a climber is reaching for a large crack in the rock face.,A mountaineer is climbing.,1
0_14175a,0.5,A little girl is playing tennis or bad-mitten.,The little girl is outside,0
0_14175b,0.25,A little girl is playing tennis or bad-mitten.,The little girl has a racket.,1
0_14175c,0.0,A little girl is playing tennis or bad-mitten.,The little girl is hitting her brother.,2
4_8371a,0.75,Asian police in blue uniforms are standing in front of a construction site.,There is an Asian police officer.,0
4_8371b,0.5,Asian police in blue uniforms are standing in front of a construction site.,There are police officers protecting a construction site.,1
4_8371c,0.25,Asian police in blue uniforms are standing in front of a construction site.,There are police officers harassing citizens.,2
1_18141a,0.0,A man on stage shows his cue card to his friend.,Two friends are in a play.,2
1_18141b,0.75,A man on stage shows his cue card to his friend.,A man is looking at his friend.,0
1_18141c,0.5,A man on stage shows his cue card to his friend.,A man stands in front of an audience.,1
4_20120a,0.75,The black and brown dog with a red collar bites the brown dog.,The dog is filming a scene in a movie.,1
4_20120b,0.25,The black and brown dog with a red collar bites the brown dog.,The dog is mean.,0
4_20120c,0.5,The black and brown dog with a red collar bites the brown dog.,The man is biting the dog.,2
0_22086a,0.0,multicolored statue on a multicolored bike.,The bike is colorful.,1
0_22086b,0.0,multicolored statue on a multicolored bike.,There is a vehicle in the outdoor.,-1
0_22086c,0.75,multicolored statue on a multicolored bike.,a man is driving the bike.,2
2_25758a,0.25,A child is either screwing or unscrewing a screw on a machine.,A child is screwing the bolts.,0
2_25758b,0.25,A child is either screwing or unscrewing a screw on a machine.,A child got a cut from the machine.,2
2_25758c,0.0,A child is either screwing or unscrewing a screw on a machine.,A child is playing with screws.,1
4_783a,0.25,Two men staring into space.,People are looking at the cosmos.,1
4_783b,0.75,Two men staring into space.,The men are in an underground bunker.,2
4_783c,0.5,Two men staring into space.,The men are looking up at the sky.,0
0_23573a,0.0,Four men working together trying to get a banner of Luciano on top of a building.,Four men are demonstrating on top of a building.,2
0_23573b,0.5,Four men working together trying to get a banner of Luciano on top of a building.,Four men show their support of Luciano.,1
0_23573c,0.75,Four men working together trying to get a banner of Luciano on top of a building.,Four men are working way up there.,0
4_10263a,0.5,Three men in suits are posing for a photo with their hands together.,The men are inside a pool.,2
4_10263b,0.5,Three men in suits are posing for a photo with their hands together.,The men are all swimmers.,1
4_10263c,0.75,Three men in suits are posing for a photo with their hands together.,The men are all standing with their hands together.,0
4_17650a,0.5,A guy rides a converted bicycle towards a firetruck.,A bicyclist is riding his covered bike.,0
4_17650b,0.5,A guy rides a converted bicycle towards a firetruck.,A man is cycling towards a fire.,1
4_17650c,0.25,A guy rides a converted bicycle towards a firetruck.,A man is biycling toward a big building.,2
3_9568a,0.0,"A child's hands with purple sleeves, uses alligator clips.",A child playing with alligator clips.,1
3_9568b,0.75,"A child's hands with purple sleeves, uses alligator clips.",A child modifies his clothes.,0
3_9568c,0.75,"A child's hands with purple sleeves, uses alligator clips.",A child with purple pants puts alligator clips in her pocket.,2
0_25784a,0.75,A white dog is leaping over a tree stump.,the dog is taking a walk with its owner,1
0_25784b,0.25,A white dog is leaping over a tree stump.,the dog is running,0
0_25784c,0.75,A white dog is leaping over a tree stump.,the dog has been inside all day,2
2_17361a,0.75,A man in a coat is walking across a city street during a snowstorm.,its snowing outside and hes crossing the street,0
2_17361b,0.75,A man in a coat is walking across a city street during a snowstorm.,he is in cancun,2
2_17361c,0.0,A man in a coat is walking across a city street during a snowstorm.,he is shoveling,2
3_1498a,0.0,A man with dirty feet is resting on a window ledge and his shoes lay beside him.,The man has very recently washed his feet.,2
3_1498b,0.25,A man with dirty feet is resting on a window ledge and his shoes lay beside him.,The man isn't wearing shoes.,0
3_1498c,0.25,A man with dirty feet is resting on a window ledge and his shoes lay beside him.,The man is relaxing.,1
0_24189a,0.5,a boy carries a teenager on his back.,The kids are going for a run.,2
0_24189b,0.75,a boy carries a teenager on his back.,The brothers are horsing around.,1
0_24189c,0.75,a boy carries a teenager on his back.,The teenager is riding on the boy's back.,0
2_3998a,0.5,A woman putts a ball that has water flying off of it.,A woman sinks a ball into the basket and wins the game.,2
2_3998b,0.0,A woman putts a ball that has water flying off of it.,A woman plays golf after it had just rained.,0
2_3998c,0.25,A woman putts a ball that has water flying off of it.,A woman plays a game of golf and hits a ball out of the water.,1
0_19845a,0.75,Workers are putting linens in colored water.,Workers are on break at the job.,2
0_19845b,0.0,Workers are putting linens in colored water.,Workers are putting linens in colorful paint.,1
0_19845c,0.0,Workers are putting linens in colored water.,Workers are putting fine linens in creative colored water.,0
4_468a,0.25,there are three cars at a four-way cross.,All of the cars have flat tires.,2
4_468b,0.0,there are three cars at a four-way cross.,Some of the cars are stopped.,0
4_468c,0.25,there are three cars at a four-way cross.,Some of the cars are moving.,1
1_17730a,0.75,A nun is grabbing a bite to eat.,This lady is buying a sandwich.,1
1_17730b,0.5,A nun is grabbing a bite to eat.,The person depicted here is extremely irreligious.,2
1_17730c,0.75,A nun is grabbing a bite to eat.,The woman here is probably kind of hungry.,0
3_24622a,0.5,Two people sparring in a ring.,Two people are boxing.,0
3_24622b,0.75,Two people sparring in a ring.,Two people are jumping rope in a ring.,2
3_24622c,0.75,Two people sparring in a ring.,People are preparing for a fight.,1
3_3363a,0.75,A broad shot of a busy street in a lull,There are very few pedestrians walking on the street.,1
3_3363b,0.25,A broad shot of a busy street in a lull,There is very little traffic on the street.,0
3_3363c,0.75,A broad shot of a busy street in a lull,The street is very busy with lots of traffic.,2
3_7893a,0.25,An artist is painting at an art fair while a woman and a man talk in the background and several people walk by.,The artist is painting while the man talks to him,1
3_7893b,0.5,An artist is painting at an art fair while a woman and a man talk in the background and several people walk by.,The artists is painting a big fat man,2
3_7893c,0.0,An artist is painting at an art fair while a woman and a man talk in the background and several people walk by.,An artist IS painting a woman,0
2_23497a,0.5,A female figure skater in a red jacket is practicing her moves.,A PERSON IS AT A SKATING ARENA,0
2_23497b,0.0,A female figure skater in a red jacket is practicing her moves.,A PERSON IN RED IS JUMPING IN THE AIR,1
2_23497c,0.5,A female figure skater in a red jacket is practicing her moves.,THE FEMALE SKATER IS WEARING BLUE,2
2_27690a,0.5,a racer in a blue car towing a man in a black suit on the street,There is a strand connecting the blue car a vehicle occupied by the man in the suit.,0
2_27690b,0.0,a racer in a blue car towing a man in a black suit on the street,The man in the suit is in a truck.,1
2_27690c,0.25,a racer in a blue car towing a man in a black suit on the street,The rope from the car is around the man's neck.,2
0_13498a,0.25,A man in an orange jacket and white hat looks off-camera.,A man smiling at the camera,1
0_13498b,0.5,A man in an orange jacket and white hat looks off-camera.,A man wearing orange hat and just walking,2
0_13498c,0.0,A man in an orange jacket and white hat looks off-camera.,A man giving pose to a camera,0
2_6022a,0.0,A man in orange snowboarding away from the camera.,A man is snowboarding in cold weather.,0
2_6022b,0.75,A man in orange snowboarding away from the camera.,A man is snowboarding on water.,2
2_6022c,0.25,A man in orange snowboarding away from the camera.,The snowboarding man is older than age twenty.,1
4_15000a,0.25,Woman with red-hair and red shirt examines food in bowls.,auburn haired woman inspecting bowls,0
4_15000b,0.25,Woman with red-hair and red shirt examines food in bowls.,woman eating food from bowls,1
4_15000c,0.25,Woman with red-hair and red shirt examines food in bowls.,blonde girl in a restaurant,2
3_11186a,0.5,two men in a ring getting ready to fight.,Two racelers were ready for fight.,0
3_11186b,0.75,two men in a ring getting ready to fight.,Two men were in quarel.,2
3_11186c,0.75,two men in a ring getting ready to fight.,Two racelers were fighting.,1
4_10083a,0.0,A group of people is traveling through a terminal with moving walkways.,The group of people are riding the moving walkways.,1
4_10083b,0.25,A group of people is traveling through a terminal with moving walkways.,A group of people are at an airport.,0
4_10083c,0.5,A group of people is traveling through a terminal with moving walkways.,The group of people are boarding a bus.,2
3_587a,0.0,A city street scene with the backs of a woman crossing the street and a bicyclist.,"there was an accident, a female and a bicyclist identified",0
3_587b,0.25,A city street scene with the backs of a woman crossing the street and a bicyclist.,female took lift from bicyclist,2
3_587c,0.75,A city street scene with the backs of a woman crossing the street and a bicyclist.,police officer was there,1
1_6374a,0.0,Basketball players participate in a game.,There are men and women on the court with numerous balls.,2
1_6374b,0.0,Basketball players participate in a game.,There are five men playing ball on the court.,0
1_6374c,0.5,Basketball players participate in a game.,There are five men engaging in a sport with at least one ball.,1
2_4424a,0.25,Two workers in orange and black set up bubble,TWO MEN HAD SEX  ON THE GROUND,2
2_4424b,0.25,Two workers in orange and black set up bubble,THE BUBBLE WAS SET UP BY TWO MEN,0
2_4424c,0.5,Two workers in orange and black set up bubble,TWO MEN IN COLORED UNIFORMS SET UP THE BUBBLE AND ATE,1
0_11437a,0.25,A man wearing a green sweatshirt stands and looks into space.,A man watching his feet.,2
0_11437b,0.0,A man wearing a green sweatshirt stands and looks into space.,A man outside looking up.,1
0_11437c,0.5,A man wearing a green sweatshirt stands and looks into space.,A man staring at the sky.,0
2_16220a,0.5,Two men with oars sitting on a pontoon boat.,captain jack sparrow is a pirate,2
2_16220b,0.0,Two men with oars sitting on a pontoon boat.,two men want to row a boat together,0
2_16220c,0.5,Two men with oars sitting on a pontoon boat.,two men are trying to escape on a boat,1
2_14026a,0.5,a man reads his newspaper while selling fruit.,A MAN IS SELLING ORANGES,1
2_14026b,0.25,a man reads his newspaper while selling fruit.,A MAN IS SELLING TOYS,2
2_14026c,0.0,a man reads his newspaper while selling fruit.,A MAN IS WORKING AT HIS CART,0
1_22263a,0.75,A man is holding a baby and a gun while a woman looks on smiling.,A man shotted the baby with the gun.,2
1_22263b,0.75,A man is holding a baby and a gun while a woman looks on smiling.,There are people in outdoors.,0
1_22263c,0.0,A man is holding a baby and a gun while a woman looks on smiling.,A man holding a baby with a gun.,1
2_3963a,0.0,A man wearing safety gear is using a weed whacker.,The man is cleaning his yard.,0
2_3963b,0.5,A man wearing safety gear is using a weed whacker.,The man  is trimming his hedges.,1
2_3963c,0.25,A man wearing safety gear is using a weed whacker.,The man is ready to commit a crime.,2
4_996a,0.75,Older man sleeping on an old couch near parked cars.,The man is homeless,1
4_996b,0.5,Older man sleeping on an old couch near parked cars.,The man is outside,0
4_996c,0.0,Older man sleeping on an old couch near parked cars.,The man has a home,2
2_8936a,0.75,Two men are hunched over something at what appears to be a large group picnic.,Two men are eating an outside meal.,0
2_8936b,0.25,Two men are hunched over something at what appears to be a large group picnic.,The men are finished with their meal.,2
2_8936c,0.75,Two men are hunched over something at what appears to be a large group picnic.,More people are on their way to the picnic.,1
0_300a,0.75,An adult Australian Shepherd follows behind a running Australian Shepherd puppy.,Two dogs are running outside.,0
0_300b,0.0,An adult Australian Shepherd follows behind a running Australian Shepherd puppy.,A puppy is running towards its owner.,-1
0_300c,0.5,An adult Australian Shepherd follows behind a running Australian Shepherd puppy.,An adult dog is running after a kitten.,2
2_1175a,0.0,"Two men with suits attending a wedding, one of them is standing behind a video camera.",Two men steal equipment from a wedding photographer.,1
2_1175b,0.25,"Two men with suits attending a wedding, one of them is standing behind a video camera.",A man video tapes another man at a wedding.,0
2_1175c,0.75,"Two men with suits attending a wedding, one of them is standing behind a video camera.",A video camera captures an all female wedding party.,2
4_6700a,0.0,A woman is predicting the future of someone by palm reading.,The woman is at work.,0
4_6700b,0.5,A woman is predicting the future of someone by palm reading.,The palm reader is mid-scam.,1
4_6700c,0.5,A woman is predicting the future of someone by palm reading.,Two people are on a date.,2
4_3438a,0.5,Workers in hard hats perform work on pathway.,Construction workers are making a path.,0
4_3438b,0.25,Workers in hard hats perform work on pathway.,Workers are pouring concrete.,1
4_3438c,0.25,Workers in hard hats perform work on pathway.,Workers are fixing the Hollywood walk of fame.,2
1_7833a,0.5,A young person sits in front of a picture in a fast food restaurant while an employee cleans nearby.,A young person sits in front of picture to sleep there.,1
1_7833b,0.25,A young person sits in front of a picture in a fast food restaurant while an employee cleans nearby.,The location is a fast food restaurant to eat.,0
1_7833c,0.0,A young person sits in front of a picture in a fast food restaurant while an employee cleans nearby.,Employee and youn person are thick friends.,2
1_20968a,0.75,The man in the yellow gear is about to repel from a high distance.,The man in yellow is on a mountain top photographing the sunset.,2
1_20968b,0.75,The man in the yellow gear is about to repel from a high distance.,The man in yellow is not afraid of heights.,1
1_20968c,0.0,The man in the yellow gear is about to repel from a high distance.,The man in yellow gear is harnessed with ropes.,0
0_19220a,0.5,A blond-hair toddler on her hands and knees in front of a door.,A toddler is walking over to the door.,2
0_19220b,0.5,A blond-hair toddler on her hands and knees in front of a door.,The toddler is inside the house.,1
0_19220c,0.25,A blond-hair toddler on her hands and knees in front of a door.,A toddler is on all fours.,0
4_1087a,0.25,Snowboarder in a striped shirt going off a ramp in front of a crowd.,the snowboarder is wearing a jacket.,2
4_1087b,0.0,Snowboarder in a striped shirt going off a ramp in front of a crowd.,It is snowing,0
4_1087c,0.5,Snowboarder in a striped shirt going off a ramp in front of a crowd.,The snowboarder is doing tricks.,1
3_15498a,0.25,"A street intersection with a building that says ""swatch.""",The street is carpeted.,2
3_15498b,0.25,"A street intersection with a building that says ""swatch.""",There are signs along the street.,1
3_15498c,0.0,"A street intersection with a building that says ""swatch.""",The street is paved.,0
2_9031a,0.0,Kids in t-shirts stand on a wet deck.,The kids play with decks of cards wet from spilled soda.,2
2_9031b,0.25,Kids in t-shirts stand on a wet deck.,The children are wet also.,1
2_9031c,0.25,Kids in t-shirts stand on a wet deck.,The children are on an elevated platform made of slats of wood.,0
1_9080a,0.5,An elder female in a long coat holding an animal with another one behind her.,The woman has two pets.,0
1_9080b,0.25,An elder female in a long coat holding an animal with another one behind her.,The woman walks her dog.,1
1_9080c,0.0,An elder female in a long coat holding an animal with another one behind her.,The lady carries two animals.,2
2_26574a,0.5,One female and one male playing a game of bowling,Team are playing games,1
2_26574b,0.75,One female and one male playing a game of bowling,women selling,2
2_26574c,0.25,One female and one male playing a game of bowling,Bowling by team players,0
2_12875a,0.0,a young girl with long brown hair holding a black and red striped stick.,The girl with the brown hair has something.,1
2_12875b,0.25,a young girl with long brown hair holding a black and red striped stick.,A young kid has a broom that is brown.,2
2_12875c,0.25,a young girl with long brown hair holding a black and red striped stick.,The girl is young with brown hair has a candly cane looking stick.,0
1_19901a,0.75,A group of men setting at a booth listening to the man standing in a black coat.,The group of men are sitting in a restaurant.,1
1_19901b,0.5,A group of men setting at a booth listening to the man standing in a black coat.,A group of men are listening to a man while sitting at a booth.,0
1_19901c,0.25,A group of men setting at a booth listening to the man standing in a black coat.,The group of men are standing by the booth.,2
0_26903a,0.25,A woman is smiling in a park,happy woman in park smiling,0
0_26903b,0.25,A woman is smiling in a park,happy woman in park,1
0_26903c,0.0,A woman is smiling in a park,women in blue shirt,2
2_994a,0.5,A girl with glasses listening to earbuds.,Cindy had her earbuds on.,1
2_994b,0.0,A girl with glasses listening to earbuds.,The music was loud.,2
2_994c,0.5,A girl with glasses listening to earbuds.,Cindy had her earbuds on listening to music.,0
0_22149a,0.0,A man in an automobile holding a white and green plastic cup smiles at the camera.,there are some drinks in white and green plastic cups and a boy is distributing it and smiling,0
0_22149b,0.5,A man in an automobile holding a white and green plastic cup smiles at the camera.,there is a man in sad mood,2
0_22149c,0.75,A man in an automobile holding a white and green plastic cup smiles at the camera.,there are people drinking soft drink in colourful cups,1
0_4019a,0.5,A man and woman performing a dance with the woman on top of the man's shoulder.,the lady sits on him as they dance.,0
0_4019b,0.75,A man and woman performing a dance with the woman on top of the man's shoulder.,the man is sitting on her shoulder as they dance.,2
0_4019c,0.0,A man and woman performing a dance with the woman on top of the man's shoulder.,they are dancing together.,1
1_6308a,0.75,An older man grills on a festive occasion where a gift sits in the background.,The old lady watches the old man.,2
1_6308b,0.0,An older man grills on a festive occasion where a gift sits in the background.,"The older man brought a gift to the party, then begins to  grilling the food.",0
1_6308c,0.25,An older man grills on a festive occasion where a gift sits in the background.,The old man bbq's.,1
2_12562a,0.75,A man plays his guitar in a park while people sit on benches.,He has a hat on the ground to collect tips from the watchers.,1
2_12562b,0.0,A man plays his guitar in a park while people sit on benches.,The man is serenading people in the park.,0
2_12562c,0.5,A man plays his guitar in a park while people sit on benches.,The man is carrying a guitar in a case through the park.,2
0_12236a,0.75,A teacher in white and a little girl wearing a yellow dress playing with building block.,the teacher is playing with her stuent.,0
0_12236b,0.5,A teacher in white and a little girl wearing a yellow dress playing with building block.,the teacher is sitting down with her student,1
0_12236c,0.75,A teacher in white and a little girl wearing a yellow dress playing with building block.,the teacher is singing,2
1_19093a,0.75,A hot air balloon touching down with a man's shadow in the background.,A hot air balloon is on the ground.,0
1_19093b,0.75,A hot air balloon touching down with a man's shadow in the background.,A hot air balloon is landing on the ground with people in it.,1
1_19093c,0.0,A hot air balloon touching down with a man's shadow in the background.,A hot air balloon is in the sky.,2
1_16903a,0.5,A few men looking at a sidewalk vendor in a shopping mall selling colorful flowers in pots.,The men are interested in the goods.,1
1_16903b,0.0,A few men looking at a sidewalk vendor in a shopping mall selling colorful flowers in pots.,The flowers have already been planted.,0
1_16903c,0.25,A few men looking at a sidewalk vendor in a shopping mall selling colorful flowers in pots.,The vendor rents space in the shopping mall.,2
0_4235a,0.75,man sitting down playing chess alone,The man is moving a pawn.,1
0_4235b,0.5,man sitting down playing chess alone,The man is upright.,2
0_4235c,0.0,man sitting down playing chess alone,The man is his own opponent.,0
1_22410a,0.0,A man wearing sunglasses in a backhoe dumps dirt onto the ground.,The man is working on a project.,0
1_22410b,0.75,A man wearing sunglasses in a backhoe dumps dirt onto the ground.,The man is filling a hole.,1
1_22410c,0.5,A man wearing sunglasses in a backhoe dumps dirt onto the ground.,The man is wearing a dress.,2
1_1158a,0.25,A professor or student presents himself in front of other students.,He is naked.,1
1_1158b,0.0,A professor or student presents himself in front of other students.,He is instructing the students.,0
1_1158c,0.75,A professor or student presents himself in front of other students.,He is in charge.,1
2_20844a,0.25,This wall makes a great resting place while hiking through historic views.,A large wall blocks all the entire view.,1
2_20844b,0.75,This wall makes a great resting place while hiking through historic views.,Some hikers rest and take in the views.,1
2_20844c,0.5,This wall makes a great resting place while hiking through historic views.,A wall is near a hiking trail.,0
0_12913a,0.75,Snowboarder jumps off rail over snowpile.,A snowboarder is stunting incorrectly.,1
0_12913b,0.75,Snowboarder jumps off rail over snowpile.,A snowboarder is doing stunts over the rail.,0
0_12913c,0.5,Snowboarder jumps off rail over snowpile.,Snowboarder is in Hawaii.,2
3_22258a,0.0,A girl wearing blue water googles is being splashed in the face with water by a fellow swimmer.,A girl is swimming in a pool.,0
3_22258b,0.75,A girl wearing blue water googles is being splashed in the face with water by a fellow swimmer.,A girl is swimming in  a bathtub.,2
3_22258c,0.75,A girl wearing blue water googles is being splashed in the face with water by a fellow swimmer.,A girl is swimming in the deep end of the pool.,1
2_10800a,0.5,A man and a woman resting after exercise.,A couple takes a break after some vigorous cardio.,1
2_10800b,0.25,A man and a woman resting after exercise.,A couple resting.,0
2_10800c,0.25,A man and a woman resting after exercise.,A couple mid strength training.,2
4_27881a,0.25,A dog jumps out of a creek.,The dog shakes and soaks his owner.,1
4_27881b,0.75,A dog jumps out of a creek.,A dog is playing in water.,0
4_27881c,0.0,A dog jumps out of a creek.,The dog chases a stick.,2
1_8408a,0.75,"A child driving his Power Wheels car down the street, followed by his Dad.",A father and son play outside.,0
1_8408b,0.75,"A child driving his Power Wheels car down the street, followed by his Dad.",The car is a simulation of a jeep.,1
1_8408c,0.5,"A child driving his Power Wheels car down the street, followed by his Dad.",The childs father died last week.,2
3_26889a,0.75,a lone bicyclist wearing a helmet jumping a graffitied concrete ramp.,The guy on the bike had on a baseball hat.,2
3_26889b,0.0,a lone bicyclist wearing a helmet jumping a graffitied concrete ramp.,The boy jumped the concrete ramp.,0
3_26889c,0.25,a lone bicyclist wearing a helmet jumping a graffitied concrete ramp.,The bicyclist was wearing a helmut.,1
1_26158a,0.5,Two asian men are inspecting baggies of fish in water that are for sale.,These two Asian men are inspectors.,1
1_26158b,0.5,Two asian men are inspecting baggies of fish in water that are for sale.,Asian men are inspecting fresh fish that is for sale.,0
1_26158c,0.75,Two asian men are inspecting baggies of fish in water that are for sale.,There are two Asian men eating fish,2
0_24974a,0.5,A man on stilts stands in front of a line of drummers.,Some guy on the stilts blocks the line of drummers.,1
0_24974b,0.25,A man on stilts stands in front of a line of drummers.,The guy on stilts would like to dance.,2
0_24974c,0.0,A man on stilts stands in front of a line of drummers.,The man on stilts has a performance coming up.,0
