premise,hypothesis,label
a brown dog is walking in the snow between some pine trees.,A dog prances in the snow outside.,0
A woman with floppy brown hair in red playing an electric guitar.,Black hair woman are not known to play electric guitar.,2
"A man wearing a green coat and plaid scarf, is wearing spectacles and reading a book behind a blue backdrop.",The man didnt know how to read,2
Man in a red shirt making a formal presentation.,Man in blue shirt is speaking.,2
A performance going on that consists of a woman and two men standing by trains and talking.,People are talking to each other.,0
Two men are here and working together at the John Deere 7200 type of machine or vehicle outside in the open air.,Two men are working hard on there farm.,1
A skateboarder catches air over a dumpster as one friend observes and the other friend jests.,a skateboarder goes through the air,0
Some construction workers are taking a break.,There constructions workers are eating lunch,1
A group of people splashing water over the head of someone in a chair.,A crowd dumps water over someone's head.,0
A young boy laughs while splashing in the ocean.,A boy is laughing,0
Many people are in a group and walking in between two trains.,a group walking between trains,0
A person riding a snowmobile on large amounts of snow.,A person races a snowmobile in alaska.,1
Several people are seated in chairs at a restaurant with cups of coffee in saucers and food set in front of them.,People are at the restaurant.,0
One man in a suit is holding a glass while another man wearing black is holding some paper.,A well dressed man and a man dressed in black holding objects,0
A fat old man rests his chin on his belly in a curved station bench.,the pig is green,2
A person is running on a wooded street with the sun in the background.,A person enjoying his morning job.,1
A group of seven people posing for a picture in a bar.,A group of friends take a picture together,0
a group of people sitting at a sporting event.,Some people watch a ballgame.,1
A welder dressed in a green jacket and wearing protective gloves and a welding helmet welds some metal.,A tall human welding,1
A smiling man and a boy with a backpack on are walking on a sidewalk.,There are two people walking.,0
A blond woman pours liquid into a glass; there are many bottles behind her and a jack-o-lantern in front of her.,A blond woman pours gasoline into a bonfire.,2
"A young female is sitting in a chair on the beach, while reading a book with her feet in the sand.",A female sits on a chair whilst reading a book on the beach.,0
Several people in matching biking outfits are standing with their bicycles.,A single person is riding their bike alone along the beach.,2
Several video cameras lined up behind a concrete wall.,Cameras are near a wall capturing the events outside.,1
A woman in a blue blouse leans over a pool table with her cue in hand and an eight ball on the table.,A women is is about to miss a shot on the pool table.,1
A dark dog jumps out of the water and onto the grass.,The dog jumps into the water.,2
The boat has two large masts.,The boat has two large masts for sailing,1
"A dog jumps high, with its mouth open.",A dog jumping to catch a ball.,1
Two children are standing in a dirt lot with brush and mountains in the background.,The kids are swimming in a lake.,2
A black woman waring a yellow smock in an office.,A black woman wearing a yellow smock is in the office.,0
A man sets up a video camera before a football game.,The man does not attend games.,2
Four children in a fake egg having fun.,the egg was broken,2
A person in a blue shirt and hat working on a roof of a structure that is behind a fence.,The person in the blue shirt was eating lunch,2
Three girls wearing gray riding helmets are riding horses one behind another.,The three girls are riding in a car.,2
People are using conveyor belts to go up or down.,People riding conveyor belts.,0
"Many people are gathered in a small park, both sitting on benches and lounging on the grass.",A group of people gathered in a small park for a company picnic outside.,1
"A woman holds sticks attached to large striped banners, causing one to launch its banner in a wide loop through the air.",A woman washes the dishes in a kitchen sink.,2
Two people are sitting down making and wrapping donuts.,The two people making doughnuts are working.,0
a little girl in a yellow hat is sitting in the grass with her eyes closed and her hand up to her face.,The girl is having fun.,1
A child on a fake horse ride.,A child is riding on a fake horse.,0
An upside down man in a black shirt with red wristbands.,The man is swinging on a swing.,1
Back view of a woman painted a room red.,A woman is standing in a red room.,0
A young girl is preparing to blow on a dandelion in her hand.,The girl is making a model airplane.,2
A man in white shit uses laptop nest to a large monument.,a man is thinking about getting out of the white shit,1
"Shirtless man with gray hair and blue shorts, sitting on a stool at a table, next to a red beach chair and bicycle.",The man is at the beach having lunch.,1
Two men are sitting working on their computers.,Two men are sitting at their computers.,0
Two female dancers in matching uniforms dancing.,The two dancers are performing during halftime.,1
An enthusiastic little girl showing her skills on the drums.,A little girl enthusiastically show her drum skills after winning a competition.,1
"The two bare feet of gymnast are seen balancing atop a large, red balance ball at a public event.",A gymnast shows her stuff at an Olympic event.,1
An asian woman in pink shirt is eating on the street.,A woman is wearing a potato sack outside.,2
A man is wearing a blue button down shirt and sunglasses.,The man is naked.,2
"A guitarist sits playing before microphones, while a man and a boy dance and a woman stands by.",A guitarist plays a special concert for a family for charity.,1
Four children drawing pictures on a large white canvas.,Four children are drawing pictures of cats on a large white canvas,1
A man sitting near piles of produce peeling a vegetable.,A man is peeling vegetables.,0
One soccer player is laying on the ground with his arms in the air whilst the other runs towards the ball.,A soccer player is standing up with his arms down.,2
A man in shorts is washing his boat in his driveway.,The man is cleaning his boat.,0
A female gymnast wearing a red leotard on a balance beam with arms raised over her head.,A person tries on socks.,2
Blond woman with blue shorts walks along beach carrying shoes in one hand.,The blond woman is outside at the beach.,0
"Two women, one older and one younger, laughing in a jacuzzi at a spa.",Two men are relaxing in the hot tub.,2
A little girl makes a goofy face and does a half push up in the grass.,The little girl is sitting down reading a book.,2
A man in a white hat is pointing with his right hand.,The man likes the color white.,1
"Attractive woman, Roller derby team ""Roller Girls"" stares, while fixing her shirt and holding a bag.",The woman is very ugly.,2
Three men work on a piece of equipment.,the men are working together,0
"Bicyclist riding on a grass field, wearing a red and yellow uniform, shades, and a helmet.",Someone is bicycling through a field.,0
A man in a denim jacket walks past an ornate stone arch.,A man wearing a jean jacket is walking past a stone arch.,0
Three musicians perform on their guitars while singing.,The people are playing the drums.,2
A man in a crowd blocking the sun from his eyes so that he can read a sign.,A man tries to read a sign.,0
A male playing a miniature guitar jumping in the air with his tongue sticking out.,A man joking with friends,1
A man wearing a hard hat is feeding brush into an industrial wood chipper.,A man is putting brush into a wood chipper.,0
A man is riding a horse in a rodeo and the horse is trying to buck him off.,The man is brushing down the horse as it drinks water at the trough.,2
A child is holding a bean.,A child holds a bean in his hand.,0
A boy with a long shorts and brown shirt and a blue bag on his bag is passing through a crowd of people with his green and white checkered umbrella.,The boy is walking through the crowd trying to find his parents in the rain.,1
"Black retriever stands in the grass, holding a bird in its mouth.",The dog caught a bird out of mid-air.,1
"With a line of trees behind him, a boy in a yellow jacket is shown jumping off a hay bale in different positions in his jump.",The boy is jumping off of a hay bale.,0
Three men sit next to each other and a woman walks toward their direction.,While three men are sitting next to each other a woman is walking towards their direction,0
four girls in a building playing with each other,Good humans playing.,1
A hired chef is cutting up some vegetables for gourmet finger foods at an outdoor wine tasting gathering.,a chef is cutting vegetables,0
People sit and relax next to a pool in a plaza.,"The pool is in a hotel, and these are guests.",1
Looking through a vehicle's windshield at a dog crossing the road.,A dog is walking outside.,0
"A yellow dog with a brown collar is in a field, and trying to catch a yellow and blue toy in its mouth.",A dog is playing on the beach with a tennis ball.,2
A young kid riding a dirt bike on a track.,A young kid is riding a dirt bike.,0
"A woman is standing in the forest, looking into the camera.",Woman in the woods,0
A young Asian girl in play clothes runs across a grassy field with bushes and fowl in the background.,The asian girl is having fun.,1
A man in brown pants has his picture enlarged and stretched.,A man wears a white shirt.,1
Two people look off the side of the boat.,The people on the boat saw fishes in the water.,1
Two kids walk down a wood path in a heavily wooded area.,Two girls walk down a wood path in a heavily wooded area.,1
A woman in a black shirt and gray shorts is about to release the bowling ball.,A woman is about to roll a ball.,0
A small black dog jumping over gates,A dog is running away.,1
A man in a black t-shirt and blue jeans is pulling himself up with his arms on a big iron structure.,A man in jeans is hanging from a large structure.,0
The people in this photo appear to be running or walking.,There are people in a picture driving down the street.,1
Two men participate in a match while wearing karate garb.,Two women participate in a match while wearing karate garb.,2
a girl in a yellow dress is standing on the pavement outside a store.,The girl in yellow is waiting for a bus.,1
a guy shaving his facial hair in the restroom.,The man is in his living room.,2
"A man with black and white face paint, wears a red hat as he sings into a microphone.",A man in face avoids all technology.,2
This is some sort of band or symphony practicing.,This is some sort of preforming arts group practicing.,0
An older man is pouring something out of a bag into the water.,A man pours something into the water.,0
A surfer on a red surfboard jumps over a high wave in the ocean.,The wave is full of seaweed,1
A small group of people sitting at a restaurant with a Guinness sign in the background.,A group of people asleep on the ground.,2
Five performers in black are on a stage lit by bright red stage lights.,Performers in black.,0
A man is sitting in a room spinning pottery.,A man is running through a field,2
A woman working next to the water.,woman working,1
A man with a walking stick standing against a building.,A man runs in the NY marathon.,2
An African with an old magnesium flash camera.,The person is using a camera.,0
a skateboarder jumps the stairs.,A young girl is flying in a helicopter.,2
A small crowd of people jumping into the air.,Some people stand still.,2
Person walking across a snow covered mountain.,the person is in a plane,2
There is a man lying in the sun next to the ocean.,A man is sitting on a bench at the playground.,2
People gather around a platform to celebrate.,People are celebrating something good.,0
Two men one bald one black headed are holding up a team player in a two piece running suit.,Two men kidnapp a team player.,2
A teenage girl in a blue shirt wears eye protection while watching a scientific experiment.,A girl admires her cake that she made for her home economics class.,2
A person is crossing the street at a crosswalk.,A person crossing a crosswalk while the light is red.,1
A man is walking down a deserted street.,The man walks down the empty street with his hand on his gun ready for trouble,1
Some men are working with hoses and water.,A group of men are doing work.,0
A dog is running on the beach.,A big dog runs.,1
A man painting a city scene.,The chef is making a sandwich.,2
people look out the window from the top of the empire state building.,People look at something curious on the side of the empire state building though a window.,1
Dog jumps to catch a Frisbee while people watch.,A dog jumped over three people to catch a frisbee.,1
A lady holding a green sign at a protest to support Children advocacy.,Some women were protesting for something.,1
A man cutting and skinning a fruit that has green skin.,The man is throwing the fruit against the wall.,2
Two men are speaking to each other.,Couple of mens are speaking in a meating.,1
A woman is observing a sample through a microscope.,A woman have microphone,0
"Three different people, all wearing light colored tops and dark pants, are taking pictures with their cameras.","The people are all modeling their clothes for one another, and are getting their pictures taken.",1
A man in mid- air while going down a sand-dune.,The man is doing an awesome trick.,1
"Young woman lifts arms in shadow, ocean and sunset in background.",the man is sledding,2
A barefoot man is pulling two adults and a child in a red rickshaw.,The man pulling the rickshaw is wearing penny loafers.,2
Woman sitting in the grass with many dogs around her.,A female dog walker took many dogs to a grassy park,1
Two women wearing skirts dance on a stage.,Two women smoking cigarettes on their break.,2
Alone on a deserted street.,Only person on a desolated road.,0
A young girl wearing a blue dress runs down a gravel road with a teddy bear.,A young girls is running down the road with her stuffed animal.,0
"A woman in a red sweater is resting her head on the shoulder of a man sitting next to her with a beard, blue jacket and jeans while riding public transportation.",A woman and a man are on a couch.,2
Two men wrestling outdoors in front of a crowd.,The angry men wrestled outdoors in front of a scared crowd.,1
"Two young women in denim, polo shirts and sandals walk together.",young ladies in jeans and sandals are walking,0
A teenage boy jumping over a railing.,A teenage boy being chased jumps over the railing.,1
A man in a blue uniform on rollerskates and a man in camouflage on skates compete in a ring.,A couple performing an ice dancing routine on ice skates.,2
A little boy pulling a toy through a fountain.,The boy is outside.,0
A man wearing a red t-shirt sweeps the sidewalk in front of a brick building.,A man is sweeping the sidewalk.,0
A boy wearing a Scottish kilt holding a large stick,a young girl chases a boy,2
A man dressed in a polka dot bikini top and skirt performs on a stage with several musicians.,a man is wearing a 2 piece bikini,1
A young lady in summer clothing walking and listening to music.,A woman in light clothing walks briskly with headphones.,1
A young woman holds a red and green pepper at a vegetable stand.,A young woman is swimming.,2
A middle eastern woman wearing a blue headscarf sits next to a boy in blue clothes.,A woman is wearing a blue headscarf.,0
A boy in a green shirt hold up a trashcan in front of people.,A white boy in a green shirt and jeans is holding up a trashcan.,1
The man in the gray shirt is jumping off of the sand dune.,The naked man is jumping.,2
Three african american women are dressed in bright orange and brown dresses and headscarves.,There are multiple people present.,0
A player in blue falls on his face during a field hockey match.,A player in blue is injured.,1
A rollerblader skates down a ramp with his arms in the air.,A rollerblader has his arms in the air.,0
A group of people in protective gear.,There are people wearing gear for a trip,1
Women in uniform walk across ancient ruins.,The women in normal clothing is walking to the store.,2
A woman in a beaded hat holding a sleeping baby.,A woman is wearing a hat.,0
"Woman and four little girls, near cake with candles.",It is a child's birthday and her friends and mom are singing.,1
Dozens of people are partying on a boat.,A crowd celebrates new years day on a boat.,1
A man in a blue shirt follows another man carrying a blue and black bag.,A man follows his father.,1
A woman taking off a large cloak revealing a extravagant dress,Female is revealing her gown that was hidden under her wrap.,0
Group of people illuminated by soft oil lantern light.,A man is walking down a street,2
A man with a lot of camera gear stands in front of a mountain scene.,A man is trying to collect optimal photography shots.,1
A little kid in a black shirt and striped pants is playing with the controls on a stove.,The kid is playing with the stove.,0
Two modern buildings made of glass and stone accent the setting.,Two glass and stone buildings accent the environment.,0
Getting together with family and friends.,Family and friends gather together.,0
A man and young girl eat a meal on a city street.,Two people are eating hot dogs on a city street.,1
A man and woman wearing Mickey Mouse ears stand in a crowd.,A couple dressed up as Mouseketeers are watching a parade.,1
A man in a plaid shirt exhales smoke on a crowded city street.,A person smokes in the city.,1
A man in a dark red tunic walks by a couple in black t-shirts while holding a wooden spear.,A spartan re-inactor walks by two tourists,1
A man is sitting on a couch under an expressway ledge.,A man is seated on a couch.,0
A bird with blue and white feathers and a long pointy beak is flying through the air.,A bird was flying south for the winter.,1
A man jumping his bicycle off dirt mounds is several feet in the air.,A man wrecked his bicycle.,2
A group of people are sitting next to each other with some wearing white shirts and blue vests with yellow sashes and the others wearing large fluffy white hats with a pink fluffy top.,Two dance teams sit next to each other.,1
A woman is standing in front of an atm machine in a casino.,A woman is standing near an ATM.,0
Girl asleep on a desk in a room filled with lots of junk.,The girl is sleeping.,0
"Inside a sunny room, an older woman in a blue shirt is handing a loaf of bread over a pile of bagged bread to a smiling woman with eyes closed, in flower shirt and duster sweater, as a man in a red shirt and glasses stands between them and watches.",An old woman hands a loaf of bread to a woman while a man watches.,0
A group of standing moped riders look off into the distance.,People are looking out into the distance.,0
Soccer players hold each other and face towards the crowd.,The players are being watched.,0
A man is giving his daughter a ride on a sledge with his motorcycle.,The mother is worried sick because she is afraid of motorcycles and her daughter is riding one right now.,1
A woman reading and having a drink sitting on a bench.,She is waiting for her husband to come home,1
A man wearing all black carrying a black trash bag is bending down to pick something up in a dirt lot.,A man is doing community service,1
A woman putts a ball that has water flying off of it.,A woman sinks a ball into the basket and wins the game.,2
A parachutist lands.,the person lands,0
Two women playing softball while one wearing purple is sliding to base while the other wearing white is trying to catch a ball.,three women are in a restaurant,2
A man washing windows on a red brick building.,A person washing windows.,0
a dog jumps onto the sidewalk.,A dog outdoors.,0
a group of school children walking around outside in their uniforms,The children are walking,0
"A man in a white polo shirt and blue jeans is facing to the left and playing a large blue video game which stands upon a wooden platform, upon which his right foot is resting.","Man playing a video game in his living room, while sitting on a couch.",2
A little girl holds a red balloon in front of a doorway.,A little girl stands in a doorway holding a red balloon.,0
Many men running in a race across grass.,Two men are playing tennis.,2
Two buildings beyond a concrete wall facing a walkway with a woman talking on a cellphone.,A woman talks to a friend on the phone while walking.,1
A cooking professional woman holds a grater in a kitchen setting.,The woman is a postmaster,2
Boys in life jackets on a watercraft.,The boys are on a raft.,1
A lady is jogging and a man is riding a bicycle.,A lady is jogging fast.,1
A man playing a guitar at a live event.,A man playing at a concert.,1
"This marketplace features multiple vendors selling fruits, vegetables, and other items.",Different types of food are presented.,0
A quiet marina with a handful of people.,People are relaxing near the water.,0
A little boy in yellow clothing running towards a blue house.,The boy is running home.,1
A man in a black shirt mans a sidewalk cafe facing the sidewalk in an urban area.,The man is cooking woodfired pizza on the sidewalk.,1
A crowd of people are standing around a yellow-suited musician.,A crowd of people are sitting.,2
A seated young woman in a hat is reading at a coffee shop.,Nobody is sitting,2
"With flowers in the foreground, a man in a blue striped shirt bikes past a large white building.","A man walks in the countryside, picking up flowers from the side of the road.",2
A dark-haired child is leaning on a desk with their head in their arms.,The child with dark hair is cradling their head on the desk.,0
Two very young girls in pink dance inside.,Two 10 year-old ballerinas perform an intricate dance while wearing pink tutus.,1
A person carrying an orange backpack is looking at the ruins.,A person looks at the empty sand dunes,2
Mother and son grin for the camera,A Woman and a boy poses for a camera.,0
A man with a bicycle standing behind some mailboxes.,A man with a unicycle stands in front of some mailboxes.,2
A female basketball player in a white uniform is shooting a free throw.,Basket ball player shotted a goal.,1
A man is playing a guitar and talking or singing into a microphone.,A man is playing to a small audience.,1
Man playing guitar on stage,he is performing music.,0
A intense looking dog is about to grab a ball in mid bounce.,The ball is yellow.,1
Young boys breakdancing outside on a patio area,The boys are outside,0
A man and small boy are playing with a wooden toy track system on the floor.,The man is the boy's father.,1
A woman inside a building is wearing a headscarf and looking out of a window through a mounted telescope.,A woman is trying to hide her real self.,1
A smiling man in a check shirt stands below a row of religious pictures.,The man is very angry.,2
A girl wearing a black t-shirt is holding a small pizza in a kitchen setting.,A girl wearing a black t-shirt is in a kitchen with a mini pizza.,0
A young woman is happy that she sees a bloom in the plant and is going to take a photo of it.,The young woman is using a tripod for her camera.,1
A boy wearing a knit cap is laying the grass.,the boy is running and playing,2
Guys are running in a marathon.,Guys are walking.,2
There is a group of people standing around including what appears to be a person in a bear costume with the head in their hand.,A group of cheerleaders stands around the team's mascot as he takse the costume head off.,1
A smiling father in a black striped shirt holds his youngest redhead child while his elder redhead child stands behind the father with hands on shoulders.,The group are all laying on the couch.,2
Man walks down sidewalk in front of graffiti covered wall.,Man moves through the street.,0
A young man with a beard is about to drive off in a red GoKart from Moto Rent in Colonia.,The man has facial hair.,0
Two men at a stand in a market.,Two people at a booth.,0
A boy doing a skateboard trick off of a flight of stairs while people watch.,A person does a trick while people watch.,0
"A fisherman skins his most recently caught trout fish from the rocky banks of Lake Eerie on a beautiful partially sunny day, with a breeze blowing and the water moving as the fish swim.","A fisherman skins his most recently caught rainbow trout from the rocky banks of Lake Eerie on a beautiful partially sunny day, with a breeze blowing and the water moving as the fish swim.",1
A man is sleeping on a bench while others are sitting up on the same bench.,The man is wide awake.,2
A man with a dog.,Two different species of animals.,0
3 people in a small hut or house.,three friends are in a house talking,1
A man in blue and red face paint poses for a picture with a woman.,A man and a woman at the game together.,1
There are several construction workers at the top of a building which is in the early stages of construction and has only gray bricks for walls.,There is a building under construction and its builders stand on top of it.,0
A woman wearing orange is putting a bowl into a dishwasher next to another woman that is reaching for dish soap.,A woman is doing the dishes.,0
group of African children sitting a their desk at school.,A group of African children sitting at desks for the first time at school.,1
Asian people walk down a street with billboard advertisements in the background.,Two people are strolling down a city street.,1
Two men on opposite baseball teams dive for a baseball at homebase.,Player makes home run while the catcher tries to tag him out,1
A man on a roller scooter holding on to rope,A man walking.,2
"Two players from opposing hockey teams face off for control of the hockey puck, while their teammates look on.",Two hockey players start fighting.,1
The man in the gray shirt is filling in post holes that were dug to install his new fence.,The shirt is large.,1
A woman wearing overalls standing at an easel painting a picture.,The woman in overalls paints a picture for her wall.,1
A basketball course among the buildings.,There is a basketball course.,0
"A man without a shirt, sitting on a chair on a riverbank, talking on a cellphone.",the man is asleep on the bridge,2
"Heavyset female with long brown hair, wearing a brown shirt and white pants, holding a lit cigarette, sitting at a table where there lays a whine glass, red plastic cup and ashtray.",The female is standing up.,2
Men examine meat at an outdoor meat market.,Men are outside.,0
Two people wearing motorcycle helmets posing for a picture.,Two people are taking a picture.,0
One child ties another's shoes.,The man takes off his slip-ons,2
A crowd of people watching a Hazel Dickens bluegrass concert.,A crowd of people watch a concert.,0
A person plays the guitar in front of a tall thin lamp.,The person is playing the flute.,2
A Middle-aged white man sings into a microphone a with gray scarf in front of a brick wall.,A Middle-aged white man doesn't sing into a microphone,2
A man wearing an orange and gray jacket doing a jumping split in skis.,A skier jumps during a competition.,1
A woman shoots at target practice.,A person at a gun range.,1
"A street market crowded with customers, vendors, and their wares.",People shopping for christmas gifts.,1
A white truck is near the factory entrance.,the truck is black,2
"A woman taking a rest from fishing is sitting down with her lovers head on her shoulder, while three little children and a man are looking up in the sky",A young child has fallen into the lake.,2
Old man fishing on jetty with boats in background.,A man is fishing for his lunch.,1
The black dog runs with a ball with two smaller dogs behind it.,The two smaller dogs are chasing the black dog.,1
A man taking frames on the road.,man takes frames,0
A woman in a mauve jacket who is selling apples is talking to a young customer in a floral jacket.,A women is selling apples to a young person.,0
A woman in blue riding a bicycle past another woman and a man that are walking.,A woman is on the bicycle,0
Young girl sticks cocktail umbrellas into cork plugs.,Young girl playing with dolls,2
Third-world girl in hammock.,Third world girl in hammock outside.,1
A little girl in a pink tutu practices dancing with scarves.,A child in ballet gear dances with a length of material.,0
A woman addresses a classroom of young children.,The woman is in front of a class.,0
Two boys play a video game.,The boys are trading turns while playing the game.,1
Young man and woman laying on a large concrete block platform among many other concrete blocks.,The concrete blocks are very springy.,2
A child is watching his friend by the tree.,A group of kids are in a classroom reading.,2
A young girl in a green shirt and shorts out riding her bike past a very nice apartment building.,A girl is piloting a hovercraft.,2
A dark-haired bearded man in glasses and a Hawaiian shirt is sitting on the grass.,The dark haired man is running through the grass.,2
A man wearing a magenta vest is playing a large sousaphone.,A vestless man sits silently.,2
Fans are cheering at a performance.,The fans are driving.,2
A boy in a striped shirt straddling the sides of a playground bridge.,a boy is trying to find his toy,1
"One boy and a girl dressed in snowsuits, jumped in air with hands raised in lots of snow.",Two children are celebrating their win in a snowball fight.,1
A black and white dog with a stick is in muddy water.,A dog retrieves stick from water.,1
"A woman wearing blue pushes a cart in front of a sign that reads ""South Pacific"".",A woman pushing a green cart in front of a neon sign.,1
An older man and younger man are shaking hands on a basketball court.,Two old men sitting on a park bench.,2
A young man in sneakers and a red jacket is posing with one hand on the ground and the other raised in the air.,A young man in sneakers and a red jacket stands in a bathroom waiting for his turn to use the facilities.,2
Handicapped woman standing in front of a Tartuffe poster.,Handicapped woman is not sitting down and is positioned next to the Tartuffe poster,0
A girl wearing a red and black striped shirt is sitting on a brick wall near a flower garden.,The girl is sitting near flowers outside.,0
A female volley player with a red shirt and other players standing behind her.,The female is wearing purple.,2
An old man pushes a cart past a shoe store.,There is an old man with a cart in front of the shoe store.,0
A cat sitting next to a person who has black pants and pink flip-flops on.,A dog is sitting next to a cat.,2
Several Asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street.,Several Asian men and women are sitting.,2
"Lady with her hair up in a bun, in a tank top and khakis looking at a bright light.",Lady is looking at a bright light.,0
A guy watching a burlesque dancer.,The man is watching an orca do tricks for an audience.,2
a guy meditating on grass with his eyes closed,The grass is wet.,1
A little girl in an orange shirt is inside a corrugated metal tunnel.,a kid is playing inside,0
A brown and white dog is jumping through a red hoop.,A dog is performing for a crowd.,1
A man in an orange jacket is looking at stones stacked in columns.,A man in orange has his hands in cuffs while he looks at some stones in columns.,1
"Male with dark blond-hair, eyeglasses, watch, gray shirt, with a brown folded bag and white coffee cup on a white table.","Male with dark blond-hair, eyeglasses, watch, gray shirt drinking coffee.",0
A girl with brown hair and wearing a gray sweater is reading a sheet of paper in a classroom.,A girl with glasses reads a sheet of paper.,1
"A person walking in the beach, while the sun sets.",The person is swimming in the ocean.,2
Mountain bike riders on a dirt trail.,The riders are in the restaurant eating breakfast.,2
"Two girls are looking for shells on a beach, one looks at what the other is pointing at and is investigating.",The girls are looking for fish.,2
Two dogs splash through the water.,Two dogs are outside in the rain.,1
The lady is dressed for cold weather.,The woman works outdoors.,1
A teen in a yellow shirt directs his team on a sports field.,A teen in a light yellow shirt directs his team.,1
Chess games between a group of men.,Men playing checkers.,2
A person did a side flip while water boarding.,A person did a flip while on the water.,0
A woman in blue sweatpants is leaning against her backpack in the forest.,There is a human in a forest.,0
A woman wearing purple walking with a stroller that has a baby in it.,A human walking.,0
A man wearing a beret and black glasses strums his cello happily in the streets of an urban area.,The man is ironing a shirt,2
A girl swings her little brother around in a courtyard.,A girl is violently pushing her brother.,1
A sports fan is wearing face paint in the stands.,The stands are completely empty.,2
A crowd of people in red helmets are looking toward an oil well.,people look at oil well,0
A big man is wearing a hat.,A hat is on top of a man.,0
A crowd of people holding their hands up and yelling.,Some people at a concert.,1
"A young girl, of perhaps Hispanic descent, is standing in an open window surrounded by clothes and outdoor plants.",A girl is standing in a window.,0
A woman standing at the counter of a takeout window.,A woman eating takeout.,1
A bunch of men in white shirts are standing a circle.,Some men are working.,1
Man in a blue shirt holding a woman's legs on a train.,A man and his wife sitting on the couch,2
A boy in a striped shirt is cutting paper.,A boy in a tuxedo is holding paper.,2
A girls is jumping in the sand.,A girl rides a bicycle on the sidewalk.,2
An elderly Asian woman with a cane walking in front of several yellow and white flowered reefs.,An elderly woman walking with a cane.,0
A woman is riding a bicycle on the beach.,A woman cooking in the kitchen,2
A group of people sit outdoors together at night.,People are having dinner outside.,1
A man with a backpack and a walking stick explores a mountainous terrain.,A man explores the Smoky Mountains.,1
"A man with a shoulder length fro on stage and holding a microphone with ""Pop! Tech"" sign in the background.",A man is having a presentation in front of an audience.,1
"Two people, one standing and one hunched forward, stand on a large circular concrete fixture with trees in the background.",two people are standing,0
A young man and an older gentleman are running.,The men are outside.,0
"Three women and one young girl, all with white flowers in their hair, are sitting facing forward.",Three men and one boy are sitting.,2
The six kids are in the shade of a leafy green tree.,Six kids are conversing outside.,1
a man wearing a red uniform rides his bicycle up a rocky hill,The man in red is pushing his bicycle up a rocky hill.,2
Three women are riding in a carriage together.,three women ride together in a carriage,0
Four young boys are standing around a grill.,The children are outdoors.,0
A small child wearing a blue coat climbing into a red toy car.,A kid rides a bike.,2
A greyhound is active in a grassy field.,The dog is sleeping on the coouch.,2
Man holding a sign supporting the troops,A man supports the troops with his sign.,0
"Men and women all dressed in matching white clothes are posing for the camera, while a fire is burning beside them.",People are posing for a picture.,0
Boy jumping in the air with a girl on the couch punching towards him.,Someone is jumping.,0
A duck is splashing in a puddle of water.,A duck is flying south for the winter.,2
A bearded man in Islamic garb walks down a city sidewalk.,The male is sitting on a bench.,2
A female waiter is balancing a tray with one hand.,A waiter holded a tray with single hand.,0
"A man leans into a car to talk to the driver, as a man on a bicycle looks on.",A man is riding on a bicycle.,0
A young boy practices martial arts.,the young boy is taking jeet kune do,1
A small dog chasing a ball.,A small dog is tired.,1
Gentleman is cleaning out a pond in his backyard.,A woman skinny dips.,2
Two people are riding their bicycles on a dirt road,The people are not wearing helmets.,1
a young boy runs for the pond.,The pond is full of frogs,1
A man dressed in camouflage looks through a telescope with one eye closed.,The man is looking at the moon,1
Several ladies are sitting together around a table.,The women were dancing on a table.,2
Three guys in jeans playing Monopoly at a table.,Three guys are playing monopoly,0
Two women in pink jumpsuits are posing next to a white vehicle.,Two women in gold jumpsuits are on stage posing next to a magician.,2
A man in a pink shirt speaks into a microphone.,The man is naked in the shower by himself.,2
"A holder and kicker for a football team dressed in orange, white and black play while onlookers behind them watch.",People playing,0
Many people climb on a ropes course outside.,People are outside.,0
A man wearing a tan shirt looks into the camera as he drinks wine.,There is a man having his photo taken.,0
a shirtless man leans over a balcony looking platform.,The man is wearing a brown shirt.,2
A man operating a trolley car.,Man drives trolley car outside.,0
A girl holding a drink with a straw in it standing in front of a man kissing her on the cheek as she smiles.,Two people are kissing.,0
A man is walking along a field.,A man is running from a bear in the woods.,2
"A woman with a shopping bag labeled ""sale"" stands in a crowd next to a young man with a camera.",A woman is shopping at a sale near a young cameraman.,0
A person in a brown jacket is riding a bike wearing blue jeans also.,A person is riding a bike.,0
Six young men out on the balcony wearing blue jeans with their shirts off.,Six young men are showing their bodies off to passing women.,1
Dog looks toward a shadow,The dog has vision that is able to detect light or lack of light.,1
A Chinese man completing a ritual.,The man is moving.,0
"It is a party scene of mannequins, dressed in lavish clothing.",Evil dolls come to life and tear apart clothes on display,2
"A bike rider with khaki green shorts, a blue shirt, backpack and helmet is riding on the street near a red station wagon that is missing a hubcap on the back drivers side.",A man is riding his bike to work.,1
a black dog splashes in the water.,A dog is in a pond.,1
A jogger wears a robot hat.,The jogger is wearing at hat,0
A woman using a hoe near her crops on a farm.,a lady is trying something new,1
Three people wearing gladiator garb standing in front of a building.,three gladiators in front of arena,1
"Three people are on a boat in the sea, with another boat in the distance.",there are couple boats out at sea,1
"A person skis in the snow, snow flies behind.",A skier is going down a mountain.,1
"A pair of men in shorts lay on the concrete in a drainage culvert, surrounded by graffiti.",The shorts were just laying there on the sidewalk near the graffiti,1
A brown dog is sniffing around green grass on a hill.,the dog was taking his nap,2
