premise,hypothesis,label,unique_id
"Three people, the one in the center has a bag, are crossing a busy street.",Three friends run together.,1,3_13778b
"Three people, the one in the center has a bag, are crossing a busy street.",People watch a movie.,2,3_13778c
Man with hard hat talking on phone.,Man has a phone in his hand and hard hat on his head.,0,3_13825a
Man with hard hat talking on phone.,Man smashes his phone on the concrete floor.,2,3_13825b
Man with hard hat talking on phone.,Construction worker is talking to his wife on the phone.,1,3_13825c
A man wearing a hard hat is talking on a cellphone.,The man on the phone was surfing on a tropical ocean.,2,3_13826a
A man wearing a hard hat is talking on a cellphone.,The man was using a phone.,0,3_13826b
A man wearing a hard hat is talking on a cellphone.,The man had a tool belt on.,1,3_13826c
A man in a cream blazer and fedora plays the saxophone.,A man in a jacket is playing an instrument.,0,3_13834a
A man in a cream blazer and fedora plays the saxophone.,A man is playing jazz on a saxophone.,1,3_13834b
A man in a cream blazer and fedora plays the saxophone.,A man is playing basketball.,2,3_13834c
A firefighter sprays piles of burning debris with a hose.,A person is spraying something with water.,0,3_13849a
A firefighter sprays piles of burning debris with a hose.,Clouds of black smoke envelop the fire fighters as they put out the blaze.,1,3_13849b
A firefighter sprays piles of burning debris with a hose.,A doctor performs a surgery.,2,3_13849c
"People are walking through a market with many shopping stalls and a sign above one stall that says ""Zaras.""",People are sitting in the market.,2,3_13862a
"People are walking through a market with many shopping stalls and a sign above one stall that says ""Zaras.""",People are walking through a market.,0,3_13862b
"People are walking through a market with many shopping stalls and a sign above one stall that says ""Zaras.""",People are lazily walking through a market.,1,3_13862c
Older woman holding a young boy.,Old woman is holding a young girl.,2,3_13866a
Older woman holding a young boy.,Elderly woman is holding someone.,0,3_13866b
Older woman holding a young boy.,Grandma is holding her grandchild.,1,3_13866c
A man riding a blue motorcycle jumps over a ramp.,A man is driving down a flat street in his Jeep.,2,3_13880a
A man riding a blue motorcycle jumps over a ramp.,A man jumps over a ramp on his motorcycle.,0,3_13880b
A man riding a blue motorcycle jumps over a ramp.,A man is in a motorcycle race and jumps a ramp.,1,3_13880c
Police officer watching woman exit from bus.,A police officer knocks on a woman's door.,2,3_14015a
Police officer watching woman exit from bus.,A police officer is watching over a city scene.,1,3_14015b
Police officer watching woman exit from bus.,An woman is getting off a bus while a police officer watches.,0,3_14015c
"Two people in a boat, one a red shirt and one in a green shirt, observe the riverbank as they row along.",There is a boat.,0,3_14039a
"Two people in a boat, one a red shirt and one in a green shirt, observe the riverbank as they row along.",The shirt is old.,1,3_14039b
"Two people in a boat, one a red shirt and one in a green shirt, observe the riverbank as they row along.",The shirt is blue.,2,3_14039c
Group of girls hanging out on a wet sandy beach.,There is a storm coming.,1,3_14084a
Group of girls hanging out on a wet sandy beach.,There is a beach.,0,3_14084b
Group of girls hanging out on a wet sandy beach.,The girls are inside.,2,3_14084c
A person in blue on a bike in midair.,Person on a scooter,2,3_14087a
A person in blue on a bike in midair.,Person doing bike tricks,1,3_14087b
A person in blue on a bike in midair.,Person on bike,0,3_14087c
Little girl in a blue dress uses a pink hula-hoop.,The girl is wearing blue.,0,3_14125a
Little girl in a blue dress uses a pink hula-hoop.,The hula hoop is large.,1,3_14125b
Little girl in a blue dress uses a pink hula-hoop.,The hula hoop is green.,2,3_14125c
A female kicking a soccer ball while in front of a soccer goal.,The woman is playing soccer.,0,3_14133a
A female kicking a soccer ball while in front of a soccer goal.,The woman is taking a nap.,2,3_14133b
A female kicking a soccer ball while in front of a soccer goal.,The woman is a professional soccer player.,1,3_14133c
Two people are underwater wearing black and blue scuba gear.,The two are ready to go scuba diving.,1,3_14240a
Two people are underwater wearing black and blue scuba gear.,"The two are in a plane, waiting to jump.",2,3_14240b
Two people are underwater wearing black and blue scuba gear.,"Two people underwater, garbed in scuba gear.",0,3_14240c
A little girl with a purple shirt looks over the rail.,A young girl stares over the rail.,0,3_14247a
A little girl with a purple shirt looks over the rail.,A young girl bakes cookies.,2,3_14247b
A little girl with a purple shirt looks over the rail.,A young girl gazes at the water beyond the rail.,1,3_14247c
Many people stand looking a woman holding a dog in a blue sack.,The womans dog is being carried in a blue sack.,0,3_14289a
Many people stand looking a woman holding a dog in a blue sack.,The people are wondering why she is carrying the dog.,1,3_14289b
Many people stand looking a woman holding a dog in a blue sack.,The dog is carrying the woman in a blue sack.,2,3_14289c
A man in a sweatshirt is waving flags.,He is shirtless.,2,3_14300a
A man in a sweatshirt is waving flags.,A man is outside waving flags.,0,3_14300b
A man in a sweatshirt is waving flags.,He is trying to get someones attention.,1,3_14300c
A boy is looking though a magnifying glass at rocks and holding a cup.,The boy is doing a science project.,1,3_14356a
A boy is looking though a magnifying glass at rocks and holding a cup.,The boy is holding a cup.,0,3_14356b
A boy is looking though a magnifying glass at rocks and holding a cup.,The boy is holding a glass door.,2,3_14356c
A closeup of a small black and white dog with a baseball in its mouth.,A large dog is looking at a bone.,2,3_14359a
A closeup of a small black and white dog with a baseball in its mouth.,A dog is drooling on a baseball.,1,3_14359b
A closeup of a small black and white dog with a baseball in its mouth.,A small dog has a baseball.,0,3_14359c
A woman in jeans walks by a bus with an ad depicting a woman peering over her sunglasses.,a woman outside,0,3_14479a
A woman in jeans walks by a bus with an ad depicting a woman peering over her sunglasses.,a man jumping rope,2,3_14479b
A woman in jeans walks by a bus with an ad depicting a woman peering over her sunglasses.,a woman looking jealously at an ad,1,3_14479c
The yellow dog is trying to catch a red Frisbee.,The dog was playing at the park with a frisbee.,1,3_14521a
The yellow dog is trying to catch a red Frisbee.,The cat was scared of the dog.,2,3_14521b
The yellow dog is trying to catch a red Frisbee.,The dog was playing catch with a frisbee.,0,3_14521c
A red-haired girl is jumping in the air with a skateboard near her feet.,The girl is bald.,2,3_14701a
A red-haired girl is jumping in the air with a skateboard near her feet.,The girl is a good skateboarder.,1,3_14701b
A red-haired girl is jumping in the air with a skateboard near her feet.,The girl is not on the ground.,0,3_14701c
A man wearing a backpack stands alone in a wooded area.,The man is camping outside in the woods.,1,3_14720a
A man wearing a backpack stands alone in a wooded area.,The man is inside sleeping on the floor.,2,3_14720b
A man wearing a backpack stands alone in a wooded area.,The man is outside.,0,3_14720c
A man kneeling on the ground outside is wearing a respirator and spray painting red anarchy signs on top of a blue background featuring a drawing of a person.,A man is making a huge peice of art for the art fair.,1,3_14795a
A man kneeling on the ground outside is wearing a respirator and spray painting red anarchy signs on top of a blue background featuring a drawing of a person.,A man is painting a picture of the building.,2,3_14795b
A man kneeling on the ground outside is wearing a respirator and spray painting red anarchy signs on top of a blue background featuring a drawing of a person.,A man is holding red spray paint.,0,3_14795c
Female tennis player on grass prepares a two handed backhand.,Tennis player performs in a match.,1,3_14858a
Female tennis player on grass prepares a two handed backhand.,Tennis player falls down.,2,3_14858b
Female tennis player on grass prepares a two handed backhand.,Tennis players prepares to hit the ball.,0,3_14858c
A smiling little boy in a green jacket eats a snack.,A boy is eating.,0,3_14868a
A smiling little boy in a green jacket eats a snack.,A boy is eating an apple.,1,3_14868b
A smiling little boy in a green jacket eats a snack.,A boy is swimming.,2,3_14868c
a man is sleeping in a booth at a restaurant.,the man is waiting for his coffee,1,3_14910a
a man is sleeping in a booth at a restaurant.,the man ordered chinese at home,2,3_14910b
a man is sleeping in a booth at a restaurant.,a man is indoors,0,3_14910c
Three people with hoods on are staring at the ocean.,The people are looking at the ocean.,0,3_14983a
Three people with hoods on are staring at the ocean.,The people are friends.,1,3_14983b
Three people with hoods on are staring at the ocean.,The people are looking at a TV.,2,3_14983c
A little boy clowns with a colander on his head.,A little boy is wearing a hat.,2,3_15018a
A little boy clowns with a colander on his head.,A little boy is training for a show.,1,3_15018b
A little boy clowns with a colander on his head.,A little boy is being silly.,0,3_15018c
A man poses as he jumps from rock to rock in a forest.,a man is crossing a stream,1,3_15036a
A man poses as he jumps from rock to rock in a forest.,a man in the the woods,0,3_15036b
A man poses as he jumps from rock to rock in a forest.,a man is on the street,2,3_15036c
A lady with red-hair prepares some food.,the lady with red hair was cooking on the grill,1,3_15055a
A lady with red-hair prepares some food.,The lady with Red Hair went swimming yesterday,2,3_15055b
A lady with red-hair prepares some food.,a lady with red hair made supper,0,3_15055c
A young boy is dancing around.,The boy is dancing,0,3_15084a
A young boy is dancing around.,The boy is playing basketball,2,3_15084b
A young boy is dancing around.,The boy is practicing for a competition,1,3_15084c
A woman selling ethnic goods.,A woman is selling hats.,1,3_15148a
A woman selling ethnic goods.,A man is driving a car.,2,3_15148b
A woman selling ethnic goods.,A woman is selling goods.,0,3_15148c
"Groups of people walk to and from a large, official looking building.",Multiple people walking by the building.,0,3_15160a
"Groups of people walk to and from a large, official looking building.",The people ride bikes around the large building.,2,3_15160b
"Groups of people walk to and from a large, official looking building.",The government officials walk in and out of the building.,1,3_15160c
Men standing with signs on the sidewalk.,the men are standing,0,3_15304a
Men standing with signs on the sidewalk.,the men are asleep,2,3_15304b
Men standing with signs on the sidewalk.,the men are protesting,1,3_15304c
A couple are holding hands next to a very large mirror outdoors.,The couple are outside.,0,3_15338a
A couple are holding hands next to a very large mirror outdoors.,The couple is in the kitchen.,2,3_15338b
A couple are holding hands next to a very large mirror outdoors.,The couple are married.,1,3_15338c
A woman in green uniform skates down the road at the fair.,The lady in the frog costume rolls down the road with many children in pursuit.,1,3_15424a
A woman in green uniform skates down the road at the fair.,The lady sits in her recliner and watches tv.,2,3_15424b
A woman in green uniform skates down the road at the fair.,The lady in green is skating down the street.,0,3_15424c
Two dogs biting at each other.,the two animals are curled up and sleeping,2,3_15489a
Two dogs biting at each other.,there are two dogs in a fight,0,3_15489b
Two dogs biting at each other.,some puppies are tugging at eachother,1,3_15489c
A quiet corner in a busy city.,A busy intersection in a usually quiet town.,2,3_15499a
A quiet corner in a busy city.,A quiet corner in the city.,0,3_15499b
A quiet corner in a busy city.,An unusually quiet corner in the downtown area of a city.,1,3_15499c
A man is steaming milk at an espresso machine.,The man is at work.,1,3_15575a
A man is steaming milk at an espresso machine.,The woman is steaming milk.,2,3_15575b
A man is steaming milk at an espresso machine.,There is a man.,0,3_15575c
"A man with a striped shirt, blue jeans and a red kerchief in his pocket is being thrown off a brown irate horse while a brown and tan horse is buckling while the crowd is watching",The man is riding the brown horse with ease.,2,3_15624a
"A man with a striped shirt, blue jeans and a red kerchief in his pocket is being thrown off a brown irate horse while a brown and tan horse is buckling while the crowd is watching",The man is being thrown off a horse.,0,3_15624b
"A man with a striped shirt, blue jeans and a red kerchief in his pocket is being thrown off a brown irate horse while a brown and tan horse is buckling while the crowd is watching",The man being thrown off a horse is a professional horse rider.,1,3_15624c
Man prepares to take a kayak ride.,A man is getting ready to ride a horse,2,3_15774a
Man prepares to take a kayak ride.,A man with kayaking equipement,0,3_15774b
Man prepares to take a kayak ride.,A man on vacation is going kayak riding,1,3_15774c
"A person being interviewed for a presentation in front of an audience, with slides in the background.",a person is being asked questions,0,3_15907a
"A person being interviewed for a presentation in front of an audience, with slides in the background.",they are giving out descriptive answers,1,3_15907b
"A person being interviewed for a presentation in front of an audience, with slides in the background.",a dog is bein gwalked,2,3_15907c
Two women are laying upside down on a white bed.,Both women are wearing red tops.,1,3_15914a
Two women are laying upside down on a white bed.,Two women are sitting at a kitchen table.,2,3_15914b
Two women are laying upside down on a white bed.,Two women are indoors.,0,3_15914c
Skateboarder in midair at a park.,A tall person in midair.,1,3_15925a
Skateboarder in midair at a park.,A person in midair.,0,3_15925b
Skateboarder in midair at a park.,Nobody is midair.,2,3_15925c
Two elderly men sitting against a blue wall with their canes.,two men are skydiving,2,3_15948a
Two elderly men sitting against a blue wall with their canes.,two men have canes,0,3_15948b
Two elderly men sitting against a blue wall with their canes.,two men are having a conversation,1,3_15948c
Young person stands in spray from a fountain under a cloudy blue sky.,A young man is getting wet from a fountain spray.,1,3_16009a
Young person stands in spray from a fountain under a cloudy blue sky.,A young person is next to a fountain.,0,3_16009b
Young person stands in spray from a fountain under a cloudy blue sky.,A person is sleeping.,2,3_16009c
a man wearing a orange coat,The coat is blue,2,3_16011a
a man wearing a orange coat,The man is warm,1,3_16011b
a man wearing a orange coat,A man has a coat,0,3_16011c
A lady in a red shirt is with a child in a blue shirt at a playground.,A mother watches tv with her son.,2,3_16172a
A lady in a red shirt is with a child in a blue shirt at a playground.,A mother watches her child at the playground.,1,3_16172b
A lady in a red shirt is with a child in a blue shirt at a playground.,Two people at a playground.,0,3_16172c
A person watches as a snowboarder does a fancy trick in the air,A man is watching a soccer game.,2,3_16359a
A person watches as a snowboarder does a fancy trick in the air,A person is watching a snow boarding competition.,1,3_16359b
A person watches as a snowboarder does a fancy trick in the air,A person is outdoors.,0,3_16359c
a man with a yellow shirt standing behind a black podium.,There is a man standing behind a podium.,0,3_16404a
a man with a yellow shirt standing behind a black podium.,There is a man reading a paper behind a black podium and is wearing a yellow shirt.,1,3_16404b
a man with a yellow shirt standing behind a black podium.,The man is singing to an audience.,2,3_16404c
A group of sunbathers gather near some kayaks at the beach.,the group is in the sun,0,3_16478a
A group of sunbathers gather near some kayaks at the beach.,they are enjoying the sun,1,3_16478b
A group of sunbathers gather near some kayaks at the beach.,the group is tanning at a tanning salon,2,3_16478c
A boy just chilling in the water.,A boy is running.,2,3_16560a
A boy just chilling in the water.,A boy is hanging out in his pool.,1,3_16560b
A boy just chilling in the water.,A boy is chilling.,0,3_16560c
A group of people are standing on a pile of wool in a truck.,the group ppl are running,2,3_16562a
A group of people are standing on a pile of wool in a truck.,People are standing near a pile of wool,0,3_16562b
A group of people are standing on a pile of wool in a truck.,People are standing near a pile of wool and running away with it,1,3_16562c
The man with glasses is looking at a sculpture.,The man with glasses looks at his own sculpture.,1,3_16577a
The man with glasses is looking at a sculpture.,The man with glasses is looking at a painting.,2,3_16577b
The man with glasses is looking at a sculpture.,A man intently looks at a sculpture.,0,3_16577c
A woman wearing a headscarf is working with her hands.,A lady is wearing a kerchief on her head and is watching TV.,2,3_16618a
A woman wearing a headscarf is working with her hands.,A lady is wearing a kerchief on her head and is working hard to complete her job.,1,3_16618b
A woman wearing a headscarf is working with her hands.,A lady is wearing a kerchief on her head and is working with the help of her hands.,0,3_16618c
A man with a beard stands in front of a used tires business.,The man is selling tires,1,3_16636a
A man with a beard stands in front of a used tires business.,The man is sitting inside his house,2,3_16636b
A man with a beard stands in front of a used tires business.,There is a person standing in front of a building,0,3_16636c
A man is about to fall onto the ground while he rodeos.,A man is riding a bull.,1,3_16641a
A man is about to fall onto the ground while he rodeos.,A man is watching a show.,2,3_16641b
A man is about to fall onto the ground while he rodeos.,A man is about to fall.,0,3_16641c
Workers making dangerous icy steps not so dangerous.,Nobody is a worker.,2,3_16693a
Workers making dangerous icy steps not so dangerous.,Some workers.,0,3_16693b
Workers making dangerous icy steps not so dangerous.,Some tall workers,1,3_16693c
a boy in a blue shirt with dirt on his face,There is a boy in a blue shirt.,0,3_16697a
a boy in a blue shirt with dirt on his face,The boy is playing.,1,3_16697b
a boy in a blue shirt with dirt on his face,The boy has a pink shirt.,2,3_16697c
A smiling child with Christmas colored clothing.,The child is crying.,2,3_16759a
A smiling child with Christmas colored clothing.,Someone is smiling.,0,3_16759b
A smiling child with Christmas colored clothing.,The child is opening Christmas presents.,1,3_16759c
Young girl grabs low hanging phone while a man walks away.,a young girl is riding a horse,2,3_16848a
Young girl grabs low hanging phone while a man walks away.,a young girl steals a mans phone,1,3_16848b
Young girl grabs low hanging phone while a man walks away.,a young girl grabs a phone,0,3_16848c
A black dog is running through some water.,A dog chasing a frisbee in the water.,1,3_16960a
A black dog is running through some water.,A dog running in water.,0,3_16960b
A black dog is running through some water.,A dog taking a nap in the sun.,2,3_16960c
One black dog is jumping off the snow filled ground.,A dog is in a cage.,2,3_17037a
One black dog is jumping off the snow filled ground.,It is snowing outside.,1,3_17037b
One black dog is jumping off the snow filled ground.,A dog is outside.,0,3_17037c
A gathering of people having a festival at a train yard.,People gather at a festival at a train yard.,0,3_17131a
A gathering of people having a festival at a train yard.,People are enjoying a festival of trains.,1,3_17131b
A gathering of people having a festival at a train yard.,People are riding trains in the sky.,2,3_17131c
A person is touching a telescope inside.,There is a telescope.,0,3_17291a
A person is touching a telescope inside.,The person likes stargazing.,1,3_17291b
A person is touching a telescope inside.,The person is outside.,2,3_17291c
Two children kick each other while being suspended from the ceiling.,The two kids are getting along fabulously.,2,3_17333a
Two children kick each other while being suspended from the ceiling.,The two kids hate each other.,1,3_17333b
Two children kick each other while being suspended from the ceiling.,The two kids are fighting indoors.,0,3_17333c
A man wearing a red coat stands on the corner near a building.,A man is waiting for a taxi.,1,3_17339a
A man wearing a red coat stands on the corner near a building.,A man is waiting in a elevator.,2,3_17339b
A man wearing a red coat stands on the corner near a building.,A man stands near a building.,0,3_17339c
A woman in a black-and-white striped dress and sunglasses walks down a crowded brick path.,She is walking on the sidewalk.,0,3_17379a
A woman in a black-and-white striped dress and sunglasses walks down a crowded brick path.,She is enjoying being outside.,1,3_17379b
A woman in a black-and-white striped dress and sunglasses walks down a crowded brick path.,She is jumping across the grass.,2,3_17379c
"Three men, two who are conversing and one who is looking at the camera, sit outside a food stand.",Two men are having a conversation about food.,1,3_17404a
"Three men, two who are conversing and one who is looking at the camera, sit outside a food stand.",One man is taking pictures.,0,3_17404b
"Three men, two who are conversing and one who is looking at the camera, sit outside a food stand.",There are three men running a race.,2,3_17404c
A man is lying on the ground fixing a tire.,there is a man on the ground,0,3_17456a
A man is lying on the ground fixing a tire.,a man is tired,1,3_17456b
A man is lying on the ground fixing a tire.,a man is dancing on a tree,2,3_17456c
A boy bites hard into a treat while he sits outside.,The boy is hungry.,1,3_17503a
A boy bites hard into a treat while he sits outside.,He is inside.,2,3_17503b
A boy bites hard into a treat while he sits outside.,He is outside.,0,3_17503c
Three men stand atop a boat from Seattle Washington.,three men are standing,0,3_17571a
Three men stand atop a boat from Seattle Washington.,three men are sitting,2,3_17571b
Three men stand atop a boat from Seattle Washington.,there is a boat on blocks,1,3_17571c
Two women sitting at a lunch table with papers and books on the table laughing.,Two teachers are grading papers while eating.,1,3_17572a
Two women sitting at a lunch table with papers and books on the table laughing.,Two people eating lunch.,0,3_17572b
Two women sitting at a lunch table with papers and books on the table laughing.,Two men are eating hot dogs while watching TV.,2,3_17572c
A baby in a white top is sitting on a bed.,A baby sits on a bed.,0,3_17574a
A baby in a white top is sitting on a bed.,A baby in a white top is sitting on the parents' bed.,1,3_17574b
A baby in a white top is sitting on a bed.,A teenager in a white top is sitting on a bed.,2,3_17574c
A man in a light blue long-sleeved shirt wearing a red and white scarf on his head stands beside a makeshift fruit stand.,A man in a shirt and a scarf is planning to buy some fruit.,1,3_17596a
A man in a light blue long-sleeved shirt wearing a red and white scarf on his head stands beside a makeshift fruit stand.,A man in a shirt and a scarf is outside.,0,3_17596b
A man in a light blue long-sleeved shirt wearing a red and white scarf on his head stands beside a makeshift fruit stand.,A man in a tank top and a baseball cap is jogging near a fruit stand.,2,3_17596c
A baseball catcher catches a ball while the umpire watches.,A little league game is underway at the baseball field,1,3_17618a
A baseball catcher catches a ball while the umpire watches.,A football player drops the ball,2,3_17618b
A baseball catcher catches a ball while the umpire watches.,A baseball game is being played,0,3_17618c
Two mountain-climbing hikers ascend a rocky path through patches of snow.,Men climb down a mountain,0,3_17644a
Two mountain-climbing hikers ascend a rocky path through patches of snow.,the men are swimming,2,3_17644b
Two mountain-climbing hikers ascend a rocky path through patches of snow.,The mountain is tall and cold.,1,3_17644c
A man reads a Tonka truck book in the doctors office while wearing a face mask.,A man happily reads a Tonka truck book,1,3_17662a
A man reads a Tonka truck book in the doctors office while wearing a face mask.,A man doesn't read a Tonka truck book,2,3_17662b
A man reads a Tonka truck book in the doctors office while wearing a face mask.,A man reads a Tonka truck book,0,3_17662c
A group of people are sitting below a concrete structure that overlooks a staircase.,A group of girls sit below a structure.,1,3_17670a
A group of people are sitting below a concrete structure that overlooks a staircase.,A group of people sit below a structure.,0,3_17670b
A group of people are sitting below a concrete structure that overlooks a staircase.,A group of girls dance at the night club.,2,3_17670c
A woman is talking on her cellphone outside.,The cellphone is on the person.,0,3_17672a
A woman is talking on her cellphone outside.,The person is using a pay phone.,2,3_17672b
A woman is talking on her cellphone outside.,The person is talking on a hand held device.,0,3_17672c
a large green fish jumps out of the water.,fish being chased by shark,1,3_17675a
a large green fish jumps out of the water.,man eats cucumber,2,3_17675b
a large green fish jumps out of the water.,fish jumping out of water,0,3_17675c
An elderly lady walks outside with a cane.,A woman athlete is running outside.,2,3_17714a
An elderly lady walks outside with a cane.,A woman is walking.,0,3_17714b
An elderly lady walks outside with a cane.,An elderly woman is walking with a cane as part of her hip replacement rehab.,1,3_17714c
The man is dancing with a doll wearing a red dress and heels.,The man practices the tango for an upcoming dance.,1,3_17767a
The man is dancing with a doll wearing a red dress and heels.,There is a dancing man.,0,3_17767b
The man is dancing with a doll wearing a red dress and heels.,The man and his wife stand in the room.,2,3_17767c
Drum kit cymbals sit under a microphone while a guitarist and some other people are in the background.,The drum kit cymbals belong to the drummer.,1,3_17801a
Drum kit cymbals sit under a microphone while a guitarist and some other people are in the background.,The drum kit cymbals are back stage.,2,3_17801b
Drum kit cymbals sit under a microphone while a guitarist and some other people are in the background.,Drum kit cymbals are under a microphone.,0,3_17801c
Three men and two women are sitting in an airplane.,5 people are sitting in a bus,2,3_17857a
Three men and two women are sitting in an airplane.,5 people are travlling to their home country,1,3_17857b
Three men and two women are sitting in an airplane.,5 people are in an airplane,0,3_17857c
A gut wearing a plaid shirt with a mustache selling fish at a market.,Man selling ice cream,2,3_17871a
A gut wearing a plaid shirt with a mustache selling fish at a market.,Man selling fresh caught seafood,1,3_17871b
A gut wearing a plaid shirt with a mustache selling fish at a market.,Man selling fish,0,3_17871c
A young boy is reclining on the floor and playing with toy cars while a brindled dog watches.,A human reclinging,0,3_17878a
A young boy is reclining on the floor and playing with toy cars while a brindled dog watches.,A slim human reclining,1,3_17878b
A young boy is reclining on the floor and playing with toy cars while a brindled dog watches.,Nobody is reclining,2,3_17878c
A rollerblader does a trick at a skate park,A skateboarder does a trick at a skate park,2,3_17955a
A rollerblader does a trick at a skate park,A rollerblader does a dangerous trick at a skate park,1,3_17955b
A rollerblader does a trick at a skate park,Someone does a trick at a skate park,0,3_17955c
A woman in a green shirt with a flag painted on her cheek.,A woman has paint on her face.,0,3_18016a
A woman in a green shirt with a flag painted on her cheek.,A woman cheers for her beloved Brazil at the world cup.,1,3_18016b
A woman in a green shirt with a flag painted on her cheek.,A woman in a blue shirt is on a swing at the park.,2,3_18016c
"Two men, both in blue, stand on a boat with a gun.",The men are unarmed.,2,3_18034a
"Two men, both in blue, stand on a boat with a gun.",The men are dressed in the same colors.,0,3_18034b
"Two men, both in blue, stand on a boat with a gun.",The men are protecting their boat from pirates.,1,3_18034c
Two black dogs play in snow.,The cat played in the snow.,2,3_18078a
Two black dogs play in snow.,The dogs played in the snow.,0,3_18078b
Two black dogs play in snow.,The dogs played in the snow for the first time.,1,3_18078c
A man sits on a stool reading a newspaper.,A little girl does her school homework.,2,3_18090a
A man sits on a stool reading a newspaper.,A man reads the paper while breakfast is cooking.,1,3_18090b
A man sits on a stool reading a newspaper.,A man reads the paper.,0,3_18090c
A cheerleading squad participates in a competition.,Cheerleaders are playing football.,2,3_18106a
A cheerleading squad participates in a competition.,The cheer squad will win the competition.,1,3_18106b
A cheerleading squad participates in a competition.,People are doing cheers.,0,3_18106c
A group of people gather around a table.,A group of people gather around a table for dinner.,1,3_18129a
A group of people gather around a table.,People gather around a TV.,2,3_18129b
A group of people gather around a table.,A group of people around a table.,0,3_18129c
A person upside down on a water board.,A man is doing a handstand on a water board.,1,3_18151a
A person upside down on a water board.,A person is swimming underwater.,2,3_18151b
A person upside down on a water board.,A person is on a water board.,0,3_18151c
A sidewalk artist wearing a black hoodie is creating a large installation of a woman on the sidewalk while being watched by many by-standers.,An artist unveils his newest project in preparation for an art event,1,3_18167a
A sidewalk artist wearing a black hoodie is creating a large installation of a woman on the sidewalk while being watched by many by-standers.,A sidewalk artist works on one of his project.,0,3_18167b
A sidewalk artist wearing a black hoodie is creating a large installation of a woman on the sidewalk while being watched by many by-standers.,A dog eats some ice cream that has fallen on the floor.,2,3_18167c
"Two men are standing against a brick wall, one is one a cellphone.",A man boards the boat for a trip.,2,3_18174a
"Two men are standing against a brick wall, one is one a cellphone.",People standing around.,0,3_18174b
"Two men are standing against a brick wall, one is one a cellphone.",A man waits while his friend is on the phone.,1,3_18174c
"A group of dancers dressed in red and wearing short white tutus conversing, while a single dancer is practicing in the background.",People watching movie at the talkies.,2,3_18212a
"A group of dancers dressed in red and wearing short white tutus conversing, while a single dancer is practicing in the background.",A group of dancers performing art on the stage.,0,3_18212b
"A group of dancers dressed in red and wearing short white tutus conversing, while a single dancer is practicing in the background.",A dancers performing precisely to win the competition.,1,3_18212c
The brown dog who looks like a dingo looks out of the forest.,The dog is sleeping.,2,3_18251a
The brown dog who looks like a dingo looks out of the forest.,The brown dog looks like a dingo,0,3_18251b
The brown dog who looks like a dingo looks out of the forest.,The dog is out of the forest,1,3_18251c
A person is talking to a newspaper salesman.,the salesperson is trying to sell the person a paper,1,3_18347a
A person is talking to a newspaper salesman.,the newspaper salesman did not see any one all day,2,3_18347b
A person is talking to a newspaper salesman.,salesman works for the newspaper,0,3_18347c
The little boy in the blue t-shirt is smiling under the blue umbrella even though it is not raining.,The woman walks in the rain,2,3_18380a
The little boy in the blue t-shirt is smiling under the blue umbrella even though it is not raining.,The boy holds an umbrella even though there is no rain,0,3_18380b
The little boy in the blue t-shirt is smiling under the blue umbrella even though it is not raining.,The boy is trying not to get sunburnt,1,3_18380c
A group of 4 people are sitting outside playing musical instruments to random passerby.,Three people are breakdancing on a street corner.,2,3_18391a
A group of 4 people are sitting outside playing musical instruments to random passerby.,A group of people are busking for rent money.,1,3_18391b
A group of 4 people are sitting outside playing musical instruments to random passerby.,People are playing musical instruments.,0,3_18391c
Three men near a wall at the beach.,Three men sitting on a wall at the beach.,2,3_18395a
Three men near a wall at the beach.,Three men standing next to a wall at the beach.,1,3_18395b
Three men near a wall at the beach.,Three men at the beach.,0,3_18395c
A man hangs from the edge of a rock.,The man is outdoors.,0,3_18449a
A man hangs from the edge of a rock.,The man is in trouble.,1,3_18449b
A man hangs from the edge of a rock.,The man is sitting on the beach.,2,3_18449c
"A man in hiking gear, walking across a shallow waterfall.",A man is walking across a shallow waterfall with his son.,1,3_18522a
"A man in hiking gear, walking across a shallow waterfall.",A man is swimming across a waterfall.,2,3_18522b
"A man in hiking gear, walking across a shallow waterfall.",A man is walking.,0,3_18522c
A brown horse with a white mane pulls a ploy with a man sitting on it in a field.,The horse was pulling a carriage.,1,3_18586a
A brown horse with a white mane pulls a ploy with a man sitting on it in a field.,The horse was pulling a carriage with a man inside.,0,3_18586b
A brown horse with a white mane pulls a ploy with a man sitting on it in a field.,The dog was playing fetch.,2,3_18586c
A young girl jumps while playing a red and white guitar.,The young girl is playing in front of a crowd.,1,3_18592a
A young girl jumps while playing a red and white guitar.,The young girl is playing the hand bells.,2,3_18592b
A young girl jumps while playing a red and white guitar.,A young girl is playing an instrument.,0,3_18592c
"A man and woman at a table, the woman has a cup with drink in front of her.",A man and woman sit at a table with a drink.,0,3_18649a
"A man and woman at a table, the woman has a cup with drink in front of her.",A man and woman sit on a bed..,2,3_18649b
"A man and woman at a table, the woman has a cup with drink in front of her.",A man and woman are sitting across from each other.,1,3_18649c
A woman wearing sunglasses with her two dogs next to her and the ocean in the background.,There is a person on mars.,2,3_18668a
A woman wearing sunglasses with her two dogs next to her and the ocean in the background.,There is a person on a beach.,1,3_18668b
A woman wearing sunglasses with her two dogs next to her and the ocean in the background.,There is a person outdoors.,0,3_18668c
A man carrying a backpack stands on a snowy area.,The man is wearing sandals.,2,3_18712a
