premise,hypothesis,label,unique_id
A shirtless guy turned around videotaping something at the beach.,A man is filming hippos.,2,2_13383b
A shirtless guy turned around videotaping something at the beach.,A man is filming beachgoers.,1,2_13383c
Three kids are riding a blue motorcycle.,Three sad kids are riding a blue motorcycle.,1,2_13471a
Three kids are riding a blue motorcycle.,Three men are riding a blue motorcycle.,2,2_13471b
Three kids are riding a blue motorcycle.,Three kids are riding a motorcycle.,0,2_13471c
A woman enjoying a drink at an outdoor table.,The woman at the outdoor table is having a drink.,0,2_13492a
A woman enjoying a drink at an outdoor table.,The woman at the outdoor table is smoking a cigarette.,2,2_13492b
A woman enjoying a drink at an outdoor table.,The woman at the outdoor table is having an alcoholic drink.,1,2_13492c
Three children in a ball pit.,The brothers shriek with joy as they jump up and down among the balls.,1,2_13511a
Three children in a ball pit.,More than one person is in an area usually filled with round objects.,0,2_13511b
Three children in a ball pit.,The people are taking a standardized test in their school classroom.,2,2_13511c
Man on skateboard on top of rust colored barrel in darkened area.,the man was in the dark,0,2_13738a
Man on skateboard on top of rust colored barrel in darkened area.,the man was with friends,1,2_13738b
Man on skateboard on top of rust colored barrel in darkened area.,the woman was riding the skateboards,2,2_13738c
Firefighters stand on moist ground with a firetruck.,The ground is dry.,2,2_13747a
Firefighters stand on moist ground with a firetruck.,There was a fire.,1,2_13747b
Firefighters stand on moist ground with a firetruck.,The firefighters are near a firetruck.,0,2_13747c
Workmen and a tractor are behind concrete barricades and chunks of broken concrete.,Workmen and a tractor are stuck behind concrete.,1,2_13778a
Workmen and a tractor are behind concrete barricades and chunks of broken concrete.,Workmen and a tractor are behind concrete.,0,2_13778b
Workmen and a tractor are behind concrete barricades and chunks of broken concrete.,Workmen are a tractor are in a open-field.,2,2_13778c
A little girl wearing a green and pink shirt is sitting on a bed and smiling.,A little girl is sitting and smiling.,0,2_13825a
A little girl wearing a green and pink shirt is sitting on a bed and smiling.,A little girl is jumping on a bed and smiling.,2,2_13825b
A little girl wearing a green and pink shirt is sitting on a bed and smiling.,A little girl is sitting and smiling at her parents.,1,2_13825c
A laughing young girl in a green and pink shirt sits in her bed with toys and a blue blanket around her.,A young girl wearing a green and pink shirt sits in bed with toys and a blanket while laughing,0,2_13826a
A laughing young girl in a green and pink shirt sits in her bed with toys and a blue blanket around her.,"A girl lies down in bed, sleeping with dolls and a blue blanket wrapped around her",2,2_13826b
A laughing young girl in a green and pink shirt sits in her bed with toys and a blue blanket around her.,A girl sits on her bed with a blue blanket wrapped around her while playing with toy trucks and laughing,1,2_13826c
A pair of people playing billiards at a pool table.,Two people having fun playing billiards at a pool table.,1,2_13834a
A pair of people playing billiards at a pool table.,There are two people playing billiards at a pool table.,0,2_13834b
A pair of people playing billiards at a pool table.,Two people playing chess at a table.,2,2_13834c
young boy giving a thumbs up in a pool why holding into the side of the pool.,The boy lounges in his chair.,2,2_13849a
young boy giving a thumbs up in a pool why holding into the side of the pool.,A young boy hanging in the pool,0,2_13849b
young boy giving a thumbs up in a pool why holding into the side of the pool.,A young boy doesnt know how to swim but is unafraid.,1,2_13849c
Numerous children gather around a table filled with food.,A group of children surround a table full of food.,0,2_13862a
Numerous children gather around a table filled with food.,Two children are playing on a slide.,2,2_13862b
Numerous children gather around a table filled with food.,A group of children at a party stand around a table full of food.,1,2_13862c
A dog standing on his hind legs has his head and front paws on the kitchen counter.,A dog begs for food.,1,2_13866a
A dog standing on his hind legs has his head and front paws on the kitchen counter.,A dog looks at the counter.,0,2_13866b
A dog standing on his hind legs has his head and front paws on the kitchen counter.,A dog swims in the ocean.,2,2_13866c
Group of skiers talk on a hillside covered in snow.,the skiers are covered in sand,2,2_13880a
Group of skiers talk on a hillside covered in snow.,the skiers are on a moutain,0,2_13880b
Group of skiers talk on a hillside covered in snow.,the skiers just finished skiing,1,2_13880c
A woman in a mountain bike race and wearing pink and blue bicycle clothes is captured in motion as spectators watch from behind a blue banner.,A girl in a bike race has her photo taken.,0,2_14015a
A woman in a mountain bike race and wearing pink and blue bicycle clothes is captured in motion as spectators watch from behind a blue banner.,A group of fans are watching a swim meet.,2,2_14015b
A woman in a mountain bike race and wearing pink and blue bicycle clothes is captured in motion as spectators watch from behind a blue banner.,The women is attempting to win a race while a man snaps a photo of her.,1,2_14015c
A man in a red jacket wearing snow gear is midair on a snowboard with a red structure in the background.,A man is riding a snowboard,0,2_14039a
A man in a red jacket wearing snow gear is midair on a snowboard with a red structure in the background.,A man is a pro snowboarder,1,2_14039b
A man in a red jacket wearing snow gear is midair on a snowboard with a red structure in the background.,A man is skateboarding,2,2_14039c
"An older girl in blue dress and black stockings is playing with a yellow-and-blue diabolo toy, as a young boy in striped shirt and older boy in black t-shirt dance in the background, all inside a family room with books, games, and a TV on the shelves behind them",Two young people play in a family room.,0,2_14084a
"An older girl in blue dress and black stockings is playing with a yellow-and-blue diabolo toy, as a young boy in striped shirt and older boy in black t-shirt dance in the background, all inside a family room with books, games, and a TV on the shelves behind them",Three surly teenagers play video games in a basement.,2,2_14084b
"An older girl in blue dress and black stockings is playing with a yellow-and-blue diabolo toy, as a young boy in striped shirt and older boy in black t-shirt dance in the background, all inside a family room with books, games, and a TV on the shelves behind them",The three kids are all siblings.,1,2_14084c
People stand in front of artwork on the streets of an Asian city.,People are watching television.,2,2_14087a
People stand in front of artwork on the streets of an Asian city.,People are standing on a street.,0,2_14087b
People stand in front of artwork on the streets of an Asian city.,Some people stand on a street in front of a sculpture.,1,2_14087c
"A woman in a red jacket, with a hat and scarf on her head, selling her wears on the sidewalk.",A woman selling lemonade.,2,2_14125a
"A woman in a red jacket, with a hat and scarf on her head, selling her wears on the sidewalk.",A woman holding money.,1,2_14125b
"A woman in a red jacket, with a hat and scarf on her head, selling her wears on the sidewalk.",A woman standing outside.,0,2_14125c
"Two girls in karate uniforms, the one in blue is laying face down on the floor and the other, wearing white, is sitting on her head.",two sister practicing for karate,1,2_14133a
"Two girls in karate uniforms, the one in blue is laying face down on the floor and the other, wearing white, is sitting on her head.",two friends are swimming in a swimming pool,2,2_14133b
"Two girls in karate uniforms, the one in blue is laying face down on the floor and the other, wearing white, is sitting on her head.",two girls are practicing for karate,0,2_14133c
A skateboarder is perfecting his trick on a wall.,A boy is riding a bicycle.,2,2_14240a
A skateboarder is perfecting his trick on a wall.,A teenage boy is doing skateboarding tricks on a wall at school.,1,2_14240b
A skateboarder is perfecting his trick on a wall.,Someone is skateboarding.,0,2_14240c
"A little girl, with blond-hair and a red shirt on, is playing in a big box.",A girl playing in a box,0,2_14247a
"A little girl, with blond-hair and a red shirt on, is playing in a big box.",The red-haired girl running on the beach,2,2_14247b
"A little girl, with blond-hair and a red shirt on, is playing in a big box.",A girl with blond-hair in the box,1,2_14247c
This man is spinning pottery.,The man is asleep on a sandy beach.,2,2_14289a
This man is spinning pottery.,The man is doing pottery.,0,2_14289b
This man is spinning pottery.,The man is an artist.,1,2_14289c
Two men are kickboxing.,The winner of the match will move on.,1,2_14300a
Two men are kickboxing.,The men are kickboxing.,0,2_14300b
Two men are kickboxing.,The people are gardening in the yard.,2,2_14300c
A male tennis player that has just swung to hit a tennis ball.,The man is playing tennis.,0,2_14356a
A male tennis player that has just swung to hit a tennis ball.,The man is playing tennis with his wife.,1,2_14356b
A male tennis player that has just swung to hit a tennis ball.,Two women are playing tennis.,2,2_14356c
Man in black waits at crossing signal near large brick building.,A man is wearing a blue outfit and is sleep.,2,2_14359a
Man in black waits at crossing signal near large brick building.,A man is waiting to cross the street.,1,2_14359b
Man in black waits at crossing signal near large brick building.,A man is wearing black crossing near a building.,0,2_14359c
"Two women are sitting on the sofa, and one woman is eating a snack.",Two women sit together on a sofa as one of them eats a snack inside a house.,0,2_14479a
"Two women are sitting on the sofa, and one woman is eating a snack.",Two women sit together on a sofa watching tv as one of them eats a snack.,1,2_14479b
"Two women are sitting on the sofa, and one woman is eating a snack.",Two women rest on a bench next to an apple tree.,2,2_14479c
A woman with dyed blond and brown hair has her arm around the man who is holding a cup.,the 2 people are married watching the sunset,1,2_14521a
A woman with dyed blond and brown hair has her arm around the man who is holding a cup.,a women with blonde and brown hair has her arms around a man,0,2_14521b
A woman with dyed blond and brown hair has her arm around the man who is holding a cup.,a man and women are sleeping together,2,2_14521c
Three people walking down the street in an Asian community.,The friends are shopping in the Asian section of town.,1,2_14701a
Three people walking down the street in an Asian community.,The group is relaxing in the park.,2,2_14701b
Three people walking down the street in an Asian community.,The group is walking in the Asian section.,0,2_14701c
A yellow plush toy costume on street event.,A red costume laying on a bed.,2,2_14720a
A yellow plush toy costume on street event.,A yellow plush toy costume laying on the ground at a street event outside.,0,2_14720b
A yellow plush toy costume on street event.,A yellow plush toy costume up for sale at a street event.,1,2_14720c
A girl is performing a skateboarding maneuver.,A girl is riding a bike.,2,2_14795a
A girl is performing a skateboarding maneuver.,A girl is jumping a ramp on a skateboard.,1,2_14795b
A girl is performing a skateboarding maneuver.,A girl is skateboarding.,0,2_14795c
Men in uniform dragging a canon for some kind of celebration with a pretty city in the background.,Some people are alone in the desert.,2,2_14858a
Men in uniform dragging a canon for some kind of celebration with a pretty city in the background.,Some people are wearing antique uniforms.,1,2_14858b
Men in uniform dragging a canon for some kind of celebration with a pretty city in the background.,Some people are wearing uniforms.,0,2_14858c
"Some people are standing around a large inflatable slide, watch a child slide down it.",People watch a child go down a slide.,0,2_14868a
"Some people are standing around a large inflatable slide, watch a child slide down it.",Parents watch their child go down the slide.,1,2_14868b
"Some people are standing around a large inflatable slide, watch a child slide down it.",Parents watch their child climb a jungle gym.,2,2_14868c
Four Asian people standing by the street curb.,The four asian people are female.,1,2_14910a
Four Asian people standing by the street curb.,The four asian people are sitting by the street curb.,2,2_14910b
Four Asian people standing by the street curb.,The people are by the street.,0,2_14910c
Woman wearing maroon sweater carrying guitar in the woods,A woman in a blue sweater sits in a car.,2,2_14983a
Woman wearing maroon sweater carrying guitar in the woods,Woman carries a thing outside.,0,2_14983b
Woman wearing maroon sweater carrying guitar in the woods,A musician carries a thing outside.,1,2_14983c
Four people are meeting around table in a modern decorated room.,Nobody is at a table,2,2_15018a
Four people are meeting around table in a modern decorated room.,Humans at a table,0,2_15018b
Four people are meeting around table in a modern decorated room.,Tall humans at a table,1,2_15018c
A man running in a race while spectators watch on a very sunny day.,A man wins a race while people cheer,1,2_15036a
A man running in a race while spectators watch on a very sunny day.,A man running with no one watching him,2,2_15036b
A man running in a race while spectators watch on a very sunny day.,A man runs in a race while people watch,0,2_15036c
A large brown dog in a fenced yard,A dog is playing in its yard.,1,2_15055a
A large brown dog in a fenced yard,A cat is asleep in a bathtub.,2,2_15055b
A large brown dog in a fenced yard,A dog is outside.,0,2_15055c
A boy wearing a striped shirt runs barefoot in the sandy hill.,A boy cures cancer on a sandy hill.,2,2_15084a
A boy wearing a striped shirt runs barefoot in the sandy hill.,A boy gets sand on his feet.,0,2_15084b
A boy wearing a striped shirt runs barefoot in the sandy hill.,A boy trips while running on a sandy hill.,1,2_15084c
A person is sitting next to a tv holding a plate of food.,A boy is eating in front of the TV.,1,2_15148a
A person is sitting next to a tv holding a plate of food.,A girl is playing outside.,2,2_15148b
A person is sitting next to a tv holding a plate of food.,A person is holding a plate.,0,2_15148c
Man in black shirt with black guitar sings into a microphone surrounded by musical equipment.,A man does a sound check into a mike.,1,2_15160a
Man in black shirt with black guitar sings into a microphone surrounded by musical equipment.,A man sings into a mike.,0,2_15160b
Man in black shirt with black guitar sings into a microphone surrounded by musical equipment.,Man in blue shirt with black guitar sings into a microphone surrounded by musical equipment.,2,2_15160c
A biker in a yellow jacket riding in the snow.,The biker is riding in winter.,1,2_15304a
A biker in a yellow jacket riding in the snow.,The biker's jacket is solid blue in color.,2,2_15304b
A biker in a yellow jacket riding in the snow.,The biker is outside.,0,2_15304c
A man reading a book while waiting for the subway.,The man is waiting for the bus to arrive.,2,2_15338a
A man reading a book while waiting for the subway.,A man is underground,0,2_15338b
A man reading a book while waiting for the subway.,The man is sitting on a bench,1,2_15338c
"Two men, one in black and one in gray, are conducting a science experiment.",Two men sleep beside one another in a bed.,2,2_15424a
"Two men, one in black and one in gray, are conducting a science experiment.",Two men test their blood after potentially contracting a deadly virus.,1,2_15424b
"Two men, one in black and one in gray, are conducting a science experiment.",Two men perform an experiment involving science.,0,2_15424c
A woman and a boy on a unicycle.,People are on a unicycle,0,2_15489a
A woman and a boy on a unicycle.,The boy is the woman's son,1,2_15489b
A woman and a boy on a unicycle.,They're riding a bike,2,2_15489c
The white and brown dog stands in front of the woods with its tongue hanging out.,The dog is sleeping in his bed,2,2_15499a
The white and brown dog stands in front of the woods with its tongue hanging out.,The dog is looking for its owner.,1,2_15499b
The white and brown dog stands in front of the woods with its tongue hanging out.,The dog is in the woods.,0,2_15499c
Two people are kissing on a sidewalk in front of a limo while people walk by.,two people are drinking champagne in a limo,2,2_15575a
Two people are kissing on a sidewalk in front of a limo while people walk by.,two people are dating,1,2_15575b
Two people are kissing on a sidewalk in front of a limo while people walk by.,two people are outside,0,2_15575c
A doctor taking blood pressure to the patient.,A doctor is checking a patient's blood pressure.,0,2_15624a
A doctor taking blood pressure to the patient.,The patient is seeing the doctor for a check-up.,1,2_15624b
A doctor taking blood pressure to the patient.,The doctor is examining the patient's eyes.,2,2_15624c
A little girl in a floral print dress plays in a tub of water with water lilies.,A girl in a flowered dress is playing  with water.,0,2_15774a
A little girl in a floral print dress plays in a tub of water with water lilies.,A teenage girl is using water.,2,2_15774b
A little girl in a floral print dress plays in a tub of water with water lilies.,A girl is playing in water.,1,2_15774c
"A man dressed in a vest, hat, and red striped shirt is dancing with a woman dressed in vibrant, multiple colors.",An adult dance team performs in front of judges in a competition.,1,2_15907a
"A man dressed in a vest, hat, and red striped shirt is dancing with a woman dressed in vibrant, multiple colors.",Two people nap on a hammock with the soft colors of the sand and ocean behind them.,2,2_15907b
"A man dressed in a vest, hat, and red striped shirt is dancing with a woman dressed in vibrant, multiple colors.",A couple is spending time together.,0,2_15907c
A person holds a frying pan over an open fire as a child watches.,The little girl is watching her mother cook.,1,2_15914a
A person holds a frying pan over an open fire as a child watches.,The child is watching the person wash the frying pan.,2,2_15914b
A person holds a frying pan over an open fire as a child watches.,There is a child watching a person.,0,2_15914c
Man with ice cream cart standing against a wall.,a man is standing,0,2_15925a
Man with ice cream cart standing against a wall.,the man is sitting in court,2,2_15925b
Man with ice cream cart standing against a wall.,the man is a vendor,1,2_15925c
"A father and his son at the park, the dad has a bike propped up onto a tree checking the tire while his son is studying the tree.",The man is lying in bed.,2,2_15948a
"A father and his son at the park, the dad has a bike propped up onto a tree checking the tire while his son is studying the tree.",The boy is learning to ride a bicycle.,1,2_15948b
"A father and his son at the park, the dad has a bike propped up onto a tree checking the tire while his son is studying the tree.",The people are outside.,0,2_15948c
A woman on a surfboard rides a wave,A woman is in the ocean.,0,2_16009a
A woman on a surfboard rides a wave,The woman is applying makeup and getting ready to go out on a date.,2,2_16009b
A woman on a surfboard rides a wave,The woman is teaching a surfing class and showing them how to ride a basic wave.,1,2_16009c
an on-going race is occurring.,The race ended.,2,2_16011a
an on-going race is occurring.,The race is going on to support charity.,1,2_16011b
an on-going race is occurring.,There is a race.,0,2_16011c
A boy in a red vest and white karate outfit is sparring with a boy in a blue vest.,A boy is sparring with another boy at karate practice.,0,2_16172a
A boy in a red vest and white karate outfit is sparring with a boy in a blue vest.,Two boys are fishing from a pier.,2,2_16172b
A boy in a red vest and white karate outfit is sparring with a boy in a blue vest.,Two boys are fighting.,1,2_16172c
A little boy is attempting to do a cartwheel.,Someone is doing gymnastics.,0,2_16359a
A little boy is attempting to do a cartwheel.,The young boy is upside down.,1,2_16359b
A little boy is attempting to do a cartwheel.,Everyone is still.,2,2_16359c
Four boys hanging around a vending machine outside on a boardwalk with palm trees in the background.,A group of boys are hanging out at the beach.,0,2_16404a
Four boys hanging around a vending machine outside on a boardwalk with palm trees in the background.,A group of boys are attempting to buy something from the vending machine.,1,2_16404b
Four boys hanging around a vending machine outside on a boardwalk with palm trees in the background.,A group of boys are reading books in a library.,2,2_16404c
A man is talking on a cellphone next to a car parked in a dark alley.,A man on his cellphone next to a car.,0,2_16478a
A man is talking on a cellphone next to a car parked in a dark alley.,A man parked his car on the moon.,2,2_16478b
A man is talking on a cellphone next to a car parked in a dark alley.,A man trying to get his car towed.,1,2_16478c
A snowboarder jumping in the air off of snow.,A snowboarder is in a competition and doing a trick.,1,2_16560a
A snowboarder jumping in the air off of snow.,A person is snowboarding and in the air.,0,2_16560b
A snowboarder jumping in the air off of snow.,A snowboarder is skiing downhill to expand his arsenal.,2,2_16560c
A side profile of a man with a mustache and goatee wearing a suit and tie.,Fire engines are plaid.,2,2_16562a
A side profile of a man with a mustache and goatee wearing a suit and tie.,He is dressed up.,1,2_16562b
A side profile of a man with a mustache and goatee wearing a suit and tie.,A man has facial hair.,0,2_16562c
A girl is wearing her life vest while she rides a jet ski.,A girl is enjoying water sports,1,2_16577a
A girl is wearing her life vest while she rides a jet ski.,A girl is wearing a life vest,0,2_16577b
A girl is wearing her life vest while she rides a jet ski.,A girl is wearing a sports coat,2,2_16577c
A young boy tries picking up a pumpkin by its stem in a pumpkin patch.,a young boy tries to pick pumpkins,0,2_16618a
A young boy tries picking up a pumpkin by its stem in a pumpkin patch.,the boy is sleeping from the flue,2,2_16618b
A young boy tries picking up a pumpkin by its stem in a pumpkin patch.,the young boy is taking the biggest greenest stem from the pumpkins,1,2_16618c
A boy in a device being aided by two men.,Two men are helping a boy.,0,2_16636a
A boy in a device being aided by two men.,A boy is paralized and must be helped by two nurses to get to the doctor.,1,2_16636b
A boy in a device being aided by two men.,A young girl is sitting alone in her room coloring.,2,2_16636c
Girls sitting around a fire.,The girls are sitting.,0,2_16641a
Girls sitting around a fire.,The girls are camping.,1,2_16641b
Girls sitting around a fire.,The girls are jumping rope.,2,2_16641c
"A man in a green shirt, blue coat, and blue jeans walking.",A human walking.,0,2_16693a
"A man in a green shirt, blue coat, and blue jeans walking.",A tall human walking.,1,2_16693b
"A man in a green shirt, blue coat, and blue jeans walking.",Nobody is walking.,2,2_16693c
A man sleeping alone on the side of the road.,A man is competing in a chess competition.,2,2_16697a
A man sleeping alone on the side of the road.,A tired man is waiting for a vehicle to give him a ride.,1,2_16697b
A man sleeping alone on the side of the road.,A person is not awake.,0,2_16697c
A picture of people sitting at tables outside of a restaurant.,A picture of people sitting at the movies.,2,2_16759a
A picture of people sitting at tables outside of a restaurant.,A picture shows a group of people outside.,0,2_16759b
A picture of people sitting at tables outside of a restaurant.,A picture of happier times.,1,2_16759c
A man runs on a pier beside a dirty body of water.,The man was fleeing from the spies so he ran along the pier hoping for an avenue of escape,1,2_16848a
A man runs on a pier beside a dirty body of water.,The water below the pier was very murky,0,2_16848b
A man runs on a pier beside a dirty body of water.,The man was cooking spaghetti in his kitchen,2,2_16848c
Little girl standing in sand at the beach.,A small girl stood watching the dolphins swim playfully a few feet from the edge of the beach.,1,2_16960a
Little girl standing in sand at the beach.,A little girl rode her bike around in circles in the middle of the school playground.,2,2_16960b
Little girl standing in sand at the beach.,A girl stood at the seashore.,0,2_16960c
A boy cuts a flip in the grass.,the boy is raising money for a new bike,1,2_17037a
A boy cuts a flip in the grass.,A boy is outside,0,2_17037b
A boy cuts a flip in the grass.,The boy is playing video games,2,2_17037c
woman cooking food in big kettles and stirring.,the child was happy,1,2_17131a
woman cooking food in big kettles and stirring.,a old man was talking,0,2_17131b
woman cooking food in big kettles and stirring.,the boy  was listening to music,2,2_17131c
A family in a cold pool of water in the winter.,A lot of humans in a pool,1,2_17291a
A family in a cold pool of water in the winter.,Humans in a pool,0,2_17291b
A family in a cold pool of water in the winter.,The pool is hot.,2,2_17291c
"Several people are sitting down on a cruise ship, with one man sleeping with a pair of sunglasses on.",There are people on the cruise ship.,0,2_17333a
"Several people are sitting down on a cruise ship, with one man sleeping with a pair of sunglasses on.",People are swimming in the cruise ship pool.,2,2_17333b
"Several people are sitting down on a cruise ship, with one man sleeping with a pair of sunglasses on.",A man sleeps on a lounge chair as the the women laugh and talk nearby.,1,2_17333c
The woman with the hat is selling some fruits and root crops.,the boy  was listening to music,2,2_17339a
The woman with the hat is selling some fruits and root crops.,the child was happy,1,2_17339b
The woman with the hat is selling some fruits and root crops.,a bird was on rocks,0,2_17339c
"A costumed man talks to a woman seated on a wooden plank, teetering over a concrete edge, while an amused audience watches.",A woman in a sequined outfit rides an elephant in a circus.,2,2_17379a
"A costumed man talks to a woman seated on a wooden plank, teetering over a concrete edge, while an amused audience watches.",A man in a costume talks to a woman.,0,2_17379b
"A costumed man talks to a woman seated on a wooden plank, teetering over a concrete edge, while an amused audience watches.",The man and woman are circus performers.,1,2_17379c
A young girl in a striped shirt and blue pants falls onto a trampoline while onlookers watch.,The girl is a gymnast.,1,2_17404a
A young girl in a striped shirt and blue pants falls onto a trampoline while onlookers watch.,A girl is playing on a trampoline.,0,2_17404b
A young girl in a striped shirt and blue pants falls onto a trampoline while onlookers watch.,No one is watching the young girl.,2,2_17404c
Three young children wearing jackets and pants are playing with pogo sticks on a dock in front of the Virginia V ship.,Three kids are playing with pogo sticks on the dock.,0,2_17456a
Three young children wearing jackets and pants are playing with pogo sticks on a dock in front of the Virginia V ship.,The three children board the Virginia V ship.,2,2_17456b
Three young children wearing jackets and pants are playing with pogo sticks on a dock in front of the Virginia V ship.,The kids are waiting to get on the ship.,1,2_17456c
A man in a black hat reaches into a box.,The man in the black hat fell off a building,2,2_17503a
A man in a black hat reaches into a box.,A man in a black hat reaches into a box,0,2_17503b
A man in a black hat reaches into a box.,The man in a black hat was trying his luck at something,1,2_17503c
Silhouettes of people in dark place,the child was happy,1,2_17571a
Silhouettes of people in dark place,a couple was there,0,2_17571b
Silhouettes of people in dark place,the boys were angry,2,2_17571c
"A racing dog takes flight while wearing a yellow and black jersey, and muzzle",The dog is in a competition.,1,2_17572a
"A racing dog takes flight while wearing a yellow and black jersey, and muzzle",The dog has a orange and red jersey.,2,2_17572b
"A racing dog takes flight while wearing a yellow and black jersey, and muzzle",A dog has a yellow and black jersey.,0,2_17572c
"A showgirl, holding lipstick in her hand, and wearing a feather headdress, looks in a mirror.",The showgirl is holding bright red lipstick on her hand.,1,2_17574a
"A showgirl, holding lipstick in her hand, and wearing a feather headdress, looks in a mirror.",The showgirl is wearing nothing on her head.,2,2_17574b
"A showgirl, holding lipstick in her hand, and wearing a feather headdress, looks in a mirror.",The showgirl is preparing herself for a performance.,0,2_17574c
A man in a white jacket is singing on stage.,A person singing.,0,2_17596a
A man in a white jacket is singing on stage.,A man telling stories to children in a classroom.,2,2_17596b
A man in a white jacket is singing on stage.,A man sings at the fair.,1,2_17596c
A woman is jogging on a sidewalk next to an elevated grassy platform.,A woman is jogging.,0,2_17618a
A woman is jogging on a sidewalk next to an elevated grassy platform.,The woman is exercising.,1,2_17618b
A woman is jogging on a sidewalk next to an elevated grassy platform.,The woman is sitting.,2,2_17618c
A brown dog running across a flat rock.,A dog is running fast,1,2_17644a
A brown dog running across a flat rock.,A dog is sleeping.,2,2_17644b
A brown dog running across a flat rock.,A dog is running across the rock,0,2_17644c
A person descends a rope from a cliff into the ocean.,Bats ascends from cave into beach.,2,2_17662a
A person descends a rope from a cliff into the ocean.,Person descends a rope from cliff into ocean.,0,2_17662b
A person descends a rope from a cliff into the ocean.,Descends rope from cliff into the ocean.,1,2_17662c
A teenage boy holds a hammer with both hands.,A young man is carefully working with a hand tool.,0,2_17670a
A teenage boy holds a hammer with both hands.,A teenager is working on a woodworking project.,1,2_17670b
A teenage boy holds a hammer with both hands.,A boy holds a board as his father saws it in half.,2,2_17670c
A female gymnast is performing.,A girl is doing gymnastics.,1,2_17672a
A female gymnast is performing.,A female is sitting down.,2,2_17672b
A female gymnast is performing.,A girl is doing gymnastics.,0,2_17672c
"A young lady, wearing a dark colored leotard, is doing a flip on a balance beam.",A young lady in a leotard is on a balance beam.,0,2_17675a
"A young lady, wearing a dark colored leotard, is doing a flip on a balance beam.",A young lady is walking across the floor mat.,2,2_17675b
"A young lady, wearing a dark colored leotard, is doing a flip on a balance beam.",The young lady is a gymnast practicing for a comepetition.,1,2_17675c
An older man wearing a white hat sits alone on the ground.,A sad older man wearing a white hat sits alone on the ground.,1,2_17714a
An older man wearing a white hat sits alone on the ground.,A young woman is wearing a blue hat and sits with someone on the ground.,2,2_17714b
An older man wearing a white hat sits alone on the ground.,A man is sitting alone on the ground.,0,2_17714c
An old woman wearing a black scarf is walking with a cane down the sidewalk.,the woman walks,0,2_17767a
An old woman wearing a black scarf is walking with a cane down the sidewalk.,the dogs eat cats,2,2_17767b
An old woman wearing a black scarf is walking with a cane down the sidewalk.,the woman walks fast,1,2_17767c
Man selling ice cream takes a break underneath a window.,it is a hot day,1,2_17801a
Man selling ice cream takes a break underneath a window.,The man is selling,0,2_17801b
Man selling ice cream takes a break underneath a window.,the man is sellign coffee,2,2_17801c
man sitting on ground next to bucket of mud.,Man sitting next to mud.,0,2_17857a
man sitting on ground next to bucket of mud.,Man playing with mud.,1,2_17857b
man sitting on ground next to bucket of mud.,Man sitting next to sand.,2,2_17857c
Four people are flying through the air while on snowboards.,Four people are airborne on snowboards.,0,2_17871a
Four people are flying through the air while on snowboards.,Four people fly through the clouds to the moon on snowboards.,2,2_17871b
Four people are flying through the air while on snowboards.,Four friends are doing tricks in the air on snowboards.,1,2_17871c
a muzzle greyhound dog running on a track,A muzzle dog running on a track.,0,2_17878a
a muzzle greyhound dog running on a track,A muzzle greyhound dog running fast on a track.,1,2_17878b
a muzzle greyhound dog running on a track,A muzzle poodle dog running on a track.,2,2_17878c
The horses are racing along the dirt track.,The horses are racing along the track.,0,2_17955a
The horses are racing along the dirt track.,The dogs are running along the track.,2,2_17955b
The horses are racing along the dirt track.,Horses are being raced for money.,1,2_17955c
A naked girl covered in painted flower designs riding a bicycle.,a naked guy walking around.,2,2_18016a
A naked girl covered in painted flower designs riding a bicycle.,a girl riding a bicycle to go home.,1,2_18016b
A naked girl covered in painted flower designs riding a bicycle.,a naked girl painted with flowers riding a bike.,0,2_18016c
A man rollerblading at a skate park.,A woman is having a picnic at the park.,2,2_18034a
A man rollerblading at a skate park.,There is a man in the park.,1,2_18034b
A man rollerblading at a skate park.,A man is exercising in a park.,0,2_18034c
Two men are in a band; one is playing the guitar and another is singing.,Two people are playing instruments.,0,2_18078a
Two men are in a band; one is playing the guitar and another is singing.,A woman is outside with a dog.,2,2_18078b
Two men are in a band; one is playing the guitar and another is singing.,Two men are playing rock music.,1,2_18078c
Two street musicians playing a guitar and bongo drums with the guitar case open for donations,People are playing music in the street.,0,2_18090a
Two street musicians playing a guitar and bongo drums with the guitar case open for donations,The musicians are homeless people using a unique way to panhandle for money.,1,2_18090b
Two street musicians playing a guitar and bongo drums with the guitar case open for donations,Two street musicians playing a zylophone and bongo drums with the guitar case open for donations,2,2_18090c
My two friends were working on our roof today and they just did not know where to start.,Two acquantainces are working on the roof and wondering over where to start,1,2_18106a
My two friends were working on our roof today and they just did not know where to start.,Two friends are working on the roof and puzzling over where to start,0,2_18106b
My two friends were working on our roof today and they just did not know where to start.,Two stangers are working on the roof and puzzling over where to start,2,2_18106c
Skateboarder jumping in air and his skateboard is between his legs.,A skateboarder is outside doing tricks,0,2_18129a
Skateboarder jumping in air and his skateboard is between his legs.,A skateboarder is eating with a few friends while at a cafe,2,2_18129b
Skateboarder jumping in air and his skateboard is between his legs.,A skateboarder is doing a kickflip on the pavement,1,2_18129c
"A man receives a piece of paper from a woman while shaking her hand, as a man wearing an ""Ohio State Geography"" shirt looks on.",The man just graduated.,1,2_18151a
"A man receives a piece of paper from a woman while shaking her hand, as a man wearing an ""Ohio State Geography"" shirt looks on.",The man hands the woman a piece of paper.,-1,2_18151b
