premise,hypothesis,label
A woman wearing a black shirt and red visor takes a sip of beer with her eyes closed.,The woman is sleeping.,2
Three firemen are conversing next to a firetruck.,the firemen are fighting a fire.,2
A girl holding a drink with a straw in it standing in front of a man kissing her on the cheek as she smiles.,The girl is drinking a soda.,1
A group of dogs harnessed together to pull something in the snow.,The dogs are attached to something.,0
A little girl with long brown hair and a hat made out of newspaper is opening a gift while other people watch.,It is the girl's birthday.,1
A black-haired girl is eating corn on the cob.,A black-haired girl is chewing corn on the cob.,0
Two men in traditional Arab dress standing near a car wave at an SUV in the desert.,Two arab men are standing on top of Mount Everest waving ice axe's.,2
A young man with ginger hour is playing a game of pool.,A young man plays a game.,0
A group of people with white face makeup gathered around a table with some people playing instruments in front of a truck in the background.,"Group of people in the background playing guitars and drums, as a band.",1
Two people looking across a valley.,Two people at a movie premier.,2
Three couples in white clothes and swim caps play piggyback.,The couples are members of a dating club.,1
A person on a snow board jumps high into the air.,A snowboarder is at the top of the mountain.,1
A man is seemingly running with only one snow ski on.,A lady skis effortlessly.,2
A black horse with a santa hat on top of it's head pulling a sleigh in the snow with 4 people in the sleigh.,a horse pulls a sleigh,0
A man and woman are kissing on the corner of a street.,The man and woman are a couple.,1
A person is riding a bicycle on a trail through some trees.,A being on a bike.,0
A woman standing in a room next to a wooden table and an orange traffic cone.,A woman is in a room surrounded by objects.,0
A snowboarder jumps off a large ramp in the mountains.,A snowboarder is jumping off a ramp,0
The woman is doing some work in the kitchen.,the woman is working,0
A group of workers are listening to instruction from a colleague.,A group of people are at work.,0
A young man who is walking and busy with himself.,a young man is busy with himself,0
One man with a hat and one women with a purse are smiling while walking down a path in the snow.,Two people are walking outside.,0
A young lady with brown hair is reading a compass while the man next to her points to a paper.,A young lady has brown hair.,0
"Someone is holding a tan plaid piece of fabric over there face, while sitting buy a man.",A person is with no hands is sitting next to a man with no face.,2
A person standing outside an old building with headphones on.,A person is near a building.,0
A DJ wearing headphones and mixing some music.,"A DJ is setting fire to a bar, because he is a arson.",2
Four children are in an industrial kitchen looking at a recipe with the ingredients on the table in front of them.,Four children examine a recipe for a cake.,1
A woman is taking a photograph on a beach at the edge of the water while a girl stands in the foreground.,a woman shoots her daughter on a beach vacation,1
A woman plays hide-and-go-seek with a check scarf as she sits with a man in a dark colored jacket.,The woman is skiing down a mountain.,2
One Asian man in glasses is making the peace sign while the other is making a heart with his arms.,The two men are posing for a cute picture.,1
A group of three women and one man peer into a store window.,There is a group of people looking into the window of a Schnucks grocery store.,1
"Two joggers on opposite sides of a line of trees go down a road in fall, both dressed warmly while still in shorts to allow for freedom of movement.",The joggers are hot because it's summer.,2
A young woman with red highlights in her hair is applying eyeshadow with a Q-tip in front of a mirror.,A woman is putting on makeup.,0
Man screaming at the top of a sand dune.,A man is screaming for help.,1
Two workers in a wood shop cutting wood.,Two workers prepare to build a house by cutting wood,1
A political rally in a foreign country.,A political rally in a foreign country,0
A young girl in a striped shirt and blue pants falls onto a trampoline while onlookers watch.,A girl is playing on a trampoline.,0
"Boy with a blue shirt, playing in the street with a toy.",Boy playing in his house with his dog.,2
"A young girl, with ringlets of curls, plays a game on her blue Game Boy.",A blue Game Boy is being played by a young girl with curls.,0
A man in a gray t-shirt standing in front of a snow-covered mountain.,A man is standing in the snow.,0
a large black dog fighting with another large brown and black dog.,There are some dogs that are fighting,0
Two young girls with sponge bats being to play while an older girl is acting as the referee.,The girls are playing together,0
A man in a black and white striped shirt with a tattoo shaving while a young girl watches him in the mirror.,A woman shaves her legs.,2
A man standing up in a boat paddling toward a shore lined with furniture and other large objects.,The man is outside.,0
A man in blue jeans with other people smiling at someone else.,A person wears a pair of pants.,0
"A crowd of people, one with a guitar, are standing in the street under the 7th Avenue street sign.",A crowd of people are sitting in a lobby building.,2
a young child with a Band-Aid on his head sits eating at a small white table with a little girl eating off a yellow plate.,A girl and her injured brother are playing a game involving food.,1
A man in an orange wrap clothing is being driven by a man on a motorbike.,There are two women on a motorbike,2
A large bonfire is burning at dusk.,A bonfire burning at a celebration.,1
A dark-haired male and blond-haired female dancing with others in a large room.,A lot of people in the room are dancing.,1
A man wearing a hat is showing a group of children how to throw a net off of a dock.,the man is old,1
A man and two women are all sat on a single motor scooter.,A man and two women were riding a large scooter down the street.,1
A skinny guy with long curly hair and glasses is wearing white gloves as he injects something in a bottle,A skinny guy lays on the couch as he watches TV.,2
"A family paddles down the river, and uses umbrellas for shade.",People on a boat.,0
the menu of a restaurant.,it is mexican,1
Man standing next to an outdoor book stall.,A man is standing in his local Barnes and Noble shopping for books.,2
A man at a gather putting together a balloon animal.,A man is taking a walk by himself.,2
A man in a red shirt and black pants is breakdancing for an audience.,A man is performing a magic show for his mother.,2
Three short-haired men and a woman are looking at a toy and some colorful furniture.,Three women and a man looking for house,2
A man wearing a blue shit is standing up speaking.,A man is standing while giving a speech for his class.,1
A woman wearing sunglasses rides a brown horse.,there is a woman riding bareback,1
Two women walking down the street,The women are holding hands.,1
Two children are putting their faces into a knight and royal woman's picture.,two children put their faces into a picture,0
The badgers' pom team pose for a photo.,A group of small children are playing outside.,2
A guy racing his motorcycle on a trail.,The guy races his dog.,2
A man and a woman stand in front of an old structure.,A man and a woman walking up to an old structure.,2
Two girls are riding red tricycles.,The boys are riding tricycles.,2
A woman in a red coat is walking with a shopping bad and a large black umbrella.,A woman in a white coat is walking.,2
A man is standing a watching people on the street.,A man is looking for a person.,1
Three people are standing around while one points a camera at an electronic device on a table.,People are working in an office,2
A group of fisherman relaxing by the pier after a hard day of fishing.,A group of fishermen are talking.,1
A man is riding a motorcycle and towing a trailer filled with stuff.,A man is pulling something with a motorcycle.,0
Army person squatting in the rain.,An army soldier is working out.,1
A man in a blue jacket is holding a rake.,man holding a rake in his hands,0
"a dog wearing a jacket, pounces a toy.",A dog plays with his favorite toy.,1
"A father is teaching a his daughter how to surf, although she is having difficulties.",A skilled swimmer teaches a girl his moves.,2
A tri-colored dog is jumping over obstacles.,The dog is laying down,2
"Two women, one topless, play in a fountain.","Two woman frolicking in water, one twirling their top over their head.",1
A Korean woman is enjoying a meal in a restaurant.,a korean woman enjoys vegetarian food,1
"Three men are smiling, while the man in front wears blue novelty bicycle sunglasses and a political t-shirt.",Four men are frowning.,2
A shirtless toddler staring out the window.,A small child watches the outside world through a window.,0
"One young girl is sitting on the edge of an in-ground swimming pool, while the other girl is next to her in the water wearing swim goggles.",The girls are sisters.,1
A dog is jumping playing with a ball that has broken.,A dog eats his food.,2
Man throwing a Frisbee around another man.,The men are fighting,2
A baby in a bathtub with a wet hair mohawk.,the baby is bald,2
A man and a woman standing at a counter piled with potatoes.,The counter is piled with lots of potatoes.,0
Three women in dresses and headscarves outside.,Three sisters wearing dresses stand outside.,1
Women on phone with graffiti mural in the background.,The women are contacting authorities after finding vandalizing graffiti.,1
Tall man slightly dodging a bull in the center of an arena while other people look on.,A rodeo clown distracts a bull away from a bull rider.,1
A woman in black boots and a gray umbrella walks away from a group looking at a small dog.,a woman walks away from a group of people.,0
A man receiving a haircut at a barber shop.,a person shops,2
3 men painting a wall of a building while standing on a scaffolding.,3 men paint a mural on the side of a building.,1
"Man in yellow behind the wheel of a tractor, hooked to a trailer and under an open sided roof, while others climb on the back.",The man is driving the tractor.,2
a group of muzzled greyhound dogs jumping over a wall.,the greyhound dogs were racing in a boat,2
A man on a busy city street is eating something.,A man is painting with his wife.,2
"prarie dogs that are spotted with, brown black and white",Multi-colored animals.,0
"Woman with hair in low ponytail, with the number 43 on her leg, is running wearing green shoes and a green outfit.",The woman is moving.,0
The one teen has a headband and the other one a hat.,Two teens stand together.,1
A man walks his bike past a large silver sculpture of a head.,A man is on a self-guided art tour.,1
"Runners in various colors running left of photo, with man in forefront waving at camera.",Several people are biking.,2
A black dog carefully crosses over some water.,A dog is retreaving a ball.,1
"A man cutting salmon, seasoned with rosemary, to fit on cedar planks.",The man was cutting fish.,0
Italian beach woman volleyball team playing team USA during London Olympics 2012,Both sides are very competitive.,1
Two people walking down a stone walkway,Two people walking.,0
A football team wearing purple and white trying to stop the runner with the ball.,A football team is practicing on the team for a big game.,1
Young girl jumping on a bed.,The girl is sometimes in the air.,0
Two girls are looking past each other in different directions while standing in a crowd.,Two girls are looking for their parents in a crowd.,1
"A person sitting down, head slumped a long a railing.",A person standing up.,2
Men in black martial arts outfits practice their tan art in the grass in front of a tan building with a red roof.,There are men in black martial arts outfits practicing their tan art.,0
A man sitting at a table that has slot machines having a drink and watching something.,A group of people put offerings into the church collection basket.,2
The young man is tuning his guitar.,A kid is playing guitar.,1
A clown stands in front of a blurred-out crowd.,The clown is the only person around.,2
Several men dressed in blue uniforms march.,Several men dressed in blue uniforms are walking in unison,0
A person in a red sweater is sail boating.,red jacket man sailing boat,0
An Asian man points while in conversation with another person.,A guy is building a shed.,2
A little girl hula hoops with two hula hoops on a sunny day while a crowd of people unaware of her talent are behind her.,A girl does not know how to hula hoop.,2
"A military surgical team, one in camouflage, is performing an operation in a field hospital.",The army triage team works quickly to stitch up the cadet's wound inside the field hospital tent.,1
A makeup artist wearing pink and white face paint and yarn wig is applying face-paint to a young child.,A soldier applies camo paint to his face.,2
Woman being pulled from a boat on a yellow tube across the lake.,A woman is at a lake,0
"Two men and a piano, one man with red wig, at a performance.",Two men are playing a piano together.,1
An Asian woman with blue boots sits on a chair outside.,A woman is standing near a desk.,2
Two women in black skirts are standing on green grass.,Two women are outside.,0
A person sitting on steps with liquid spilled on the floor.,A person ran to kick a paint jar off the roof.,2
A man works behind his fruit and vegetable stand.,A man is working his food stand.,0
"a dog wearing a jacket, pounces a toy.",The dog is wearing clothes.,0
"A group of people are walking toward a sign that reads ""The Deep End"".",The deck is filled with snow.,2
A woman peeks outside a set of archaic wooden doors.,A woman peers out her windows at the trees.,2
A guy is restrained by security in front of a Samsung bus stop advertisement.,The man is buying a Samsung phone.,2
people are getting ready to set sail on a boat,People are preparing to ride a boat.,0
"A little boy is sitting on the floor, and getting his teeth brush by an adult.",A boy has dirty teeth.,1
A group of people in casual clothing stand along a fence in a city.,The people are waiting for a bus.,1
"A group of people taking turns on a wooden, homemade Ferris wheel.",the people are white,1
"A child in a bicycle helmet and a man in casual clothing are crouched next to a toy tricycle, pretending to fix it.",A child in a helmet is resting.,2
A man is leaning his bicycle on a tree.,The man had to put his bike down for a second.,1
A four wheeler being raced down a dirt road by a person in a matching blue riding suit and helmet.,The person is traveling at sea.,2
A black and white dog on an orange leash jumps in a field.,Two dogs are exhausted from playing.,1
A man in a blue canoe paddling in the ocean.,a man paddles a canoe,0
A brown dog and a tan dog are playing in tall grass.,The dogs are playing in the grass.,0
A man in sunglasses and a shirt is standing in front of a field of grass and a lake.,A man in sunglasses standing by a lake.,0
Many females clothed in orange attire mingling,The females wearing orange clothing were hired to participate at a social event.,1
Beautiful snowy landscape with people treading through the snow.,Christmas carolers walk to the next stop on their list.,1
A woman is embracing a man holding the leash of a dog who is looking away from the couple.,A husband and wife embrace each other while their pet looks at a squirrel.,1
A crowd of people outside the Beachcomber bar and grill.,The people are gathered outside the bar.,0
Numerous amounts of buildings surrounding tourists.,Various buildings engulf this city filled with tourists,0
A woman with pulled up blond-hair and sunglasses on is standing near a black and white tent.,There are multiple people present.,2
People gathered together on a city street.,Tons of humans waiting for a man doing a live painting.,1
Two men stand at a chalkboard that forms part of a stone wall in front of a number of tables and chairs of which only a few are occupied.,Two men are standing in a room.,0
A young boy plays in the fountains shooting up from the ground., A boy plays in the fountains.,0
A girl is upside-down on a trampoline and you can see her navel.,The girls is doing a flip.,1
Three young girls are walking together down the sidewalk.,People are riding on the subway,2
Man with a camouflage hat is throwing knives at a target.,an army colonel is throwing knives.,1
Two children and two adults carrying backpacks towards a building.,The group is on their way to school.,1
A man operating a tractor.,The man is driving.,0
construction workers fixing railroad track.,A group of construction workers try to fix the railroad track.,0
The boy in a yellow shirt is walking behind two people and also is passing by a statue.,A family is on a tour of the capital.,1
Students are sitting lined up on stair steps while they wait and check their electronic devices.,There are several friends standing on the school stair and exchanging pictures from there electronice gadgets,1
Father and son smiling in the bed.,A father and son are smiling while reminiscing about their trip to Iceland.,1
A man in a brown shirt looks through a window.,A man is escaping a burning building by jumping out the window.,2
Two women dressed in black pants and white tops positioned identically with a black backdrop.,Two women are actors,1
A man selling or delivering newspapers stands in front of a Spanish-language information sign.,A man is selling magazines,1
A group of people sit watching an event behind a Tim hortons sign.,There is a group of people sitting,0
A man is sitting down and he is surrounded by shoes.,A man laying on a bed.,2
A bicyclist sits on a bike while leaning against a gray car and drinking something.,A person is taking a break from riding a bike.,1
A group of young women stand together.,A group of women preparing food in the kitchen.,2
A child throws something for a white dog to catch.,A child kicking the dog.,2
A man standing on the sidewalk by a fence in the snow while smiling and holding a shovel.,The man is really a model posing or a picture.,1
A lady wearing a red shirt is seated next to others on a sidewalk and holding a camera.,the lady is naked,2
Three people sitting on a bus stop bench.,Three people are waiting for a bus.,1
Two women eating food with sunglasses on.,There are people eating.,0
Woman ice skating on ice.,A woman is wearing ice skates.,0
"Two men, one younger than the other and wearing glasses, sit on the beach in shorts and read magazines.",The men are sitting on the bench outdoors because the weather is beautiful today.,1
A little girl and woman wearing a yellow shirt get splashed by a city fountain.,There are two people outside.,0
Four older people are sitting on a bench.,people on bench,0
A young brunette girl in a robe with a plate of treats is next to a young brunette boy in a red shirt with silverware and a red cup.,The girl is holding a tray of hamburgers and the boy is carrying hot dogs.,2
"Girl with soda in her hand wearing a funky vest, a piercing, and tattoos, making a face at the camera.",The punk girl is drinking grape soda as she gets her picture taken.,1
A young boy jumping into the pool wearing goggles.,the boy is on dry land,2
A girl with brown hair and is wearing a pink and blue striped shirt is standing outside with a bunch of other people.,Girl wearing black dress at a school dance.,2
an asian female with a backpack is snowshoeing with a black dog.,The woman is skiing.,2
The little blond girl has blue frosting stuck to her mouth as she momentarily stops eating her cupcake to look at another little girl.,The little girl eating the cupcake shares with a friend.,1
A group of tourists are standing on a bridge.,The people are not from that area.,0
"Professional Cyclist sponsored by Rabobank wearing orange, white and blue.","A cyclist is wearing red, green, and black.",2
A crowd of people on a busy street.,People are sitting on the curb.,2
A lady is kneeling wearing a blue shirt.,A lady is kneeling before the priest at church.,1
"Three tan dogs are outside, one licks the other's nose.",Three tan dogs stay indoors and separated.,2
A black and white dog with a blue halter runs through the grass.,The dogs are running with a halter.,1
"Two men; one in a blue shirt and ball cap, and the other in a white shirt playing frisbee on a field near an airport.",Two men having lunch together.,2
A person is putting paper through a shredder.,a cat shredding paper,2
A man is standing on a ladder painting bricks,A man is cleaning bricks.,2
Two dogs are fighting on brick pavement.,The dogs are snuggling on the floor.,2
A woman is pointing to herself while walking down a sidewalk with a car reflecting off a window in the background.,The woman was walking down the sidewalk,0
A small black child playing in the ocean.,A small black child lying in the ocean.,2
Pakistani boy in brown oversized shirt selling sandals on the side of the street.,The boy helps support his family by selling on the street.,1
"A black man sitting on a bench, looking at his cellphone.",A white man sitting on a curb,2
Construction workers building a railroad.,Workers are building a house.,2
Four girls are jumping up and down on the sand near the ocean.,Four girls are enjoying spring break.,1
The man and woman are drinking out of canning jars.,Man and woman drinking beer in Mardi Gras,1
Children in bathing suits play at a water fountain.,Children in bathing suits playing.,0
Three people walk along a trail in a greenbelt in a forest.,Three people are walking down a crowded street.,2
A woman in black is explaining a diagram.,A woman is presenting a new project at work.,1
Factory workers are steadily completing their jobs.,People are working.,0
A man and a woman standing near a desk while another woman sits at the desk looking through a microscope.,A woman scientist looks through a microscope.,1
A woman in a white sleeveless t-shirt is ordering food at a bakery.,In the bakery is a woman ordering food,0
"In a crowd at a stadium, one man is standing up by himself with his arms up over his head like he's doing the Wave.",There is a man standing up.,0
A man in a knit cap stands next to a brick wall.,A man prepares to rob a store.,1
A man rock climbing pauses to calculate his route.,A man does not stop.,2
A woman in a top hat is trying to get into a maroon car at night.,The car is orange.,2
A man enters a tiny shack in the desert while another man exits.,One man goes in a room while another man leaves.,0
A man in a brown shirt takes a picture of something on the ground in front of him.,A man likes taking pictures.,1
A man in a hat and coat is talking on the phone next to a building with a sign that is in a foreign language.,There is a man in a hat and coat talking on the phone.,0
Two young people serve food.,people working as servers.,0
"two children, one wearing blue, the other wearing red, competing to get a ball in a game.",The two children are playing a game.,0
Man in his boxers carving a pumpkin.,A boy is eating a piece of cake.,2
"A group of Hispanic children are gathered outside holding basketballs, with one boy in a blue shirt smiling as he holds up a Spalding basketball.",A group of kids posing for a picture of themselves holding basketballs.,0
couple at a dinner table.,A couple eating dinner,1
A young boy is playing with a yo-yo.,A young man walks the dog on his yo-yo.,1
Lucy has been working on her karate stand all year.,Bill practices judo.,2
A boy and a girl playing on the beach.,The boy and girl are in the desert.,2
Pom girls performing their choreography.,Girls performing.,0
A man trying to stay on the bucking bronco.,A man is riding a horse.,0
A boy with an oar walks out of the surf and onto a beach.,the boy is going boating,2
A man wearing black and a woman wearing white are smiling.,The people are happy.,0
"A man carrying something made of red fabric in a bicycle basket rides a bicycle through a crowded, paved outdoor area.",A Black man carries red fabric to a basket.,1
A lady in a red cap serving food to the community.,The lady is volunteering at a soup kitchen.,1
"A black woman in a building is handing back a card to someone, she is wearing a worker's uniform.",A woman is giving someone a card.,0
Two little boys are playing outside with their soccer ball on the green grass.,The boys are made from paper airplanes.,2
A woman working on a project has blue dye on her hands.,A woman working on a project has yellow dye on her hands,2
A man and woman in black coats are outside while it is snowing.,A group of people are watching a play.,2
Four men wearing life jackets and helmets riding in a bright orange boat.,Some men are playing poker in the casino.,2
A woman in a brown shirt and a tiara is talking on a phone.,A woman is wearing clothes.,0
An older gentleman smiles while he strums a guitar in the street on a sunny day.,A man is playing guitar on a busy street.,1
Two people sitting at a table having a drink.,Nobody is having a drink.,2
A market where people can try a diversity of foods from all around the world.,A market has a bunch of foods.,0
Boy in martial arts-style uniform holding a sword.,A boy holds a sword at martial arts class.,1
A man looks at a map while a woman in sunglasses looks up.,The man is clothed.,0
A woman fixing her drink with a man talking with his hands.,the man makes gestures at the woman,0
male working on a computer under surveillance.,The male is wearing a baseball cap.,1
An artist is drawing a picture of two woman.,two women are being drawn,0
People hanging up a volleyball net.,They are about to play a game.,1
"Two males running, one wearing red and white, the other navy blue and black, outside on a cloudy day.",Two guys are having a foot race today.,1
Happy face of man speaking into microphone held in hand in front of brick building.,A man is speaking into a microphone.,0
A man squatting next to a bicycle.,A man is sleeping next to a bicycle.,2
A crowd of people walking.,A group of people riding horses.,2
A girl is on the ground with a football on her head.,A girl is standing while holding a football.,2
Three men conversing on a bench in a museum.,Three men standing at an airport.,2
A boy is wearing a baseball mitt and holding a baseball.,No one is holding a baseball.,2
Snow is dusted on the young boy's clothing making it appear that he has fallen several times.,a little boy plays clumsily in the snow,0
A man in a red shirt is jumping his bike over a sign for Rockstar Energy Drink.,A man does bike tricks in a energy drink ad.,1
Two brown dogs are running on the sand.,No animals running,2
A man is holding a yellow bird cage with a parrot inside.,A man is kneading dough in the kitchen.,2
A person wearing a blue hat takes a photo in the snow.,A woman sitting in a cabin.,2
A blond girl poses for a picture at Kerry Park in Seattle.,A model at a photo shoot in a park.,1
A teenager has his leg in a brace.,The teenager is jumping up and down.,2
One guy using an animal to work in a flooded field.,A bull is in a field.,1
Two young men and a young woman are sitting in a living room type setting as they talk and laugh together.,people telling jokes,1
people getting ready to ride bikes.,There are people getting ready for a competition.,1
A man sits on a street bench with a large bouquet of animal-shaped foil balloons.,The man is preparing for his son's birthday party.,1
A soccer player pushes another player as he catches the ball.,The person pushed the other on purpose.,1
two women next to a stage of people playing instruments,two women evaluate the sound of their orchestra,1
"A team of baseball players in blue uniforms, walking together on field.",baseball players walking on the field to start their game,1
A dog with a black and brown marbled coat scowls at the camera while a young woman in a black suit walks in the background.,Nobody has a coat,2
The young man leaps to serve the volleyball on the beach.,The man is playing volleyball near the Pacific Ocean.,1
Two girls looking at an informational poster.,Two girls have a Justin Bieber poster.,2
A man gets photography equipment out of the back of his vehicle.,A man sets up his photography equipment.,0
a group of dogs pulling a sled through the snow.,the dogs are doing nothing,2
An african american in sunglasses and a white tee-shirt smiles.,The person is happy.,1
A young man in blue jeans and an undershirt dances with a bare-midriffed young woman in a crowded nightclub.,A man dances with a giraffe.,2
People stand in corridor looking from balcony as another person walks dog,People are standing.,0
A man wearing black pants and jacket standing in the middle of a crowded street holding a sign about God.,The man is outside.,0
Two golden brown horses pull a sleigh driven by a woman in a blue coat.,A blue coated woman drives a sleigh.,0
An Asian male with a long white beard playing a musical instrument with a drink at his feet.,A person of Asian descent is playing an instrument.,0
"There is a group of people and a black dog in a living and dining room, some sleeping some eating.",the people ar family,1
A huge wave crashes over a man on a surfboard.,A big wave hit a man,0
A man balancing on one hand on a mat.,A tall human balancing,1
"An Asian chef is working in the kitchen, and is smiling after putting the food he has made in a wok into a ""to-go"" container.",The Asian chef is very proud of the meal he is preparing for delivery.,1
A surfer in a black surf suit with a white surfboard riding on some greenish looking waves somewhere.,A dirtbike rider crests a hill and flashes a thumbs up.,2
"Three children sit on the grass, one laying down, one in overalls smiling and one in green looking through a tote bag.",Laying in the grass with a tote bag,0
Two boys playing basketball was the referee looks on.,The referee is wearing a striped shirt.,1
A woman is staring at a vending machine trying to make a decision on which item to choose.,A woman stared at a vending machine trying to decide on what to get from it.,0
A young man with a red bandanna tied around his neck looks to his right.,A young man observes something off to his right.,0
"Small children with dark hair, dressed in brown smocks with sandals make faces as they dance.",Children play on a jungle gym.,2
A lady sleeps while seated in a yellow chair.,a woman sleeps in a chair,0
A man aims a gun at a target.,A man is target practicing for his new job.,1
A young man in a red and white striped shirt looks at graffiti as he walks by.,A young man is interested in the graffiti.,1
A golfer is teeing off the green.,A golfer is playing a game on a private course.,1
Two firemen are standing next to their firetruck.,The firemen are at work.,0
A man is showing some boxes of perfume to a person inside of a car.,He is selling them.,0
A couple pose in front of a fountain.,They are waiting to be picked up by aliens,2
"A man wearing an orange cap, white shirt, cargo pants, and hiking boots stands on a rock.",it is necessary for all climbers to wear a dress code,2
man in yellow shirt running through water fountain.,A man dives into a pool to escape some bees.,2
The man is next to the toy car watching his son have fun.,A child is playing with his father.,0
Two guys in a dorm playing video games.,The two men are at the ball park.,2
"A man speaking at a couples wedding reception, with another man standing by a table of cupcakes taking of picture of the man speaking.",A human speaking,0
A large crowd of people stand outside in front of the entrance to a Metro station.,A group of people gather in front of a subway station.,0
"A group of individuals, gathered around a pit fire and wieners on a grill, are drinking an assortment of beverages.",A group of people are eating dinner on a camping trip.,1
The little white and brown dog has his mouth wide open while trying to catch something.,dog tries to catch,0
One child helps another go head first down a blue slide.,Both children go head first on the slide.,1
A large group of people standing on blocked off street.,Many people were ready to riot.,1
somber faced woman wearing dark jeans and a red top sitting on the edge of a porch.,The woman is getting light from the sun.,1
A woman sits in the sun on some large rocks in the middle of a pond.,A woman is in the middle of the pond on some rocks.,0
A woman with a softball runs after a child in a grassy lawn.,A woman is running on a lawn.,0
Asian woman holding young asian girl.,The woman is Asian.,0
Two people seem to be planting seeds on a farm.,Two dogs are planting seeds on a farm.,2
A person wearing a red helmet and carrying a blue backpack is standing on a snowy ledge looking out at some mountains and a blue sky.,A person looks out off a ledge.,0
A person doing a skateboard flip next to a black trashcan.,Someone is riding a bike.,2
A man and child working with electricity.,A man is playing catch with his son,2
A woman in hospital scrubs jumps on the sidewalk as a second woman in hospital scrubs watches.,Firefighters are putting out a fire in a hotel.,2
A group of children standing in a lake in shoulder high water while one boy is balancing on the shoulders of two other boys.,A group of kids are in a lake with shoulder high water and a boy is trying to balance himself with the help of two other boys.,0
"The man, only visible as a black silhouette, took a picture along a brightly colored wall full of graffiti.",A man who you can see all his face poses,2
"Man dressed all in black wearing work boots and baseball hat, jumps, spreading legs straight out to either side, touching them with his hands, in front of a valley view.",The man is wearing a white shirt,2
Blond-hair boy jumping on a porch.,he is having fun,1
Two bikers are sitting and talking on a bench in front if their bikes.,Two bikers are holding hands.,1
Men playing instruments on a baseball field.,Men are playing instruments at the mall.,2
Three people stand in line waiting to buy something to eat at a fair booth selling Martins' Famous Louisiana Sausage's (sic).,People stand in line to buy food,0
Three traffic lights hang over Wilson Street.,The traffic lights over Wilson street are all green.,1
A surfer in a yellow shirt is riding a wave that is reflecting sunlight.,the surfer is wearing a pink shirt,2
Multiple people in a sea of foam having a good time.,There are multiple people in foam at a party having a good time.,1
A boy jumps high above his skateboard near a sign.,He is riding a bike.,2
A yellow motorcycle drives down the road.,A yellow motorcycle is speeding.,1
Three people are riding longboards down a hill in full leather suits and helmets.,18 people are dancing,2
A group of people watch someone play with fire.,There is only one person.,2
A surfer in a yellow shirt riding a wave on a white surfboard,A surfer is surfing.,0
Behind a pile of wood on a beach a group of men stand in a wooden boat.,The men are going to sail their boat on the ocean.,1
"A man is fishing, as waves crash to shore.",There is a man by the ocean,0
"A skinny shirtless man wearing sunglasses, a tiger scarf around his neck and a black belt and jeans is hammering on a metal rod.",An overweight man in a business suit shoves a plastic rod into the soil,2
"Two men are swimming in a body of water, near which is an area of land covered in vegetation.",the men are walking on the mountain,2
A restaurant worker is cleaning a seat.,A restaurant worker is eating off of a dirty seat.,2
A person wearing a gray jacket and sunglasses poses for the camera.,A dolphin jumps through a hoop and people take pictures.,2
A homeless man holding a sign.,"A homeless man holding a sign, asking for money.",1
Two dogs fighting over a toy in the snow.,Two cats fight over a toy in the rain.,2
Performers dressed in Native American Indian feathered costumes dance in front of audience located by Museumsbutikken sign.,The performers are Native American.,1
Five people standing outside posing for a picture.,Five people are standing outside and smiling for a picture,1
A man with dreaded hair sits on the street surrounded by a large group of people.,The man passed out and is being attended to.,1
Kid in a blue t-shirt is playing with a bat& has his eyes cover.,A kid is playing baseball.,1
A man reads the newspaper while holding a sign advertising a menswear liquidation sale.,A man is holding an advertising sign.,0
A small asian child is kneeling down on the floor and looking up into the camera.,The baby picture will be cute,0
A group of people gathered together at night outside a brick building.,Friends outside a night club.,1
A man with a plaid shirt riding a bike going down a brick road with blue fence segments in the distance.,A man enjoys the scenery while riding his bike.,1
People in costume and hats pose with American flags and fingers held up with the number three.,People do not have anything on their heads.,2
A man suspended above blue bed,A man is up high.,0
A woman in a white outfit is walking up stairs.,The old man took the elevator.,2
A man and young girl are swimming in a pool together.,A father is teaching his daughter some new swimming techniques,1
Two martial artists spar while a referee wearing a tie looks on.,Two ballerinas dance off as the nekked referee watches them.,2
A pole vaulter leaving the pit with his pole.,The pole vaulter left the pit with his pole to take it to be repaired.,1
A blond infant is sitting in a stroller in a room with wooden floors.,There is a child in a stroller.,0
The helmeted man on a bicycle in riding down a rocky trail.,The man does not have a helmet on.,2
The brown-haired man and woman are posing for a picture.,The picture shows their baldness.,2
A group of people at a Domestic Violence Awareness show.,The people are at home.,2
A group of people riding bikes and walking across a road in the city.,A group of people are on bikes and on foot on the hang glider.,2
A man in a safety vest sweeping up garbage at an outside venue.,The man is near garbage.,0
Three people doing push-ups,A group of people do push-ups.,0
A man posing in a rocky area,A man is posing on a green lawn.,2
Young girl in a blue jacket holding young boy in an orange shirt.,A girl holds a larger boy.,1
A person with black sleeves is holding a lock with the left hand and attempting to pick it using a small metal bar held by the right hand.,A person is holding a lock.,0
a toddler takes his first glimpse of the wonders of video games.,The toddler is taking a nap in the bassinet.,2
"Two young boys, one in a green shirt eating a banana and one in a blue shirt eating an apple.",two boys aren't eating,2
A woman in a blue jacket is filmed on a camera.,there is a woman,0
a snowboarder gets air off a jump.,the snowboarder does a front flip off the jump,1
Two young children are standing in hall.,The children are sitting on their desks.,2
A boy dressed like a Trojan soldier is having his picture taken by a woman wearing a blue shirt.,A boy is dressed as a soldier for Halloween,1
Firefighters in full gear gaze at a building,Firefighters not dressed for a fire look at the forest.,2
